id,aircraftModel,tailNumber,price,priceUnit,quoteDate,leg_Passenger_number_PAX,leg_Departure_Date,leg_Arrival_Date,leg_Departure_Airport,leg_Arrival_Airport,leg_Departure_City,leg_Arrival_City,filename,fileModificationTime,diffDays,quoteDayOfWeek,category,reason,price_zscore,category_lower,airport_distance,price_per_mile,distance_bin
14388,Citation X,,0.0,USD,2024-08-16 00:00:00.000,24,2024-08-22,,KACT,ESNN,"Waco, TX","Scottsdale, AZ",content-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHQphGP.json,2025-03-17 12:08:32.000,6.0,4.0,Super midsize jet,Invalid price (zero or negative),,,,,
14992,Citation VII,N32FJ,0.0,USD,2024-10-08 00:00:00.000,,2024-10-09,2024-10-09,KFTW,KSHV,Fort Worth,Shreveport,content-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHzC2XL.json,2025-03-17 12:21:19.000,1.0,1.0,Midsize jet,Invalid price (zero or negative),,,,,
15396,Vision Jet or PC12s,LW7E86,0.0,USD,2024-11-18 00:00:00.000,8,2024-11-30,2024-11-30,KMYR,KCEU,"Myrtle Beach, SC","Oconee County, SC",content-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAIOkQmc.json,2025-03-17 12:29:55.000,12.0,0.0,Entry level jet (VLJ),Invalid price (zero or negative),,,,,
15397,Vision Jet / PC12s,LW7E86,0.0,USD,2024-11-18 00:00:00.000,8,2024-11-30,2024-11-30,KMYR,KCEU,"Myrtle Beach, SC","Oconee County, SC",content-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAIOkSxo.json,2025-03-17 12:29:58.000,12.0,0.0,Entry level jet (VLJ),Invalid price (zero or negative),,,,,
15398,Vision Jet or PC12s,LW7E86,0.0,USD,2024-11-18 00:00:00.000,,2024-11-30,,KMYR,KCEU,"Myrtle Beach, SC","Oconee County, SC",content-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAIOkSzS.json,2025-03-17 12:29:59.000,12.0,0.0,Entry level jet (VLJ),Invalid price (zero or negative),,,,,
15399,Vision Jet/PC12s,LW7E86,0.0,USD,2024-11-18 00:00:00.000,,2024-11-30,2024-11-30,KMYR,KCEU,"Myrtle Beach, SC","Oconee County, SC",content-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAIOkSzW.json,2025-03-17 12:29:59.000,12.0,0.0,Entry level jet (VLJ),Invalid price (zero or negative),,,,,
16102,YOM 2011/2010,,0.0,USD,2025-03-20 00:00:00.000,,2025-03-20,,KSNA,MMHO,John Wayne/Orange County,Lic. Gustavo Ordaz Intl,content-pw-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAJdxwl2.json,2025-03-21 13:28:50.350,0.0,3.0,Unknown,Invalid price (zero or negative),,,,,
2324,"Citation SII, Learjet 60XR, Learjet 60XR","N401HT, N325ER, N699TL",236502750027500.0,USD,2024-08-11 00:00:00.000,3,2024-08-12,2024-08-12,KASE,KAUS,"Aspen, CO, US","Austin, TX, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHOBpuF.json,2025-03-17 09:22:56.000,1.0,6.0,Light jet,Price outlier (z-score > 3),64.68392166126624,,,,
6636,"Citation SII, Learjet 60XR","N750JM, N699TL",320003200040000.0,USD,2024-10-07 00:00:00.000,4,2024-10-08,2024-10-08,KVNC,KLEX,"Venice, FL, US","Lexington, KY, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHzCqrN.json,2025-03-17 10:26:52.000,1.0,0.0,Light jet,Price outlier (z-score > 3),87.52464267389047,,,,
7183,"Challenger 300, Falcon 2000EX EASy, Legacy 600","N302LT, N408LS, N645PM",529005675059750.0,USD,2024-10-30 00:00:00.000,2,2024-12-15,2024-12-15,KTEB,KASE,"Teterboro, NJ, US","Aspen, CO, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAICmdK5.json,2025-03-17 10:35:02.000,46.0,2.0,Heavy jet,Price outlier (z-score > 3),144.69519950513444,,,,
45,"Gulfstream G550, HSSKS",,150000.0,USD,2024-07-17 00:00:00.000,10,2024-07-31,2024-07-31,WMKK,OMAA,Kuala Lumpur,Abu Dhabi,avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAG9vwDE.json,2025-03-17 08:41:15.000,14.0,2.0,Ultra long range,Price outside 1-99 percentile range,-0.009062961712041502,,,,
47,Falcon 8X,TCSSA,212000.0,USD,2024-07-17 00:00:00.000,10,2024-07-31,2024-07-31,WMKK,OMAA,"Kuala Lumpur, MY","Abu Dhabi, AE",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAG9vwEi.json,2025-03-17 08:41:15.000,14.0,2.0,Ultra long range,Price outside 1-99 percentile range,-0.009062944752555624,,,,
69,Global 5000,A6RJD,187100.0,USD,2024-10-12 00:00:00.000,2,2024-10-14,2024-10-14,WATO,PTRO,"Labuan Bajo, ID","Koror, PW",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH3UEO4.json,2025-03-17 08:43:15.000,2.0,5.0,Ultra long range,Price outside 1-99 percentile range,-0.009062951563703984,,,,
74,Gulfstream G550,T7RSG,173600.0,USD,2024-10-13 00:00:00.000,2,2024-10-14,2024-10-14,WATO,PTRO,"Labuan Bajo, ID","Koror, PW",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH3UFLE.json,2025-03-17 08:43:18.000,1.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062955256495265,,,,
76,Gulfstream GV,N215BB,267000.0,USD,2024-10-13 00:00:00.000,6,2024-11-03,2024-11-04,KBNA,FACT,"Nashville, TN, US","Cape Town, ZA",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH3UGI2.json,2025-03-17 08:43:19.000,21.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.00906292970785041,,,,
125,Gulfstream GV,N211DR,252000.0,USD,2024-10-14 00:00:00.000,6,2024-11-03,2024-11-04,KBNA,FACT,"Nashville, TN, US","Cape Town, ZA",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH3UKiU.json,2025-03-17 08:43:56.000,20.0,0.0,Ultra long range,Price outside 1-99 percentile range,-0.009062933810951832,,,,
147,Gulfstream GV,LVKAX,255500.0,USD,2024-10-14 00:00:00.000,6,2024-11-03,2024-11-05,KBNA,FACT,"Nashville, TN, US","Cape Town, ZA",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4Zxt9.json,2025-03-17 08:44:36.000,20.0,0.0,Ultra long range,Price outside 1-99 percentile range,-0.0090629328535615,,,,
201,Global Express,P4BFW,178822.0,USD,2024-10-15 00:00:00.000,1,2024-10-16,2024-10-16,LDDU,KFAT,"Dubrovnik, HR","Fresno, CA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qf2R.json,2025-03-17 08:45:14.000,1.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.00906295382806889,,,,
202,Global Express,P4BFW,178822.0,USD,2024-10-15 00:00:00.000,2,2024-10-16,2024-10-16,LDDU,KFAT,"Dubrovnik, HR","Fresno, CA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qf2V.json,2025-03-17 08:45:15.000,1.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.00906295382806889,,,,
208,Gulfstream GV,OEIIS,169600.0,USD,2024-10-15 00:00:00.000,1,2024-10-16,2024-10-16,LDDU,KFAT,"Dubrovnik, HR","Fresno, CA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qfyJ.json,2025-03-17 08:45:20.000,1.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062956350655644,,,,
209,Falcon 7X,OHWIX,197160.0,USD,2024-10-15 00:00:00.000,1,2024-10-16,2024-10-16,LDDU,KFAT,"Dubrovnik, HR","Fresno, CA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qfyQ.json,2025-03-17 08:45:21.000,1.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.00906294881189063,,,,
210,Global Express,N83WG,169232.0,USD,2024-10-15 00:00:00.000,1,2024-10-16,2024-10-16,LDDU,KFAT,"Dubrovnik, HR","Fresno, CA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qfz5.json,2025-03-17 08:45:21.000,1.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062956451318398,,,,
269,Citation Longitude,N720VM,3024041.0,USD,2024-10-15 00:00:00.000,2,2024-10-16,2024-10-16,KACY,KOPF,"Atlantic City, NJ, US","Miami, FL, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qiYv.json,2025-03-17 08:46:34.000,1.0,1.0,Super midsize jet,Price outside 1-99 percentile range,-0.00906217554659389,,,,
332,"Learjet 31A, Learjet 60","LVCNQ, LVJJQ",1130413834.0,USD,2024-10-16 00:00:00.000,4,2024-12-18,2024-12-18,SAEZ,SAZY,"Buenos Aires, AR","San Martin De Los Andes, AR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH4qnuF.json,2025-03-17 08:47:32.000,63.0,2.0,Light jet,Price outside 1-99 percentile range,-0.008753789235735226,,,,
394,"Global Express, Learjet 60XR","TCFRK, TCKLC",1800012000.0,USD,2024-10-18 00:00:00.000,2,2024-10-18,2024-10-18,LTBA,LGTS,"Istanbul, TR","Thessaloniki, GR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60AtA.json,2025-03-17 08:48:57.000,0.0,4.0,Ultra long range,Price outside 1-99 percentile range,-0.008570627289926774,,,,
409,TURBO SARATOGA SP,N327HP,3453.0,USD,2024-10-18 00:00:00.000,1,2024-10-18,2024-10-18,KINT,KTYS,"Winston Salem, NC, US","Knoxville, TN, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60CDF.json,2025-03-17 08:49:11.000,0.0,4.0,Turbo prop,Price outside 1-99 percentile range,-0.009063001798521776,,,,
484,Global Express,N9103J,149950.0,USD,2024-10-19 00:00:00.000,2,2025-01-15,2025-01-15,KVNY,LEMD,"Van Nuys, CA, US","Madrid, ES",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60HuZ.json,2025-03-17 08:50:24.000,88.0,5.0,Ultra long range,Price outside 1-99 percentile range,-0.009062961725718507,,,,
485,Ultra Long Range,,150000.0,USD,2024-10-19 00:00:00.000,2,2025-01-15,2025-01-15,KVNY,LEMD,"Van Nuys, CA, US","Madrid, ES",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60HxE.json,2025-03-17 08:50:24.000,88.0,5.0,Ultra long range,Price outside 1-99 percentile range,-0.009062961712041502,,,,
530,Gulfstream G650ER,T7333,261700.0,USD,2024-10-20 00:00:00.000,2,2024-10-26,2024-10-26,YPPH,RJTT,"Perth, AU","Tokyo, JP",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60NQP.json,2025-03-17 08:50:58.000,6.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062931157612912,,,,
531,Challenger 604,VHSCR,166400.0,USD,2024-10-20 00:00:00.000,2,2024-10-26,2024-10-26,YPPH,RJTT,"Perth, AU","Tokyo, JP",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60NX6.json,2025-03-17 08:50:59.000,6.0,6.0,Heavy jet,Price outside 1-99 percentile range,-0.009062957225983947,,,,
532,Gulfstream GIV,N53WG,200000.0,USD,2024-10-20 00:00:00.000,2,2024-10-26,2024-10-26,YPPH,RJTT,"Perth, AU","Tokyo, JP",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60NYF.json,2025-03-17 08:50:59.000,6.0,6.0,Heavy jet,Price outside 1-99 percentile range,-0.009062948035036761,,,,
533,Global 5000,A6RJD,328300.0,USD,2024-10-20 00:00:00.000,2,2024-10-26,2024-10-26,YPPH,RJTT,"Perth, AU","Tokyo, JP",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60Nfx.json,2025-03-17 08:51:00.000,6.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062912939842599,,,,
534,Falcon 7X,OYPGA,235050.0,USD,2024-10-20 00:00:00.000,2,2024-10-26,2024-10-26,YPPH,RJTT,"Perth, AU","Tokyo, JP",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH60NgD.json,2025-03-17 08:51:00.000,6.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.00906293844745644,,,,
584,Gulfstream GIV,TCGLF,227900.0,USD,2024-10-17 00:00:00.000,6,2024-11-04,2024-11-05,KBNA,FACT,"Nashville, TN, US","Cape Town, ZA",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH6BmWI.json,2025-03-17 08:52:18.000,18.0,3.0,Heavy jet,Price outside 1-99 percentile range,-0.009062940403268117,,,,
597,Cessna 402C,N2615Q,3417.0,USD,2024-10-17 00:00:00.000,2,2024-10-17,2024-10-17,KFXE,MYAM,"Fort Lauderdale, FL, US","Marsh Harbour, BS",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH6Bq5I.json,2025-03-17 08:52:29.000,0.0,3.0,Piston,Price outside 1-99 percentile range,-0.009063001808369218,,,,
599,Piper Chieftain,N462DH,3591.0,USD,2024-10-17 00:00:00.000,2,2024-10-17,2024-10-17,KFXE,MYAM,"Fort Lauderdale, FL, US","Marsh Harbour, BS",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH6BqBD.json,2025-03-17 08:52:29.000,0.0,3.0,Piston,Price outside 1-99 percentile range,-0.009063001760773242,,,,
709,Global Express,N83WG,150171.0,USD,2024-10-18 00:00:00.000,10,2024-10-18,2024-10-19,MMDO,EGKB,"Durango, MX","Biggin Hill, GB",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH6xb4J.json,2025-03-17 08:53:59.000,0.0,4.0,Ultra long range,Price outside 1-99 percentile range,-0.009062961665266146,,,,
725,Global Express XRS,VHVSK,227840.0,USD,2024-10-21 00:00:00.000,2,2024-10-26,2024-10-26,YPPH,RJTT,"Perth, AU","Tokyo, JP",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8ryA3.json,2025-03-17 08:54:11.000,5.0,0.0,Ultra long range,Price outside 1-99 percentile range,-0.009062940419680523,,,,
733,Piper Chieftain,N16YP,2400.0,USD,2024-10-22 00:00:00.000,1,2024-10-22,2024-10-23,TJSJ,TIST,"San Juan, PR","Charlotte Amalie, VI",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y0Q1.json,2025-03-17 08:54:31.000,0.0,1.0,Piston,Price outside 1-99 percentile range,-0.009063002086559495,,,,
738,Cessna CE208 Caravan,N801VW,3490.0,USD,2024-10-22 00:00:00.000,1,2024-10-23,2024-10-23,KHVN,KOQN,"New Haven, CT, US","West Chester, PA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y0Rx.json,2025-03-17 08:54:33.000,1.0,1.0,Turbo prop,Price outside 1-99 percentile range,-0.009063001788400792,,,,
740,Cessna 208 Caravan,N891L,2650.0,USD,2024-10-22 00:00:00.000,1,2024-10-22,2024-10-23,TJSJ,TIST,"San Juan, PR","Charlotte Amalie, VI",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y0uA.json,2025-03-17 08:54:47.000,0.0,1.0,Turbo prop,Price outside 1-99 percentile range,-0.009063002018174471,,,,
742,TURBO SARATOGA SP,N327HP,3400.0,USD,2024-10-22 00:00:00.000,3,2024-10-25,2024-10-25,KMGM,KNEW,"Montgomery, AL, US","New Orleans, LA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y1EV.json,2025-03-17 08:54:53.000,3.0,1.0,Turbo prop,Price outside 1-99 percentile range,-0.0090630018130194,,,,
758,Gulfstream G550,N961JF,212590.0,USD,2024-10-22 00:00:00.000,7,2025-01-04,2025-01-05,PHOG,KBNA,"Kahului, HI, US","Nashville, TN, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y2bs.json,2025-03-17 08:55:06.000,74.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062944591166968,,,,
760,Gulfstream G500,N500XX,160000.0,USD,2024-10-22 00:00:00.000,7,2025-01-04,2025-01-05,PHOG,KBNA,"Kahului, HI, US","Nashville, TN, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y2eq.json,2025-03-17 08:55:07.000,74.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062958976640554,,,,
777,Cirrus SR 22,N310SA,2200.0,USD,2024-10-23 00:00:00.000,2,2024-11-02,2024-11-02,KTOL,KLUK,"Toledo, OH, US","Cincinnati, OH, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8y972.json,2025-03-17 08:56:01.000,10.0,2.0,Piston,Price outside 1-99 percentile range,-0.009063002141267514,,,,
918,Global Express,N83WG,190000.0,USD,2024-10-22 00:00:00.000,2,2024-11-06,2024-11-07,NZAA,YSSY,"Auckland, NZ","Sydney, AU",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8yxhK.json,2025-03-17 08:58:40.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.00906295077043771,,,,
931,Beech Baron 58,N7217H,2694.0,USD,2024-10-22 00:00:00.000,1,2024-10-23,2024-10-23,KPWM,KBTV,"Portland, ME, US","Burlington, VT, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAH8yyUw.json,2025-03-17 08:58:51.000,1.0,1.0,Turbo prop,Price outside 1-99 percentile range,-0.009063002006138706,,,,
997,Vision Jet,N613FA,3213.0,USD,2024-07-26 00:00:00.000,2,2024-07-27,2024-07-27,KMCO,KOPF,"Orlando, FL, US","Miami, FL, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHEj7bu.json,2025-03-17 08:59:53.000,1.0,4.0,Entry level jet (VLJ),Price outside 1-99 percentile range,-0.009063001864171399,,,,
1026,Gulfstream GV,LVKAX,218600.0,USD,2024-07-28 00:00:00.000,2,2024-09-02,2024-09-03,LIRA,SAZS,"Rome, IT","San Carlos De Bariloche, AR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj04r.json,2025-03-17 09:00:22.000,36.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062942947190998,,,,
1027,Gulfstream GV,N585JC,189964.0,USD,2024-07-28 00:00:00.000,2,2024-09-08,2024-09-09,SAZS,KFOK,"San Carlos De Bariloche, AR","Westhampton Beach, NY, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj0R3.json,2025-03-17 09:00:23.000,42.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062950780285153,,,,
1049,Gulfstream GV,LVIRQ,189850.0,USD,2024-07-28 00:00:00.000,2,2024-09-08,2024-09-09,SAZS,KFOK,"San Carlos De Bariloche, AR","Westhampton Beach, NY, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj2Ni.json,2025-03-17 09:00:39.000,42.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062950811468724,,,,
1054,Gulfstream GV,LVIRQ,245433.0,USD,2024-07-28 00:00:00.000,2,2024-09-02,2024-09-03,LIRA,SAZS,"Rome, IT","San Carlos De Bariloche, AR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj2XV.json,2025-03-17 09:00:42.000,36.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062935607289635,,,,
1059,Global 6000,9HJBJ,222600.0,USD,2024-07-29 00:00:00.000,2,2024-09-08,2024-09-09,SAZS,KFOK,"San Carlos De Bariloche, AR","Westhampton Beach, NY, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj37i.json,2025-03-17 09:00:47.000,41.0,0.0,Ultra long range,Price outside 1-99 percentile range,-0.00906294185303062,,,,
1066,Gulfstream GV,N996GA,243500.0,USD,2024-07-29 00:00:00.000,2,2024-09-02,2024-09-02,LIRA,SAZS,"Rome, IT","San Carlos De Bariloche, AR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj4P8.json,2025-03-17 09:00:51.000,35.0,0.0,Ultra long range,Price outside 1-99 percentile range,-0.009062936136042638,,,,
1067,Gulfstream G550,N588TN,184440.0,USD,2024-07-29 00:00:00.000,2,2024-09-08,2024-09-09,SAZS,KFOK,"San Carlos De Bariloche, AR","Westhampton Beach, NY, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj4Px.json,2025-03-17 09:00:51.000,41.0,0.0,Ultra long range,Price outside 1-99 percentile range,-0.009062952291320637,,,,
1147,Cessna CE208 Caravan,N801VW,3076.0,USD,2024-07-29 00:00:00.000,1,2024-07-30,2024-07-30,KMTP,KWST,"Montauk, NY, US","Westerly, RI, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGj9Dj.json,2025-03-17 09:01:53.000,1.0,0.0,Turbo prop,Price outside 1-99 percentile range,-0.00906300190164639,,,,
1167,Gulfstream G500,9HNATE,148294.0,USD,2024-07-28 00:00:00.000,2,2024-08-29,2024-08-29,KFOK,LIRA,"Westhampton Beach, NY, US","Rome, IT",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGjz5l.json,2025-03-17 09:02:05.000,32.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062962178700904,,,,
1170,Gulfstream G500,OELVA,145750.0,USD,2024-07-28 00:00:00.000,2,2024-08-29,2024-08-29,KFOK,LIRA,"Westhampton Beach, NY, US","Rome, IT",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHGjzU2.json,2025-03-17 09:02:06.000,32.0,6.0,Ultra long range,Price outside 1-99 percentile range,-0.009062962874586905,,,,
1223,Gulfstream G650ER,N889CH,210218.0,USD,2024-08-02 00:00:00.000,2,2024-08-30,2024-08-30,KVNY,PHKO,"Van Nuys, CA, US","KailuaKona, HI, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH945B.json,2025-03-17 09:02:57.000,28.0,4.0,Ultra long range,Price outside 1-99 percentile range,-0.009062945240004073,,,,
1270,Global 5000,N724MF,208946.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9m02.json,2025-03-17 09:03:28.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062945587947074,,,,
1275,Global 6000,,182450.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9m3M.json,2025-03-17 09:03:31.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062952835665425,,,,
1276,Global Express XRS,VPCYT,187000.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9m6G.json,2025-03-17 09:03:32.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062951591057994,,,,
1286,Gulfstream GV,LVIRQ,175033.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9mza.json,2025-03-17 09:03:50.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062954864512309,,,,
1287,Gulfstream GV,LVKAX,164300.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9mzX.json,2025-03-17 09:03:50.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062957800418147,,,,
1301,Challenger 605,CGFAP,150941.25,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9msr.json,2025-03-17 09:03:48.000,15.0,1.0,Heavy jet,Price outside 1-99 percentile range,-0.009062961454571888,,,,
1303,Gulfstream GV,N127GG,179941.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9mxE.json,2025-03-17 09:03:49.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062953521977524,,,,
1305,Gulfstream G550,N588TN,182566.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9nBD.json,2025-03-17 09:03:52.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062952803934774,,,,
1311,Global 5000,LVKLE,187200.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9nJH.json,2025-03-17 09:03:55.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062951536349974,,,,
1322,Gulfstream G550,N65KL,192980.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,2024-08-15,SBGL,KBOS,Rio De Janeiro,Boston,avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9niG.json,2025-03-17 09:04:12.000,15.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062949955288228,,,,
1324,Challenger 350,LVHAT,157300.0,USD,2024-07-30 00:00:00.000,3,2024-08-14,,SBGL,KBOS,"Rio De Janeiro, BR","Boston, MA, US",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9njT.json,2025-03-17 09:04:15.000,15.0,1.0,Super midsize jet,Price outside 1-99 percentile range,-0.00906295971519881,,,,
1332,Gulfstream GV,N215BB,152388.0,USD,2024-07-30 00:00:00.000,3,2024-09-12,2024-09-13,KBOS,SBGL,"Boston, MA, US","Rio De Janeiro, BR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9o0g.json,2025-03-17 09:04:29.000,44.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062961058827755,,,,
1334,Gulfstream GV,N889AH,164154.0,USD,2024-07-30 00:00:00.000,3,2024-09-12,2024-09-13,KBOS,SBGL,"Boston, MA, US","Rio De Janeiro, BR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9oB9.json,2025-03-17 09:04:34.000,44.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062957840355,,,,
1336,Gulfstream GV,N996GA,191256.0,USD,2024-07-30 00:00:00.000,3,2024-09-12,2024-09-13,KBOS,SBGL,"Boston, MA, US","Rio De Janeiro, BR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9oOk.json,2025-03-17 09:04:34.000,44.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.009062950426871351,,,,
1337,Gulfstream GV,N585JC,176390.0,USD,2024-07-30 00:00:00.000,3,2024-09-12,2024-09-13,KBOS,SBGL,"Boston, MA, US","Rio De Janeiro, BR",avinode-CQAAABYAAACJgdwiMFO2QY2vijNicTerAAHH9oQd.json,2025-03-17 09:04:35.000,44.0,1.0,Ultra long range,Price outside 1-99 percentile range,-0.0090629544933184,,,,
