id,aircraftModel,category,price,quoteDate,leg_Passenger_number_PAX,leg_Departure_Date,leg_Arrival_Date,leg_Departure_Airport,leg_Arrival_Airport,airport_distance,distance_bin,is_holiday,is_weekend,route
18155,CESSNA 510 Citation Mustang,Entry level jet (VLJ),14628.0,2024-01-08 00:00:00.000,2,2024-01-08,2024-01-08,LFTH,LEIB,617.3649842972459,very_short,False,False,LFTH - LEIB
23623,HondaJet,Entry level jet (VLJ),9540.0,2024-05-09 00:00:00.000,4,2024-06-09,2024-06-09,LEMD,LEIB,460.31025449160796,very_short,False,True,LEMD - LEIB
23624,HondaJet,Entry level jet (VLJ),9540.0,2024-06-09 00:00:00.000,4,2024-06-09,2024-06-09,LEMD,LEIB,460.31025449160796,very_short,False,True,LEMD - LEIB
16205,Embraer Phenom 100,Entry level jet (VLJ),6733.0,2024-07-22 00:00:00.000,5,2024-07-22,2024-07-22,KVNY,KSAN,203.50942203271006,very_short,False,False,KVNY - KSAN
1017,Citation Mustang,Entry level jet (VLJ),7144.400000000001,2024-07-27 00:00:00.000,4,2024-07-28,2024-07-28,LFMN,LIEO,360.5451244224564,very_short,False,True,LFMN - LIEO
1019,Citation Mustang,Entry level jet (VLJ),8851.0,2024-07-27 00:00:00.000,4,2024-07-28,2024-07-28,LFMN,LIEO,360.5451244224564,very_short,False,True,LFMN - LIEO
18128,CESSNA 510 Citation Mustang,Entry level jet (VLJ),10441.0,2024-07-29 00:00:00.000,2,2024-07-29,2024-07-29,LEBL,LFMN,497.1043814664123,very_short,False,False,LEBL - LFMN
1150,Citation CJ1,Entry level jet (VLJ),9646.0,2024-07-29 00:00:00.000,1,2024-07-30,2024-07-30,LFTZ,LSGS,341.5736280394958,very_short,False,False,LFTZ - LSGS
18140,CESSNA 510 Citation Mustang,Entry level jet (VLJ),7314.0,2024-07-29 00:00:00.000,2,2024-07-30,2024-07-30,LEBL,LFTH,390.89524055393207,very_short,False,False,LEBL - LFTH
17998,Embraer Phenom 100E,Entry level jet (VLJ),6500.0,2024-07-31 00:00:00.000,2,2024-07-31,2024-07-31,KVNY,KLAS,368.15053634593244,very_short,False,False,KVNY - KLAS
18013,Cessna Citation CJ1,Entry level jet (VLJ),8971.0,2024-07-31 00:00:00.000,2,2024-07-31,2024-07-31,KVNY,KLAS,368.15053634593244,very_short,False,False,KVNY - KLAS
18061,Cirrus Vision Jet SF50,Entry level jet (VLJ),6530.0,2024-07-31 00:00:00.000,2,2024-07-31,2024-07-31,KACK,KTEB,336.56454137943507,very_short,False,False,KACK - KTEB
1277,Vision Jet,Entry level jet (VLJ),8525.0,2024-07-30 00:00:00.000,2,2024-07-31,2024-08-01,KRST,KPWK,425.3850886598032,very_short,False,False,KRST - KPWK
981,Phenom 100,Entry level jet (VLJ),6500.0,2024-07-26 00:00:00.000,2,2024-07-31,2024-07-31,KVNY,KLAS,368.15053634593244,very_short,False,False,KVNY - KLAS
984,Citation CJ1,Entry level jet (VLJ),8971.0,2024-07-26 00:00:00.000,2,2024-07-31,2024-07-31,KVNY,KLAS,368.15053634593244,very_short,False,False,KVNY - KLAS
1030,Vision Jet,Entry level jet (VLJ),6530.0,2024-07-28 00:00:00.000,2,2024-07-31,2024-07-31,KACK,KTEB,336.56454137943507,very_short,False,False,KACK - KTEB
1815,Citation CJ1+,Entry level jet (VLJ),9911.0,2024-08-05 00:00:00.000,4,2024-08-06,2024-08-06,LIRQ,LSGG,483.71902128505445,very_short,False,False,LIRQ - LSGG
1819,Citation Mustang,Entry level jet (VLJ),9487.0,2024-08-05 00:00:00.000,4,2024-08-06,2024-08-06,LIRQ,LSGG,483.71902128505445,very_short,False,False,LIRQ - LSGG
1992,Phenom 100,Entry level jet (VLJ),9000.0,2024-08-07 00:00:00.000,4,2024-08-07,2024-08-07,KBOS,KBHB,315.6377584705226,very_short,False,False,KBOS - KBHB
2011,Phenom 100,Entry level jet (VLJ),6000.0,2024-08-07 00:00:00.000,3,2024-08-07,2024-08-07,KMVY,KACK,44.240918146927235,very_short,False,False,KMVY - KACK
2012,"Vision Jet, N99CV",Entry level jet (VLJ),9439.0,2024-08-07 00:00:00.000,4,2024-08-07,2024-08-07,KBOS,KBHB,315.6377584705226,very_short,False,False,KBOS - KBHB
19905,Cirrus Vision Jet SF50,Entry level jet (VLJ),9439.0,2024-08-07 00:00:00.000,4,2024-08-07,2024-08-07,KBOS,KBHB,315.6377584705226,very_short,False,False,KBOS - KBHB
1960,Vision Jet,Entry level jet (VLJ),8185.0,2024-08-06 00:00:00.000,3,2024-08-08,2024-08-08,KTEB,KPIT,523.2541437966902,very_short,False,False,KTEB - KPIT
19774,Cirrus Vision Jet SF50,Entry level jet (VLJ),8185.0,2024-08-08 00:00:00.000,3,2024-08-08,2024-08-08,KTEB,KPIT,523.2541437966902,very_short,False,False,KTEB - KPIT
1961,Phenom 100,Entry level jet (VLJ),8250.0,2024-08-06 00:00:00.000,3,2024-08-09,2024-08-09,KPIT,KTEB,523.2541437966902,very_short,False,False,KPIT - KTEB
1775,Phenom 100,Entry level jet (VLJ),8750.0,2024-08-05 00:00:00.000,1,2024-08-10,2024-08-10,KAPC,KSMX,402.2251798701061,very_short,False,True,KAPC - KSMX
2204,Citation CJ1,Entry level jet (VLJ),12720.0,2024-08-10 00:00:00.000,2,2024-08-10,2024-08-10,LEMD,LEIB,460.31025449160796,very_short,False,True,LEMD - LEIB
2200,Citation CJ1,Entry level jet (VLJ),9487.0,2024-08-10 00:00:00.000,2,2024-08-11,2024-08-11,LEMD,LEIB,460.31025449160796,very_short,False,True,LEMD - LEIB
2205,Citation Mustang,Entry level jet (VLJ),8374.0,2024-08-10 00:00:00.000,2,2024-08-11,2024-08-11,LEMD,LEIB,460.31025449160796,very_short,False,True,LEMD - LEIB
2338,Citation CJ1,Entry level jet (VLJ),6841.0,2024-08-12 00:00:00.000,3,2024-08-13,2024-08-13,KCHA,KAUO,269.27960417578015,very_short,False,False,KCHA - KAUO
20401,Cessna Citation CJ,Entry level jet (VLJ),6841.0,2024-08-13 00:00:00.000,3,2024-08-13,2024-08-13,KAUO,KCHA,269.27960417578015,very_short,False,False,KAUO - KCHA
20402,Cessna Citation CJ,Entry level jet (VLJ),6841.0,2024-08-13 00:00:00.000,3,2024-08-13,2024-08-13,KCHA,KAUO,269.27960417578015,very_short,False,False,KCHA - KAUO
14360,Honda Jet N488TK,Entry level jet (VLJ),7300.0,2024-08-14 00:00:00.000,1,2024-08-14,2024-08-14,KRNO,KLAS,556.0121980762701,very_short,False,False,KRNO - KLAS
20728,Embraer Phenom 100,Entry level jet (VLJ),10374.0,2024-08-14 00:00:00.000,2,2024-08-14,2024-08-14,KONT,KPGA,642.5248569910491,very_short,False,False,KONT - KPGA
20729,Cessna Citation CJ1,Entry level jet (VLJ),8820.0,2024-08-14 00:00:00.000,2,2024-08-14,2024-08-14,KONT,KPGA,642.5248569910491,very_short,False,False,KONT - KPGA
2532,Phenom 100,Entry level jet (VLJ),9715.0,2024-08-14 00:00:00.000,2,2024-08-14,2024-08-15,KONT,KPGA,642.5248569910491,very_short,False,False,KONT - KPGA
2535,Citation CJ1,Entry level jet (VLJ),8820.0,2024-08-14 00:00:00.000,2,2024-08-14,2024-08-15,KONT,KPGA,642.5248569910491,very_short,False,False,KONT - KPGA
2435,Citation CJ,Entry level jet (VLJ),5200.0,2024-08-13 00:00:00.000,2,2024-08-15,2024-08-16,KBOS,KHPN,266.90630393724797,very_short,False,False,KBOS - KHPN
2496,Vision Jet,Entry level jet (VLJ),7115.0,2024-08-14 00:00:00.000,2,2024-08-15,2024-08-16,KBOS,KHPN,266.90630393724797,very_short,False,False,KBOS - KHPN
2262,Citation Mustang,Entry level jet (VLJ),10132.54,2024-08-10 00:00:00.000,2,2024-08-15,2024-08-15,EINN,EGAC,293.5400770178932,very_short,False,False,EINN - EGAC
2265,Phenom 100,Entry level jet (VLJ),12932.0,2024-08-11 00:00:00.000,2,2024-08-15,2024-08-15,EINN,EGAC,293.5400770178932,very_short,False,False,EINN - EGAC
2400,Phenom 100,Entry level jet (VLJ),5750.0,2024-08-13 00:00:00.000,2,2024-08-15,2024-08-16,KBOS,KHPN,266.90630393724797,very_short,False,False,KBOS - KHPN
20656,Cirrus Vision Jet SF50,Entry level jet (VLJ),7115.0,2024-08-15 00:00:00.000,2,2024-08-15,2024-08-15,KBOS,KHPN,266.90630393724797,very_short,False,False,KBOS - KHPN
20786,Cirrus Vision Jet SF50,Entry level jet (VLJ),12408.0,2024-08-15 00:00:00.000,2,2024-08-15,2024-08-15,7A5,KOLV,456.2178315988057,very_short,False,False,7A5 - KOLV
2811,Citation CJ1,Entry level jet (VLJ),9731.0,2024-08-16 00:00:00.000,2,2024-08-16,2024-08-16,KDTS,KPIE,462.45169912114545,very_short,False,False,KDTS - KPIE
2456,Citation Mustang,Entry level jet (VLJ),6837.0,2024-08-13 00:00:00.000,2,2024-08-16,2024-08-16,LEBL,LEVC,295.84672676965914,very_short,False,False,LEBL - LEVC
2379,Citation Mustang,Entry level jet (VLJ),6148.0,2024-08-13 00:00:00.000,2,2024-08-16,2024-08-16,LEBL,LEVC,295.84672676965914,very_short,False,False,LEBL - LEVC
18541,Cessna Citation CJ1,Entry level jet (VLJ),7724.0,2024-08-17 00:00:00.000,2,2024-08-17,2024-08-17,KSBA,KSNA,195.6411451131092,very_short,False,True,KSBA - KSNA
18235,Embraer Phenom 100,Entry level jet (VLJ),7197.0,2024-08-17 00:00:00.000,2,2024-08-17,2024-08-17,KSBA,KSNA,195.6411451131092,very_short,False,True,KSBA - KSNA
2369,Citation CJ1,Entry level jet (VLJ),12031.0,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2389,Citation M2,Entry level jet (VLJ),9796.0,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2391,Citation CJ1+,Entry level jet (VLJ),11925.0,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2392,Citation M2,Entry level jet (VLJ),11660.0,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2394,Citation Mustang,Entry level jet (VLJ),11463.9,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2399,Citation CJ1+,Entry level jet (VLJ),11554.0,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2407,Eclipse 550,Entry level jet (VLJ),11956.8,2024-08-13 00:00:00.000,2,2024-08-17,2024-08-17,EGGW,EHGG,491.54331209784306,very_short,False,True,EGGW - EHGG
2868,Citation CJ,Entry level jet (VLJ),7633.0,2024-08-16 00:00:00.000,3,2024-08-17,2024-08-17,KMVY,KBWI,570.5893713673997,very_short,False,True,KMVY - KBWI
2977,Phenom 100,Entry level jet (VLJ),8825.0,2024-08-17 00:00:00.000,1,2024-08-17,2024-08-17,KVNY,KLAS,368.15053634593244,very_short,False,True,KVNY - KLAS
21434,Embraer Phenom 100,Entry level jet (VLJ),9431.0,2024-08-17 00:00:00.000,1,2024-08-17,2024-08-17,KVNY,KLAS,368.15053634593244,very_short,False,True,KVNY - KLAS
1292,Citation CJ1,Entry level jet (VLJ),7724.0,2024-07-30 00:00:00.000,2,2024-08-17,2024-08-17,KSBA,KSNA,195.6411451131092,very_short,False,True,KSBA - KSNA
1144,Phenom 100,Entry level jet (VLJ),6725.0,2024-07-30 00:00:00.000,2,2024-08-17,2024-08-17,KSBA,KSNA,195.6411451131092,very_short,False,True,KSBA - KSNA
2948,Phenom 100E,Entry level jet (VLJ),7420.0,2024-08-17 00:00:00.000,4,2024-08-18,2024-08-18,LIRN,LIEO,402.19682645374024,very_short,False,True,LIRN - LIEO
2708,Citation Mustang,Entry level jet (VLJ),8215.0,2024-08-15 00:00:00.000,4,2024-08-18,2024-08-18,LIRA,LIRP,276.2756769833386,very_short,False,True,LIRA - LIRP
2720,Citation M2,Entry level jet (VLJ),10070.0,2024-08-15 00:00:00.000,4,2024-08-18,2024-08-18,LIRA,LIRP,276.2756769833386,very_short,False,True,LIRA - LIRP
2722,Citation M2,Entry level jet (VLJ),10494.0,2024-08-15 00:00:00.000,4,2024-08-18,2024-08-18,LIRA,LIRP,276.2756769833386,very_short,False,True,LIRA - LIRP
2723,Citation CJ,Entry level jet (VLJ),6360.0,2024-08-15 00:00:00.000,4,2024-08-18,2024-08-18,LIRA,LIRP,276.2756769833386,very_short,False,True,LIRA - LIRP
2725,Citation Mustang,Entry level jet (VLJ),8904.0,2024-08-15 00:00:00.000,4,2024-08-18,2024-08-18,LIRA,LIRP,276.2756769833386,very_short,False,True,LIRA - LIRP
2777,Phenom 100E,Entry level jet (VLJ),10759.0,2024-08-16 00:00:00.000,4,2024-08-18,2024-08-18,LIRA,LIRP,276.2756769833386,very_short,False,True,LIRA - LIRP
20108,Embraer Phenom 100E,Entry level jet (VLJ),7775.0,2024-08-19 00:00:00.000,4,2024-08-19,2024-08-19,KMRY,KVNY,402.84660431278576,very_short,False,False,KMRY - KVNY
20592,Embraer Phenom 100E,Entry level jet (VLJ),9975.0,2024-08-22 00:00:00.000,2,2024-08-22,2024-08-22,KSNA,KAPC,641.6766129433796,very_short,False,False,KSNA - KAPC
20594,Embraer Phenom 100,Entry level jet (VLJ),10718.0,2024-08-22 00:00:00.000,2,2024-08-22,2024-08-22,KSNA,KAPC,641.6766129433796,very_short,False,False,KSNA - KAPC
20606,Cessna Citation CJ1,Entry level jet (VLJ),8591.0,2024-08-22 00:00:00.000,2,2024-08-22,2024-08-22,KSNA,KAPC,641.6766129433796,very_short,False,False,KSNA - KAPC
20629,Embraer Phenom 100,Entry level jet (VLJ),10257.0,2024-08-28 00:00:00.000,2,2024-08-28,2024-08-28,KSAN,KMRY,603.7022822119027,very_short,False,False,KSAN - KMRY
2473,Phenom 100,Entry level jet (VLJ),9750.0,2024-08-14 00:00:00.000,2,2024-08-28,2024-08-28,KSAN,KMRY,603.7022822119027,very_short,False,False,KSAN - KMRY
2474,Phenom 100,Entry level jet (VLJ),9600.0,2024-08-14 00:00:00.000,2,2024-08-28,2024-08-28,KSAN,KMRY,603.7022822119027,very_short,False,False,KSAN - KMRY
21950,Cirrus Vision Jet SF50,Entry level jet (VLJ),7539.0,2024-08-29 00:00:00.000,2,2024-08-29,2024-08-29,KBOS,KLGA,296.89826840677466,very_short,False,False,KBOS - KLGA
21951,Cirrus Vision Jet SF50,Entry level jet (VLJ),7416.0,2024-08-29 00:00:00.000,2,2024-08-29,2024-08-29,KBOS,KTEB,305.02713910166443,very_short,False,False,KBOS - KTEB
21411,Cirrus Vision Jet SF50,Entry level jet (VLJ),7289.0,2024-08-29 00:00:00.000,2,2024-08-29,2024-08-29,KBOS,KLGA,296.89826840677466,very_short,False,False,KBOS - KLGA
22651,Embraer Phenom 100,Entry level jet (VLJ),9681.0,2024-08-29 00:00:00.000,2,2024-08-29,2024-08-29,KLAX,KLAS,380.1534533431027,very_short,False,False,KLAX - KLAS
2958,Vision Jet,Entry level jet (VLJ),7289.0,2024-08-18 00:00:00.000,2,2024-08-29,2024-08-29,KBOS,KLGA,296.89826840677466,very_short,False,False,KBOS - KLGA
3209,Vision Jet,Entry level jet (VLJ),7539.0,2024-08-20 00:00:00.000,2,2024-08-29,2024-08-29,KBOS,KLGA,296.89826840677466,very_short,False,False,KBOS - KLGA
3210,Vision Jet,Entry level jet (VLJ),7416.0,2024-08-20 00:00:00.000,2,2024-08-29,2024-08-29,KBOS,KTEB,305.02713910166443,very_short,False,False,KBOS - KTEB
3391,Citation M2,Entry level jet (VLJ),13250.0,2024-08-28 00:00:00.000,4,2024-08-30,2024-08-30,LGKR,LGAV,396.19990955328655,very_short,False,False,LGKR - LGAV
3690,Phenom 100,Entry level jet (VLJ),8250.0,2024-08-31 00:00:00.000,2,2024-08-31,2024-08-31,KSNA,KHND,361.3542101386937,very_short,False,True,KSNA - KHND
23087,Embraer Phenom 100,Entry level jet (VLJ),9251.0,2024-09-02 00:00:00.000,2,2024-09-02,2024-09-02,KLAS,KVNY,368.15053634593244,very_short,True,False,KLAS - KVNY
23469,Embraer Phenom 100,Entry level jet (VLJ),9932.0,2024-09-04 00:00:00.000,4,2024-09-04,2024-09-04,KPHX,KSBD,489.3469882128611,very_short,False,False,KPHX - KSBD
22489,Cirrus Vision Jet SF50,Entry level jet (VLJ),5850.0,2024-09-05 00:00:00.000,2,2024-09-05,2024-09-05,KTEB,KORH,240.81595775185747,very_short,False,False,KTEB - KORH
4046,Citation Mustang,Entry level jet (VLJ),10176.0,2024-09-05 00:00:00.000,4,2024-09-06,2024-09-06,LEMD,LEIB,460.31025449160796,very_short,False,False,LEMD - LEIB
4152,Vision Jet,Entry level jet (VLJ),8100.0,2024-09-05 00:00:00.000,2,2024-09-06,2024-09-06,KJAX,KPDK,448.7500838876415,very_short,False,False,KJAX - KPDK
24171,Cessna Citation CJ1,Entry level jet (VLJ),9133.0,2024-09-07 00:00:00.000,2,2024-09-07,2024-09-07,KSFO,KSBA,425.9454630982116,very_short,False,True,KSFO - KSBA
24196,Embraer Phenom 100,Entry level jet (VLJ),10700.0,2024-09-07 00:00:00.000,2,2024-09-07,2024-09-07,KSFO,KSBA,425.9454630982116,very_short,False,True,KSFO - KSBA
4360,Phenom 100,Entry level jet (VLJ),8500.0,2024-09-07 00:00:00.000,2,2024-09-07,2024-09-07,KSFO,KSBA,425.9454630982116,very_short,False,True,KSFO - KSBA
4371,Citation CJ1,Entry level jet (VLJ),9133.0,2024-09-07 00:00:00.000,2,2024-09-07,2024-09-07,KSFO,KSBA,425.9454630982116,very_short,False,True,KSFO - KSBA
4401,Phenom 100,Entry level jet (VLJ),10700.0,2024-09-07 00:00:00.000,2,2024-09-07,2024-09-08,KSFO,KSBA,425.9454630982116,very_short,False,True,KSFO - KSBA
4358,Vision Jet,Entry level jet (VLJ),5310.0,2024-09-07 00:00:00.000,2,2024-09-08,2024-09-08,KLFK,KJCT,485.9953326808532,very_short,False,True,KLFK - KJCT
4753,Citation Mustang,Entry level jet (VLJ),7461.0,2024-09-10 00:00:00.000,1,2024-09-10,2024-09-11,KCXO,KAUS,217.66717574158886,very_short,False,False,KCXO - KAUS
24797,Citation I/SP,Entry level jet (VLJ),6500.0,2024-09-10 00:00:00.000,3,2024-09-11,2024-09-11,KTPA,KBCT,298.46664847983374,very_short,False,False,KTPA - KBCT
4413,Phenom 100,Entry level jet (VLJ),8500.0,2024-09-08 00:00:00.000,1,2024-09-11,2024-09-12,KBOS,KLGA,296.89826840677466,very_short,False,False,KBOS - KLGA
18305,Cirrus Vision Jet SF50,Entry level jet (VLJ),6568.0,2024-09-12 00:00:00.000,2,2024-09-12,2024-09-12,KLEB,KMVY,284.2550258030286,very_short,False,False,KLEB - KMVY
1185,Phenom 100,Entry level jet (VLJ),8500.0,2024-08-01 00:00:00.000,2,2024-09-12,2024-09-12,KLEB,KMVY,284.2550258030286,very_short,False,False,KLEB - KMVY
1191,Vision Jet,Entry level jet (VLJ),6568.0,2024-08-01 00:00:00.000,2,2024-09-12,2024-09-12,KLEB,KMVY,284.2550258030286,very_short,False,False,KLEB - KMVY
4181,Phenom 100,Entry level jet (VLJ),9560.0,2024-09-12 00:00:00.000,5,2024-09-12,2024-09-12,KSDL,KLAS,402.68504265077274,very_short,False,False,KSDL - KLAS
4472,Vision Jet,Entry level jet (VLJ),8344.0,2024-09-09 00:00:00.000,3,2024-09-13,2024-09-13,KBTV,KBOS,296.4856887913335,very_short,False,False,KBTV - KBOS
4172,Citation Mustang,Entry level jet (VLJ),7167.0,2024-09-06 00:00:00.000,1,2024-09-13,2024-09-13,KAIZ,KMCI,230.74026537270046,very_short,False,False,KAIZ - KMCI
2446,Citation CJ1+,Entry level jet (VLJ),12402.0,2024-08-13 00:00:00.000,2,2024-09-13,2024-09-13,ENZV,ENAL,411.52592767833,very_short,False,False,ENZV - ENAL
1977,Phenom 100,Entry level jet (VLJ),7750.0,2024-08-06 00:00:00.000,1,2024-09-13,2024-09-14,KTEB,KSYR,302.97996350519475,very_short,False,False,KTEB - KSYR
1984,Vision Jet,Entry level jet (VLJ),6487.0,2024-08-07 00:00:00.000,1,2024-09-13,2024-09-14,KTEB,KSYR,302.97996350519475,very_short,False,False,KTEB - KSYR
19819,Cirrus Vision Jet SF50,Entry level jet (VLJ),6487.0,2024-09-13 00:00:00.000,1,2024-09-13,2024-09-13,KTEB,KSYR,302.97996350519475,very_short,False,False,KTEB - KSYR
24350,Cirrus Vision Jet SF50,Entry level jet (VLJ),8344.0,2024-09-13 00:00:00.000,3,2024-09-13,2024-09-13,KBTV,KBOS,296.4856887913335,very_short,False,False,KBTV - KBOS
24668,Eclipse 500,Entry level jet (VLJ),10400.0,2024-09-14 00:00:00.000,2,2024-09-14,2024-09-14,KMRY,KVNY,402.84660431278576,very_short,False,True,KMRY - KVNY
24670,Embraer Phenom 100,Entry level jet (VLJ),9536.0,2024-09-14 00:00:00.000,2,2024-09-14,2024-09-14,KMRY,KVNY,402.84660431278576,very_short,False,True,KMRY - KVNY
24692,Embraer Phenom 100,Entry level jet (VLJ),10895.0,2024-09-14 00:00:00.000,2,2024-09-14,2024-09-14,KMRY,KVNY,402.84660431278576,very_short,False,True,KMRY - KVNY
23547,Cessna Citation Mustang,Entry level jet (VLJ),6467.0,2024-09-14 00:00:00.000,1,2024-09-14,2024-09-14,KYKN,KDSM,342.6094927216455,very_short,False,True,KYKN - KDSM
23548,Cessna Citation Mustang (N91FP),Entry level jet (VLJ),6467.0,2024-09-14 00:00:00.000,1,2024-09-14,2024-09-14,KYKN,KDSM,342.6094927216455,very_short,False,True,KYKN - KDSM
3993,Citation Mustang,Entry level jet (VLJ),6467.0,2024-09-04 00:00:00.000,1,2024-09-14,2024-09-14,KYKN,KDSM,342.6094927216455,very_short,False,True,KYKN - KDSM
4928,Phenom 100,Entry level jet (VLJ),9250.0,2024-09-14 00:00:00.000,2,2024-09-15,2024-09-15,KTEB,CYYZ,556.3952080691319,very_short,False,True,KTEB - CYYZ
3789,Phenom 100,Entry level jet (VLJ),6750.0,2024-09-02 00:00:00.000,3,2024-09-15,2024-09-16,KVGT,KLAX,386.24998354866,very_short,False,True,KVGT - KLAX
5025,Citation CJ1,Entry level jet (VLJ),6601.0,2024-09-16 00:00:00.000,4,2024-09-16,2024-09-16,KLAS,KVNY,368.15053634593244,very_short,False,False,KLAS - KVNY
25411,Cessna Citation CJ1,Entry level jet (VLJ),6601.0,2024-09-16 00:00:00.000,4,2024-09-16,2024-09-16,KLAS,KVNY,368.15053634593244,very_short,False,False,KLAS - KVNY
3416,Citation Mustang,Entry level jet (VLJ),6767.04,2024-08-28 00:00:00.000,1,2024-09-17,2024-09-17,EDFH,EDDN,278.7168980816972,very_short,False,False,EDFH - EDDN
3420,Citation CJ1+,Entry level jet (VLJ),6890.0,2024-08-28 00:00:00.000,1,2024-09-17,2024-09-17,EDFH,EDDN,278.7168980816972,very_short,False,False,EDFH - EDDN
3430,HondaJet Elite,Entry level jet (VLJ),9699.0,2024-08-28 00:00:00.000,1,2024-09-17,2024-09-17,EDFH,EDDN,278.7168980816972,very_short,False,False,EDFH - EDDN
4063,Citation CJ1,Entry level jet (VLJ),9434.0,2024-09-05 00:00:00.000,2,2024-09-18,2024-09-18,LEBL,LESO,392.4000015976793,very_short,False,False,LEBL - LESO
4067,Citation Mustang,Entry level jet (VLJ),8723.800000000001,2024-09-05 00:00:00.000,2,2024-09-18,2024-09-18,LEBL,LESO,392.4000015976793,very_short,False,False,LEBL - LESO
4079,Citation Mustang,Entry level jet (VLJ),7367.0,2024-09-05 00:00:00.000,2,2024-09-18,2024-09-18,LEBL,LESO,392.4000015976793,very_short,False,False,LEBL - LESO
4143,Citation M2,Entry level jet (VLJ),8480.0,2024-09-05 00:00:00.000,2,2024-09-18,2024-09-18,LEBL,LESO,392.4000015976793,very_short,False,False,LEBL - LESO
4145,Citation Mustang,Entry level jet (VLJ),8480.0,2024-09-05 00:00:00.000,2,2024-09-18,2024-09-18,LEBL,LESO,392.4000015976793,very_short,False,False,LEBL - LESO
4147,"Citation M2, DIPAA",Entry level jet (VLJ),8480.0,2024-09-05 00:00:00.000,2,2024-09-18,2024-09-18,LEBL,LESO,392.4000015976793,very_short,False,False,LEBL - LESO
4299,Citation CJ1,Entry level jet (VLJ),8692.0,2024-09-12 00:00:00.000,1,2024-09-19,2024-09-19,EBBR,LSGG,532.2067199242592,very_short,False,False,EBBR - LSGG
4300,Citation Mustang,Entry level jet (VLJ),7194.22,2024-09-12 00:00:00.000,1,2024-09-19,2024-09-19,EBBR,LSGG,532.2067199242592,very_short,False,False,EBBR - LSGG
4319,Citation Mustang,Entry level jet (VLJ),9487.0,2024-09-13 00:00:00.000,1,2024-09-19,2024-09-19,EBBR,LSGG,532.2067199242592,very_short,False,False,EBBR - LSGG
24040,CESSNA 510 Citation Mustang,Entry level jet (VLJ),9434.0,2024-09-12 00:00:00.000,1,2024-09-19,2024-09-19,EBBR,LSGG,532.2067199242592,very_short,False,False,EBBR - LSGG
5144,Eclipse 500,Entry level jet (VLJ),6200.0,2024-09-18 00:00:00.000,2,2024-09-20,2024-09-20,KSDL,KHND,393.2796606220878,very_short,False,False,KSDL - KHND
4927,Vision Jet,Entry level jet (VLJ),9118.0,2024-09-14 00:00:00.000,4,2024-09-20,2024-09-20,KLCI,KABE,464.56565967559396,very_short,False,False,KLCI - KABE
25229,Cirrus Vision Jet SF50,Entry level jet (VLJ),9118.0,2024-09-20 00:00:00.000,4,2024-09-20,2024-09-20,KLCI,KABE,464.56565967559396,very_short,False,False,KLCI - KABE
25281,Eclipse 500,Entry level jet (VLJ),8850.0,2024-09-20 00:00:00.000,2,2024-09-20,2024-09-20,KVIS,KSNA,322.97942593352593,very_short,False,False,KVIS - KSNA
25316,Embraer Phenom 100E,Entry level jet (VLJ),8950.0,2024-09-20 00:00:00.000,2,2024-09-20,2024-09-20,KVIS,KSNA,322.97942593352593,very_short,False,False,KVIS - KSNA
23675,Embraer Phenom 100,Entry level jet (VLJ),8361.0,2024-09-21 00:00:00.000,2,2024-09-21,2024-09-21,KPSP,KLAS,278.618001350176,very_short,False,True,KPSP - KLAS
23699,Cessna Citation CJ1,Entry level jet (VLJ),6735.0,2024-09-21 00:00:00.000,2,2024-09-21,2024-09-21,KPSP,KLAS,278.618001350176,very_short,False,True,KPSP - KLAS
5329,Citation Mustang,Entry level jet (VLJ),8050.0,2024-09-21 00:00:00.000,1,2024-09-21,2024-09-22,KVNY,KPHX,605.7786671893872,very_short,False,True,KVNY - KPHX
5330,Phenom 100,Entry level jet (VLJ),6750.0,2024-09-21 00:00:00.000,1,2024-09-21,2024-09-22,KVNY,KPHX,605.7786671893872,very_short,False,True,KVNY - KPHX
4948,Vision Jet,Entry level jet (VLJ),6990.0,2024-09-16 00:00:00.000,2,2024-09-22,2024-09-22,KBHM,KMSY,516.7139497090295,very_short,False,True,KBHM - KMSY
5019,Vision Jet,Entry level jet (VLJ),10280.0,2024-09-16 00:00:00.000,2,2024-09-22,2024-09-22,KBHM,KMSY,516.7139497090295,very_short,False,True,KBHM - KMSY
26237,Cirrus Vision Jet SF50,Entry level jet (VLJ),8800.0,2024-09-22 00:00:00.000,2,2024-09-22,2024-09-22,KMKE,KCID,333.8476545694799,very_short,False,True,KMKE - KCID
