icao,iata,name,city,subd,country,lat,lon,lid
SAVQ,MQD,Maquinchao Airport,Maquinchao,Rio-Negro,AR,-41.2431,-68.7078,MAQ
SAVR,ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,Chubut,AR,-45.0136,-70.8122,ARS
SAVS,SGV,Sierra Grande Airport,Sierra Grande,Rio-Negro,AR,-41.5917,-65.3394,SGR
SAVT,REL,Almirante Marco Andres Zar Airport,Rawson,Chubut,AR,-43.2105,-65.2703,TRE
SAVV,VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,Rio-Negro,AR,-40.8692,-63.0004,VIE
SAVY,PMY,El Tehuelche Airport,Puerto Madryn,Chubut,AR,-42.7592,-65.1027,DRY
NULL,,Gustavo Marambio Airport,Marambio Base,AQ-U-A,AQ,-64.238297,-56.630798,MBI
SAWC,FTE,El Calafate Airport,El Calafate,Santa Cruz,AR,-50.2803,-72.0531,ECA
SAWD,PUD,Puerto Deseado Airport,Puerto Deseado,Santa Cruz,AR,-47.7353,-65.9041,ADO
SAWE,RGA,Hermes Quijada International Airport,Rio Grande,Tierra-del-Fuego,AR,-53.7777,-67.7494,GRA
SAWG,RGL,Piloto Civil N. Fernandez Airport,Rio Gallegos,Santa Cruz,AR,-51.6089,-69.3126,GAL
SAWH,USH,Malvinas Argentinas Airport,Ushuahia,Tierra-del-Fuego,AR,-54.8433,-68.2958,USU
SAWJ,ULA,Capitan D Daniel Vazquez Airport,San Julian,Santa Cruz,AR,-49.3068,-67.8026,SJU
KTOL,TOL,Eugene F Kranz Toledo Express Airport,Toledo,Ohio,US,41.58682,-83.80783,TOL
SAWM,ROY,Rio Mayo Airport,Rio Mayo,Chubut,AR,-45.7039,-70.2456,RMY
SAWP,PMQ,Perito Moreno Airport,Perito Moreno,Santa Cruz,AR,-46.5379,-70.9787,PTM
SAWR,GGS,Gobernador Gregores Airport,Gobernador Gregores,Santa Cruz,AR,-48.7831,-70.15,GRE
SAWS,JSM,Jose De San Martin Airport,Chubut,Chubut,AR,-44.0486,-70.4589,JSM
SAWT,RYO,28 De Noviembre Airport,El Turbio,Santa Cruz,AR,-51.6092,-72.2217,BIO
SAWU,RZA,Santa Cruz Airport,Santa Cruz,Santa Cruz,AR,-50.0165,-68.5792,SCZ
KBTM,BTM,Bert Mooney Airport,Butte,Montana,US,45.95481,-112.49747,BTM
NULL,,Base Belgrano II Airport,Base Belgrano II,AQ-U-A,AQ,-77.874055,-34.62616,BEB
PABE,BET,Bethel Airport,Bethel,Alaska,US,60.77856,-161.83717,BET
NULL,,Jubany Airbase,Carlini Base,AQ-U-A,AQ,-62.2383,-58.666599,BJY
NULL,,San Martín Base Airfield,San Martín Base,AQ-U-A,AQ,-68.116699,-67.099998,BSM
NULL,,Azul Airport,Azul,AR-B,AR,-36.8368988037,-59.8802986145,ZUL
SAZB,BHI,Comandante Espora Airport,Bahia Blanca,Buenos-Aires,AR,-38.725,-62.1693,BCA
SAZC,CSZ,Brigadier D.H.E. Ruiz Airport,Coronel Suarez,Buenos-Aires,AR,-37.4461,-61.8893,SUZ
NULL,,Dolores Airport,Dolores,AR-B,AR,-36.3225,-57.7214,DOL
NULL,,Pigüé Airport,Pigüé,AR-B,AR,-37.607098,-62.382641,PIG
SAZF,OVR,Olavarria Airport,Olavarria,Buenos-Aires,AR,-36.89,-60.2166,OLA
SAZG,GPO,General Pico Airport,General Pico,La Pampa,AR,-35.6962,-63.7583,GPI
SAZH,OYO,Tres Arroyos Airport,Tres Arroyos,Buenos-Aires,AR,-38.3869,-60.3297,YOS
NULL,,Bolívar Airport,Bolívar,AR-B,AR,-36.1866,-61.0764,BLR
NULL,,Benito Juarez Airport,Benito Juarez,AR-B,AR,-37.7061004639,-59.791900634799994,JRZ
NULL,,Cerro Catedral Airport,Cerro Catedral,AR-R,AR,-41.16329956049999,-71.4427032471,CDM
SAZL,SST,Santa Teresita Airport,Santa Teresita,Buenos-Aires,AR,-36.5423,-56.7218,STR
SAZM,MDQ,Astor Piazzola International Airport,Mar del Plata,Buenos-Aires,AR,-37.9342,-57.5733,MDP
SAZN,NQN,Presidente Peron Airport,Neuquen,Neuquen,AR,-38.949,-68.1557,NEU
SAZO,NEC,Necochea Airport,Necochea,Buenos-Aires,AR,-38.4831,-58.8172,NEC
SAZP,PEH,Comodoro Pedro Zanni Airport,Pehuajo,Buenos-Aires,AR,-35.8446,-61.8576,PEH
NULL,,Rio Colorado Airport,Rio Colorado,AR-R,AR,-38.995,-64.1408,COL
SAZR,RSA,Santa Rosa Airport,Santa Rosa,La Pampa,AR,-36.5883,-64.2757,OSA
SAZS,BRC,San Carlos De Bariloche Airport,San Carlos de Bariloche,Rio-Negro,AR,-41.1512,-71.1575,BAR
SAZT,TDL,Heroes De Malvinas Airport,Tandil,Buenos-Aires,AR,-37.2374,-59.2279,DIL
NULL,,Puelches Airport,Puelches,AR-L,AR,-38.1451034546,-65.9229431152,PUE
SAZV,VLG,Villa Gesell Airport,Villa Gesell,Buenos-Aires,AR,-37.2354,-57.0292,GES
SAZW,CUT,Cutral-Co Airport,Cutral-Co,Neuquen,AR,-38.9397,-69.2646,CUT
NULL,,Nueve de Julio Airport,Nueve de Julio,AR-B,AR,-35.3997,-60.9358,LIO
SAZY,CPC,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,Neuquen,AR,-40.0754,-71.1373,CHP
,VIU,Viru Harbour Airport,Viru,SB-WE,SB,-8.5085,157.69,
NULL,,Pirenopolis Centeral Airport,Pirenópolis,BR-GO,BR,-15.8489,-48.982601,SNMH
SBAA,CDJ,Conceicao do Araguaia Airport,Conceicao Do Araguaia,Pará,BR,-8.34835,-49.3015,PA0008
SBAC,ARX,Dragão do Mar Regional Airport,Aracati,BR-CE,BR,-4.568896,-37.805135,CE0004
NULL,,Campo Délio Jardim de Mattos Airport,Rio de Janeiro,BR-RJ,BR,-22.875099,-43.384701,RJ9002
NULL,,Amapá Airport,Amapá,BR-AP,BR,2.07751,-50.8582,
NULL,,Base Aérea Airport,Anápolis,BR-GO,BR,-16.2292,-48.964298,GO9001
SBAQ,AQA,Araraquara Airport,Araraquara,São Paulo,BR,-21.812,-48.133,SP0012
SBAR,AJU,Santa Maria Airport,Aracaju,Sergipe,BR,-10.984,-37.0703,SE0001
SBAT,AFL,Alta Floresta Airport,Alta Floresta,Mato Grosso do Sul,BR,-9.86639,-56.105,MT0003
SBAU,ARU,Aracatuba Airport,Aracatuba,São Paulo,BR,-21.1413,-50.4247,SP0009
SBAX,AAX,Araxa Airport,Araxa,Minas Gerais,BR,-19.5632,-46.9604,MG0008
SBBE,BEL,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,Pará,BR,-1.37925,-48.4763,PA0001
SBBG,BGX,Comandante Gustavo Kraemer Airport,Bage,Rio Grande do Sul,BR,-31.3905,-54.1122,RS0010
SBBH,PLU,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Minas Gerais,BR,-19.8512,-43.9506,MG0003
SBBI,BFH,Bacacheri Airport,Curitiba,Paraná,BR,-25.4051,-49.232,PR0006
SBBP,BJP,Aeroporto Estadual Arthur Siqueira Airport,Braganca Paulista,São Paulo,BR,-22.97917,-46.5375,SP0036
NULL,,Major Brigadeiro Doorgal Borges Airport,Barbacena,BR-MG,BR,-21.2672,-43.76101,MG9002
SBBR,BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Federal-District,BR,-15.86917,-47.92083,DF0001
SBBT,BAT,Chafei Amsei Airport,Barretos,São Paulo,BR,-20.5845,-48.5941,SP0013
SBBU,BAU,Bauru Airport,Bauru,São Paulo,BR,-22.345,-49.0538,SP0017
SBBV,BVB,Atlas Brasil Cantanhede Airport,Boa Vista,Roraima,BR,2.84139,-60.69222,RR0001
SBBW,BPG,Barra do Garcas Airport,Barra Do Garcas,Mato Grosso do Sul,BR,-15.8613,-52.3889,MT0008
SBBZ,BZC,Umberto Modiano Airport,Cabo Frio,Rio de Janeiro,BR,-22.771,-41.9629,RJ0012
SBCA,CAC,Cascavel Airport,Cascavel,Paraná,BR,-25.0003,-53.5008,PR0005
SBCB,CFB,Cabo Frio Airport,Cabo Frio,Rio de Janeiro,BR,-22.9217,-42.0743,RJ0003
NULL,,Campo de Provas Brigadeiro Veloso,Novo Progresso,BR-PA,BR,-9.33394,-54.965401,PA9001
SBCD,CFC,Cacador Airport,Cacador,Santa Catarina,BR,-26.7884,-50.9398,SC0006
SBCF,CNF,Tancredo Neves International Airport,Belo Horizonte,Minas Gerais,BR,-19.62444,-43.97194,MG0001
SBCG,CGR,Campo Grande Airport,Campo Grande,Mato-Grosso-do-Sul,BR,-20.4687,-54.6725,MS0001
SBCH,XAP,Chapeco Airport,Chapeco,Santa Catarina,BR,-27.1342,-52.6566,SC0003
SBCI,CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,Maranhão,BR,-7.32044,-47.4587,MA0003
SBCJ,CKS,Carajas Airport,Carajas,Pará,BR,-6.11528,-50.00139,PA0006
SBCM,CCM,Forquilhinha - Criciuma Airport,Criciuma,Santa Catarina,BR,-28.72444,-49.42139,SC0009
SBCN,CLV,Caldas Novas Airport,Caldas Novas,Goiás,BR,-17.7253,-48.6075,GO0003
NULL,,Canoas Air Force Base,Porto Alegre,BR-RS,BR,-29.945928,-51.144413,RS9002
SBCP,CAW,Bartolomeu Lisandro Airport,Campos Dos Goytacazes,Rio de Janeiro,BR,-21.6983,-41.3017,RJ0006
SBCR,CMG,Corumba International Airport,Corumba,Mato-Grosso-do-Sul,BR,-19.01194,-57.67139,MS0009
SBCT,CWB,Afonso Pena Airport,Curitiba,Paraná,BR,-25.5285,-49.1758,PR0001
SBCV,CRQ,Caravelas Airport,Caravelas,Bahia,BR,-17.6523,-39.2531,BA0012
SBCX,CXJ,Campo dos Bugres Airport,Caxias Do Sul,Rio Grande do Sul,BR,-29.1971,-51.1875,RS0007
SBCY,CGB,Marechal Rondon Airport,Cuiaba,Mato Grosso do Sul,BR,-15.6529,-56.1167,MT0001
SBCZ,CZS,Cruzeiro do Sul Airport,Cruzeiro Do Sul,Distrito Federal,BR,-7.59991,-72.7695,AC0002
SBDB,BYO,Bonito Airport,Bonito,Mato-Grosso-do-Sul,BR,-21.22944,-56.45611,MS0004
SBDN,PPB,Presidente Prudente Airport,Presidente Prudente,São Paulo,BR,-22.1751,-51.4246,SP0005
SBEG,MAO,Eduardo Gomes International Airport,Manaus,Amazonas,BR,-3.03861,-60.0497,AM0001
SBEK,JCR,Jacareacanga Airport,Jacareacanga,Pará,BR,-6.23316,-57.7769,PA0011
NULL,,Tenente Jorge Henrique Möller Airport,São Pedro da Aldeia,BR-RJ,BR,-22.812901,-42.092602,RJ9001
SBFI,IGU,Cataratas International Airport,Foz Do Iguacu,Paraná,BR,-25.60028,-54.485,PR0002
SBFL,FLN,Hercilio Luz International Airport,Florianopolis,Santa Catarina,BR,-27.67028,-48.5525,SC0001
SBFN,FEN,Fernando de Noronha Airport,Fernando De Noronha,Pernambuco,BR,-3.85493,-32.4233,PE0003
SBFZ,FOR,Pinto Martins International Airport,Fortaleza,Ceará,BR,-3.77628,-38.5326,CE0001
SBGL,GIG,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,Rio de Janeiro,BR,-22.81,-43.25056,RJ0001
SBGM,GJM,Guajara-Mirim Airport,Guajara-Mirim,Rondônia,BR,-10.7864,-65.2848,RO0006
SBGO,GYN,Santa Genoveva Airport,Goiania,Goiás,BR,-16.632,-49.2207,GO0001
NULL,,EMBRAER - Unidade Gavião Peixoto Airport,Gavião Peixoto,BR-SP,BR,-21.773701,-48.405102,SP0075
SBGR,GRU,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,São Paulo,BR,-23.43556,-46.47306,SP0002
SBGU,GPB,Tancredo Thomas de Faria Airport,Guarapuava,Paraná,BR,-25.3875,-51.5202,PR0009
SBGV,GVR,Governador Valadares Airport,Governador Valadares,Minas Gerais,BR,-18.8952,-41.9822,MG0032
SBGW,GUJ,Guaratingueta Airport,Guaratingueta,São Paulo,BR,-22.7916,-45.2048,SP0076
SBHT,ATM,Altamira Airport,Altamira,Pará,BR,-3.25391,-52.254,PA0003
SBIC,ITA,Itacoatiara Airport,Itacoatiara,Amazonas,BR,-3.12726,-58.4812,AM0012
SBIH,ITB,Itaituba Airport,Itaituba,Pará,BR,-4.24234,-56.0007,PA0010
SBIL,IOS,Bahia - Jorge Amado Airport,Ilheus,Bahia,BR,-14.816,-39.0332,BA0004
SBIP,IPN,Usiminas Airport,Ipatinga,Minas Gerais,BR,-19.4707,-42.4876,MG0007
SBIT,ITR,Hidroeletrica Airport,Itumbiara,Goiás,BR,-18.4447,-49.2134,GO0035
SBIZ,IMP,Prefeito Renato Moreira Airport,Imperatriz,Maranhão,BR,-5.53129,-47.46,MA0002
SBJA,JJG,Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,BR-SC,BR,-28.6753,-49.0596,SC0005
NULL,QDV,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Jundiaí,BR-SP,BR,-23.180861,-46.943921,SP0031
SBJF,JDF,Francisco de Assis Airport,Juiz De Fora,Minas Gerais,BR,-21.7915,-43.3868,MG0016
SBHJ,JHF,São Paulo Catarina Executive Airport,São Roque,São Paulo,BR,-23.42694,-47.16583,SP1176
SBJP,JPA,Presidente Castro Pinto Airport,Joao Pessoa,Paraíba,BR,-7.14583,-34.94861,PB0001
NULL,RRJ,Jacarepaguá - Roberto Marinho Airport,Rio De Janeiro,BR-RJ,BR,-22.986773,-43.372194,RJ0005
SBJU,JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Ceará,BR,-7.21896,-39.2701,CE0002
SBJV,JOI,Lauro Carneiro de Loyola Airport,Joinville,Santa Catarina,BR,-26.2245,-48.7974,SC0004
SBKG,CPV,Presidente Joao Suassuna Airport,Campina Grande,Paraíba,BR,-7.26992,-35.8964,PB0003
SBKP,VCP,Viracopos International Airport,Campinas,São Paulo,BR,-23.0074,-47.1345,SP0003
SBLE,LEC,Chapada Diamantina Airport,Lencois,Bahia,BR,-12.4823,-41.277,SP0008
SBLJ,LAJ,Lages Airport,Lages,Santa Catarina,BR,-27.7821,-50.2815,SC0007
SBLN,LIP,Lins Airport,Lins,São Paulo,BR,-21.664,-49.7305,SWXQ
SBLO,LDB,Governador Jose Richa Airport,Londrina,Paraná,BR,-23.3336,-51.1301,PR0003
SBLP,LAZ,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Bahia,BR,-13.2621,-43.4081,BA0037
NULL,,Lagoa Santa Air Base,Lagoa Santa,BR-MG,BR,-19.661751,-43.897404,MG9001
SBMA,MAB,Maraba Airport,Maraba,Pará,BR,-5.36859,-49.138,PA0004
SBMC,MQH,Minacu Airport,Minacu,Goiás,BR,-13.5491,-48.1953,SWIQ
SBMD,MEU,Monte Dourado Airport,Almeirim,Pará,BR,-0.88984,-52.6022,PA0009
SBME,MEA,Macae Airport,Macae,Rio de Janeiro,BR,-22.343,-41.766,RJ0004
SBMG,MGF,Regional de Maringa - Silvio Nane Junior Airport,Maringa,Paraná,BR,-23.47944,-52.01222,PR0004
SBMK,MOC,Mario Ribeiro Airport,Montes Claros,Minas Gerais,BR,-16.7069,-43.8189,MG0004
SBML,MII,Marilia Airport,Marilia,São Paulo,BR,-22.1969,-49.9264,SP0014
SBMN,PLL,Ponta Pelada Airport,Manaus,Amazonas,BR,-3.14604,-59.9863,AM9001
SBMO,MCZ,Zumbi dos Palmares Airport,Maceio,Alagoas,BR,-9.51081,-35.7917,AL0001
SBMQ,MCP,Alberto Alcolumbre Airport,Macapa,Amapá,BR,0.05066,-51.0722,AP0001
SBMS,MVF,Dix-Sept Rosado Airport,Mossoro,Rio Grande do Norte,BR,-5.20192,-37.3643,RN0002
NULL,RTE,Campo de Marte Airport,São Paulo,BR-SP,BR,-23.5091,-46.637798,SP0007
SBMY,MNX,Manicore Airport,Manicore,Amazonas,BR,-5.81138,-61.2783,AM0015
SBNF,NVT,Ministro Victor Konder International Airport,Navegantes,Santa Catarina,BR,-26.88,-48.6514,SC0002
SBNM,GEL,Santo Angelo Airport,Santo Angelo,Rio Grande do Sul,BR,-28.2817,-54.1691,RS0008
SBNT,NAT,Augusto Severo Airport,Natal,Rio Grande do Norte,BR,-5.91142,-35.2477,RN9001
NULL,,Fazenda Antas Airstrip,Sapé,BR-PB,BR,-6.974453,-35.252233,PB0031
NULL,,Fazenda Santa Cruz Airport,Araguaína,BR-TO,BR,-7.455833,-49.195556,TO0080
NULL,,Fazenda Americana Airport,Querência,BR-MT,BR,-12.587371,-52.095226,MT0679
NULL,,Fazenda Bandeirantes Airport,Chapadão do Sul,BR-MS,BR,-19.318418,-52.534615,MS0478
NULL,,Fazenda Vereda Grande Airport,Vitória da Conquista,BR-BA,BR,-14.784789,-40.817046,BA0339
NULL,,Fazenda São Sebastião Airport,Tesouro,BR-MT,BR,-16.000866,-53.543618,MT0657
SBOI,OYK,Oiapoque Airport,Oiapoque,BR-AP,BR,3.85549,-51.7969,AP0002
NULL,,Fazenda São Vicente Airport,Lucas do Rio Verde,BR-MT,BR,-13.290168,-55.975493,MT0654
NULL,,Fazenda Santa Lúcia Airstrip,Aporé,BR-GO,BR,-18.920278,-52.001389,GO0298
NULL,,Fazenda Santa Maria Airport,Lambari d'Oeste,BR-MT,BR,-15.376891,-57.682109,MT0644
NULL,,Fazenda Renascer Airport,Goiatins,BR-TO,BR,-7.615933,-47.452097,TO0084
NULL,,Fazenda Ceita Corê Airport,Bonito,BR-MS,BR,-20.838737,-56.588897,MS0434
NULL,,Fazenda Irmãs Prata Airport,Chapadão do Céu,BR-GO,BR,-18.622041,-52.833071,GO0281
NULL,,Fazenda Agro Tamareira Airport,Mundo Novo,BR-GO,BR,-13.732032,-50.357632,GO0290
NULL,,Fazenda Santo Augusto Airport,Brasnorte,BR-MT,BR,-13.152778,-58.1175,MT0493
NULL,,Fazenda São Jerônimo Airstrip,Nova Canaã do Norte,BR-MT,BR,-10.270278,-55.786111,MT0667
NULL,,Fazenda Tabatinga Airport,Santa Rita do Trivelato,BR-MT,BR,-14.158204,-54.926212,MT0670
NULL,,Fazenda Agropecuária Vale do Ouro Airport,Itaituba,BR-PA,BR,-4.186313,-56.059897,PA0248
NULL,,Fazenda Baia Morena Airport,Corumbá,BR-MS,BR,-18.261098,-55.373709,MS0534
NULL,,Fazenda São José Airport,Corumbá,BR-MS,BR,-17.41704,-56.181159,MS0483
NULL,,Fazenda Arizona Airport,Cáceres,BR-MT,BR,-16.180023,-57.278529,MT0606
SBPA,POA,Salgado Filho Airport,Porto Alegre,Rio Grande do Sul,BR,-29.9944,-51.1714,RS0001
SBPB,PHB,Prefeito Doutor Joao Silva Filho Airport,Parnaiba,Piauí,BR,-2.89375,-41.732,PI0002
SBPC,POO,Pocos de Caldas Airport,Pocos De Caldas,Minas Gerais,BR,-21.843,-46.5679,MG0018
SBPF,PFB,Lauro Kurtz Airport,Passo Fundo,Rio Grande do Sul,BR,-28.244,-52.3266,RS0006
SBPJ,PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,Tocantins,BR,-10.2915,-48.357,TO0001
SBPK,PET,Pelotas Airport,Pelotas,Rio Grande do Sul,BR,-31.7184,-52.3277,RS0005
SBPL,PNZ,Senador Nilo Coelho Airport,Petrolina,Pernambuco,BR,-9.36241,-40.5691,PE0002
SBPN,PNB,Porto Nacional Airport,Porto Nacional,Tocantins,BR,-10.7194,-48.3997,TO0003
SBPP,PMG,Ponta Pora Airport,Ponta Pora,Mato-Grosso-do-Sul,BR,-22.5496,-55.7026,MS0005
NULL,,Carlos Prates Airport,Belo Horizonte,BR-MG,BR,-19.909629,-43.989179,MG0005
SBPS,BPS,Porto Seguro Airport,Porto Seguro,Bahia,BR,-16.4386,-39.0809,BA0002
SBPV,PVH,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Rondônia,BR,-8.70929,-63.9023,RO0001
NULL,,Fazenda Floresta Airport,Nazário,BR-GO,BR,-16.536119,-49.838244,GO0271
NULL,,Fazenda Pedrinhas II Airport,Correntina,BR-BA,BR,-13.261944,-45.076944,BA0357
NULL,,Fazenda Cantagalo Airstrip,Nova Mutum,BR-MT,BR,-13.366514,-55.8551,MT0635
NULL,,Fazenda Tradição Airport,Ribeiro Gonçalves,BR-PI,BR,-7.804289,-45.057598,PI0064
NULL,,Fazenda Rio Azul Airport,São José do Rio Claro,BR-MT,BR,-13.513056,-56.598333,MT0653
NULL,,CMTE Juliano Rambo Airstrip,Confresa,BR-MT,BR,-10.699027,-51.614688,MT0627
NULL,,Osvaldo de Carvalho Airport,Ibaiti,BR-PR,BR,-23.846436,-50.208429,PR0155
NULL,,Fazenda Mundial Airport,São Félix do Xingu,BR-PA,BR,-6.539099,-51.442256,PA0246
NULL,,Fazenda São Miguel Airstrip,Iateí,BR-MS,BR,-22.765333,-53.908334,MS0526
NULL,,Fazenda Nossa Senhora Aparecida II Airstrip,Porto Estrela,BR-MT,BR,-15.575414,-57.378182,MT0668
NULL,,Fazenda Paraíso Airstrip,Prado,BR-BA,BR,-17.0275,-39.176111,BA0352
NULL,,Fazenda Três Santos Airstrip,Uruçuí,BR-PI,BR,-7.752392,-44.315921,PI0079
NULL,,Fazenda Arena de Aço Airport,Buritizeiro,BR-MG,BR,-16.80878,-44.97319,MG0463
NULL,,Santa Rosa Airstrip,Campo Verde,BR-MT,BR,-15.405795,-54.964051,MT0642
NULL,,Fazenda Campo Formoso Airstrip,Tesouro,BR-MT,BR,-15.801978,-53.556395,MT0660
NULL,,Fazenda São Carlos Airstrip,Campo Novo do Parecis,BR-MT,BR,-13.578333,-57.936944,MT0585
SBRB,RBR,Placido de Castro Airport,Rio Branco,Distrito Federal,BR,-9.86889,-67.89806,AC0001
SBRF,REC,Guararapes - Gilberto Freyre International Airport,Recife,Pernambuco,BR,-8.12649,-34.9236,PE0001
SBRJ,SDU,Santos Dumont Airport,Rio De Janeiro,Rio de Janeiro,BR,-22.9105,-43.1631,RJ0002
SBRP,RAO,Leite Lopes Airport,Ribeirao Preto,São Paulo,BR,-21.13639,-47.77667,SP0004
SBRR,BRB,Barreirinhas Airport,Barreirinhas,Maranhão,BR,-2.75556,-42.81,MA0008
SBSC,SNZ,Santa Cruz Airport,Rio De Janeiro,Rio de Janeiro,BR,-22.9324,-43.7191,RJ9003
SBNT,NAT,Augusto Severo Airport,Natal,Rio Grande do Norte,BR,-5.91142,-35.2477,RN0001
SBSJ,SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,São Paulo,BR,-23.2292,-45.8615,SP0008
SBSL,SLZ,Marechal Cunha Machado International Airport,Sao Luis,Maranhão,BR,-2.58536,-44.2341,MA0001
SBSM,RIA,Santa Maria Airport,Santa Maria,Rio Grande do Sul,BR,-29.7114,-53.6882,RS0003
SBSN,STM,Maestro Wilson Fonseca Airport,Santarem,Pará,BR,-2.42472,-54.78583,PA0002
NULL,SMT,Adolino Bedin Regional Airport,Sorriso,BR-MT,BR,-12.479177,-55.672341,MT0005
SBSP,CGH,Congonhas Airport,Sao Paulo,São Paulo,BR,-23.62611,-46.65639,SP0001
SBSR,SJP,Sao Jose do Rio Preto Airport,Sao Jose Do Rio Preto,São Paulo,BR,-20.8166,-49.4065,SP0006
SBST,SSZ,Base Aerea de Santos Airport,Guaruja,São Paulo,BR,-23.92806,-46.29972,SP9006
SBSV,SSA,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,Bahia,BR,-12.90861,-38.3225,BA0001
NULL,,Base de Aviação de Taubaté,Taubaté,BR-SP,BR,-23.0401,-45.51615,SP9004
SBTB,TMT,Trombetas Airport,Oriximina,Pará,BR,-1.4896,-56.3968,PA0012
SBTC,UNA,Hotel Transamerica Airport,Una,Bahia,BR,-15.3552,-38.999,BA0067
SBTD,TOW,Toledo Airport,Toledo,Paraná,BR,-24.6863,-53.6975,PR0008
SBTE,THE,Senador Petronio Portela Airport,Teresina,Piauí,BR,-5.05994,-42.8235,PI0001
SBTF,TFF,Tefe Airport,Tefe,Amazonas,BR,-3.38294,-64.7241,AM0004
SBTK,TRQ,Tarauaca Airport,Tarauaca,Distrito Federal,BR,-8.15526,-70.7833,AC0004
SBTL,TEC,Telemaco Borba Airport,Telemaco Borba,Paraná,BR,-24.3178,-50.6516,PR0007
SBTR,TSQ,Torres Airport,Torres,Rio Grande do Sul,BR,-29.4149,-49.81,RS0011
NULL,,Tiriós Airport,Aldeia Tiriós,BR-PA,BR,2.224537,-55.944711,PA9002
SBTT,TBT,Tabatinga Airport,Tabatinga,Amazonas,BR,-4.25567,-69.9358,AM0005
SBTU,TUR,Tucurui Airport,Tucurui,Pará,BR,-3.78601,-49.7203,PA0007
NULL,,Terravista Airport,Porto Seguro,BR-BA,BR,-16.541416,-39.10811,BA0068
SBUA,SJL,Sao Gabriel da Cachoeira Airport,Sao Gabriel Da Cachoeira,Amazonas,BR,-0.14835,-66.9855,AM0003
SBUF,PAV,Paulo Afonso Airport,Paulo Afonso,Bahia,BR,-9.40088,-38.2506,BA0007
SBUG,URG,Rubem Berta Airport,Uruguaiana,Rio Grande do Sul,BR,-29.7822,-57.0382,RS0012
SBUL,UDI,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,Minas Gerais,BR,-18.88361,-48.22528,MG0002
SBUR,UBA,Mario de Almeida Franco Airport,Uberaba,Minas Gerais,BR,-19.76472,-47.96611,
NULL,RPU,Urucu Airport,Urucu,BR-AM,BR,-4.884263,-65.355421,AM0025
SBVG,VAG,Major Brigadeiro Trompowsky Airport,Varginha,Minas Gerais,BR,-21.5901,-45.4733,MG0019
SBVH,BVH,Vilhena Airport,Vilhena,Rondônia,BR,-12.6944,-60.0983,RO0003
SBVT,VIX,Eurico de Aguiar Salles Airport,Vitoria,Espírito Santo,BR,-20.25806,-40.28639,ES0001
NULL,,Iauaretê Airport,São Gabriel da Cachoeira,BR-AM,BR,0.610384,-69.179992,AM9005
SBYS,QPS,Campo Fontenelle Airport,Pirassununga,São Paulo,BR,-21.9846,-47.3348,SP9002
SBZM,IZA,Zona da Mata Regional Airport,Juiz De Fora,Minas Gerais,BR,-21.51306,-43.17306,
SC00,,Triple Tree Airport,Woodruff,South Carolina,US,34.67169,-81.99761,SC00
SC03,,Mc Neil Airport,Cameron,South Carolina,US,33.55932,-80.64834,SC03
SC06,,Pluff Mud Field,Charleston,South Carolina,US,32.63213,-80.09232,SC06
SC07,,Alans Airport,St Matthews,South Carolina,US,33.7,-81.0,SC07
SC12,,Davis Airport,Garnett,South Carolina,US,32.67212,-81.31122,SC12
SC13,,Darden Airport,Gaston,South Carolina,US,33.84071,-81.18371,SC13
NULL,,Shealy Airport,Gilbert,US-SC,US,34.062599182128906,-81.40979766845703,SC14
NULL,,Airy Hall Airport,Green Pond,US-SC,US,32.63209915161133,-80.50399780273438,SC15
SC16,,Curry Airport,Hartsville,South Carolina,US,34.37793,-80.00534,SC16
SC17,,Russell Airport,Holly Hill,South Carolina,US,33.35794,-80.45981,SC17
SC19,,Lamar Airport,Lamar,South Carolina,US,34.16766,-80.07757,SC19
NULL,,Canchones West Airport,Canchones,CL-TA,CL,-20.427099227905273,-69.6415023803711,
SC20,,Harman Airport,Langley,South Carolina,US,33.4843,-81.82595,SC20
SC21,,Myrtle Beach Hardee Airpark,Loris,South Carolina,US,33.94184,-78.83308,SC21
SC23,,Eagles Nest-Fairview Airpark,Pelion,South Carolina,US,33.76404,-81.35871,SC23
SC24,,Eagle Ridge Airport,Seneca,South Carolina,US,34.67167,-82.91361,SC24
SC26,,Hawks Nest Farm Airport,West Union,South Carolina,US,34.80806,-82.99861,SC26
