icao,iata,name,city,subd,country,lat,lon,lid
BIRE,RHA,Reykholar Airport,Reykholar,Westfjords,IS,65.45263,-22.20612,
BIRF,OLI,Rif Airport,Rif,West,IS,64.9114,-23.8231,
BIRG,RFN,Raufarhofn Airport,Raufarhofn,Northeast,IS,66.4064,-15.9183,
BIRK,RKV,Reykjavik Airport,Reykjavik,Capital Region,IS,64.13,-21.9406,
BIRL,MVA,Reykjahlid Airport,Myvatn,Northeast,IS,65.6558,-16.9181,
NULL,,Reykjanes Airport,Reykjanes,IS-4,IS,65.91419982910156,-22.42140007019043,
NULL,,Sandá Airport,Sandá,IS-5,IS,65.1343994140625,-19.66309928894043,
NULL,,Selfoss Airport,Selfoss,IS-8,IS,63.92919921875,-21.037799835205078,
NULL,,Steinasandur Airport,Kalfatellsstadhur,IS-7,IS,64.16547,-15.91334,
NULL,,Stora-Holt Airport,Stora-Holt,IS-3,IS,65.4000015258789,-21.933000564575195,
BISI,SIJ,Siglufjordur Airport,Siglufjordur,Northeast,IS,66.1333,-18.9167,
NULL,,Skógasandur Airport,Skógar,IS-8,IS,63.5172,-19.489201,
NULL,,Svínafell Airport,Svínafell,IS-7,IS,64.384723,-15.371935,
NULL,,Sprengisandur Airport,Sprengisandur,IS-8,IS,64.6541976928711,-18.49690055847168,
NULL,,Stórikroppur Airport,Stórikroppur,IS-3,IS,64.6343994140625,-21.487499237060547,
NULL,,Sandskeið Airport,Sandskeið,IS-1,IS,64.06079864501953,-21.57469940185547,
BIST,SYK,Stykkisholmur Airport,Stykkisholmur,West,IS,65.0581,-22.7942,
NULL,,Skálavatn Airport,Skálavatn,IS-8,IS,64.11579895019531,-18.783300399780273,
BITE,TEY,Tingeyri Airport,Tingeyri,Westfjords,IS,65.8703,-23.56,
NULL,,Þórsmörk Airport,Þórsmörk,IS-8,IS,63.689998626708984,-19.563100814819336,
BITN,THO,Thorshofn Airport,Thorshofn,Northeast,IS,66.2185,-15.3356,
NULL,,Thorisos Airport,Thorisos,IS-8,IS,64.354373,-18.836514,
NULL,,Vatnsnes Airport,Vatnsnes,IS-8,IS,64.03309631347656,-20.651100158691406,
NULL,,Varmahlid Airport,Varmahlid,IS-5,IS,65.55694580078125,-19.428056716918945,
NULL,,Vík Airport,Vík,IS-8,IS,63.42169952392578,-18.8882999420166,
BIVM,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,South,IS,63.4243,-20.2789,
BIVO,VPN,Vopnafjordur Airport,Vopnafjordur,East,IS,65.7206,-14.8506,
NULL,BJE,Baleela Airport,Baleela Base Camp,SD-13,SD,11.199444444400001,28.5230555556,
NULL,BJQ,Bahja Airport,Bahja,OM-WU,OM,19.8730555556,56.067777777799996,
BKPR,PRN,Pristina International Airport,Lipjan,Pristina,XK,42.57283,21.03583,
KBLM,BLM,Monmouth Executive Airport,Belmar/Farmingdale,New Jersey,US,40.2,-74.1,BLM
AYBO,BMH,Bomai Airport,Bomai,PG-CPK,PG,-6.37316666667,144.637,BOM
NULL,BMQ,Bamburi Airport,Bamburi,KE-300,KE,-3.983363,39.730982,
AYBF,BMZ,Bamu Airport,Bamu,PG-WPD,PG,-7.8485,143.2433,BAMU
AYBD,BNM,Bodinumu Airport,Bodinumu,PG-CPM,PG,-9.107777777779999,147.666722222,BNU
AYDI,BNT,Bundi Airport,Bundi,PG-MPM,PG,-5.742222222220001,145.2275,BDI
SLRQ,RBQ,Rurenabaque Airport,Rurenabaque,El-Beni,BO,-14.4279,-67.4968,
SLBA,BVL,Baures Airport,Baures,El-Beni,BO,-13.58333,-63.58333,
KBOK,BOK,Brookings Airport,Brookings,Oregon,US,42.07394,-124.28978,BOK
KBST,BOT,Belfast Municipal Airport,Belfast,Maine,US,44.40939,-69.01183,BST
,BOV,Boang Island Airport,Boang Island,PG-NIK,PG,-3.3834,153.2812,BOG
AGBT,BPF,Batuna Aerodrome,Batuna Mission Station,Western Province,SB,-8.56203,158.11931,
NULL,,Aerocéu Aviação Agrícola Airport,Chapadão do Céu,BR-GO,BR,-18.38829,-52.653599,GO0067
NULL,,Fazenda Vale do Sol Airport,Serranópolis,BR-MS,BR,-18.2887,-51.9412,GO0329
NULL,,Fazenda Água Fria Airfield,Xinguara,BR-PA,BR,-7.0161,-49.366,PA0034
NULL,,Banaer Airport,Sete Barras,BR-SP,BR,-24.419166,-47.869166,SP0132
NULL,,Luiz Ribeiro Maia Airport,Tapauá,BR-AM,BR,-5.636109,-63.185731,AM0030
NULL,,Anori Airport,Anori,BR-AM,BR,-3.725643,-61.667054,AG5683
NULL,,Rolim de Moura Airport,Rolim de Moura,BR-RO,BR,-11.655585,-61.775907,RO0028
NULL,,Associação Aerodesportivo de Espigão d'Oeste Airport,Espigão d'Oeste,BR-RO,BR,-11.547936,-61.022681,RO0088
NULL,,Aeroclube de Buritis Airport,Buritis,BR-RO,BR,-10.206737,-63.854913,RO0056
NULL,,Tocantinópolis Airport,Tocantinópolis,BR-TO,BR,-6.333432,-47.471938,TO0095
NULL,,Fazenda Agrovera Airport,Porto dos Gaúchos,BR-MT,BR,-11.872098,-56.277013,MT0030
NULL,,Fazenda Santa Lucia Airport,Santa Maria das Barreiras,BR-PA,BR,-8.922531,-50.348346,PA0032
NULL,,Brasnorte Airport,Brasnorte,BR-MT,BR,-12.099274,-58.001527,MT0044
NULL,,Chapadinha Airport,Chapadinha,BR-MA,BR,-3.748136,-43.31068,MA0086
NULL,,Piripiri Airport,Piripiri,BR-PI,BR,-4.335206,-41.768978,PI0068
NULL,,Taiobeiras Municipal Airport,Taiobeiras,BR-MG,BR,-15.77619,-42.193654,MG0109
NULL,,Colniza Airport,Colniza,BR-MT,BR,-9.446215,-59.199477,MT0152
NULL,,Machadinho d'Oeste Airport,Machadinho d'Oeste,BR-RO,BR,-9.40307,-62.006018,RO0061
NULL,,Fazenda São Paulo dos Palmares Airport,Timburi,BR-SP,BR,-23.270862,-49.546126,SP0091
NULL,,Bom Despacho Airport,Bom Despacho,BR-MG,BR,-19.687863,-45.269677,MG0148
NULL,,Boa Vista Airport,Patrocínio,BR-MG,BR,-18.757635,-46.97078,MG0079
NULL,,Francisco Lazaro da Silveira Airport,Coromandel,BR-MG,BR,-18.480246,-47.223786,MG0115
NULL,,Fazenda Brauna Airport,Arraias,BR-TO,BR,-12.549442,-46.886701,TO0011
NULL,,Asas de Balsa Nova Airport,Balsa Nova,BR-PR,BR,-25.549311,-49.643565,PR0059
NULL,,Fazenda Rio Crixás Airport,Fazenda Rio Crixás,BR-GO,BR,-13.738055,-50.014167,GO0038
NULL,,Autazes Airport,Autazes,BR-AM,BR,-3.598333,-59.126286,AM0112
NULL,,Teles Pires Lodge Airport,Apiacás,BR-MT,BR,-8.863569,-57.420427,SWRP
NULL,,Genil Motta Airport,Itiquira,BR-MT,BR,-17.181368,-54.151611,MT0549
NULL,,Fazenda Agropecuária Nossa Senhora Aparecida Airstrip,Paredão de Minas,BR-MG,BR,-17.124599,-45.604362,MG0203
NULL,,Fazenda Gleba da Barra Airport,Brasilândia de Minas,BR-MG,BR,-17.014176,-46.073434,MG0080
NULL,,Fazenda Boa Sorte Airport,Aliança do Tocantins,BR-TO,BR,-11.304256,-48.679433,TO0012
NULL,,Fazenda Rosa dos Ventos Airport,Itumbiara,BR-GO,BR,-18.311111,-49.838194,GO0037
NULL,,Fazenda Nictheroy Airport,Rio Branco,BR-AC,BR,-10.2675,-67.698,AC0012
NULL,,Francisco Ramalho Airport,Pedreiras,BR-MA,BR,-4.58443,-44.546242,SWRF
NULL,,Fazenda Santarém Airport,Bandeirantes,BR-MS,BR,-20.040262,-54.151224,SNWL
NULL,,Fazenda Roseira Airport,São Raimundo das Mangabeiras,BR-MA,BR,-7.23111,-45.881944,SWWR
NULL,,Aero Agricola Rio Claro Airport,São José do Rio Claro,BR-MT,BR,-13.434683,-56.730358,MT0215
NULL,,Sérgio Bonifácio Airport,Ivaiporã,BR-PR,BR,-24.263589,-51.639318,PR0057
NULL,,Fazenda Chapadão Alegre Airport,Correntina,BR-BA,BR,-13.434996,-45.307717,BA0153
NULL,,Fazenda Água Boa Airport,Juara,BR-MT,BR,-11.176732,-57.669051,MT0103
NULL,,Fazenda Estivado Airport,Diamantino,BR-MT,BR,-14.422748,-56.071279,
NULL,,Avelino Remor Airstrip,Rio Maria,BR-PA,BR,-7.301063,-50.049915,PA0273
NULL,,Fazenda Panambi Airstrip,Buritis,BR-MG,BR,-15.823305,-46.465488,MG0307
NULL,,Valença do Piauí Airport,Valença do Piauí,BR-PI,BR,-6.388103,-41.763983,PI0073
NULL,,Pau dos Ferros Airport,Pau dos Ferros,BR-RN,BR,-6.154339,-38.196588,RN0012
NULL,,Luís Antônio Fontenele - Cocal da Estação Airport,Cocal,BR-PI,BR,-3.455071,-41.604942,PI0053
NULL,,Fazenda Pertinho do Céu Airport,Guiratinga,BR-MT,BR,-16.474263,-53.911738,MT0035
NULL,,Fazenda Fusão Airport,Lábrea,BR-AM,BR,-9.569238,-67.305229,AM0027
NULL,,Fazenda Varnier Airport,Brasnorte,BR-MT,BR,-12.99317,-57.41081,SJVA
NULL,,Japurá Airport,Japurá,BR-AM,BR,-1.896111,-67.019444,AM0102
NULL,,Governador José B. Lindoso Airport,Ipixuna,BR-AM,BR,-7.036471,-71.687788,AM0098
NULL,CJZ,Pedro Vieira Moreira Airport,Cajazeiras,BR-PB,BR,-6.8827,-38.61583,PB0004
NULL,,Matheus Lopes Maia da Silva Airport,Itamarati,BR-AM,BR,-6.41454,-68.257845,AM0091
NULL,,Savana Airport,Jaru,BR-RO,BR,-10.440823,-62.507014,RO0011
NULL,,Irmãos Gonçalves Airport,Jaru,BR-RO,BR,-10.423643,-62.517625,RO0012
NULL,,Fazenda Santo Antônio da Serra do Boqueirão Airstrip,Wanderley,BR-BA,BR,-11.660292,-43.817836,SDQJ
NULL,,Fazenda São José Airport,Poxoréo,BR-MT,BR,-15.433611,-54.440833,SWJO
NULL,,Fazenda Modelo Airstrip,Aurora do Pará,BR-PA,BR,-2.265221,-47.594317,
NULL,,Fazenda XV de Outubro,Colatina,BR-ES,BR,-19.464338,-40.667485,ES0011
NULL,,Fazenda Ressaca Airport,Cáceres,BR-MT,BR,-16.18861,-57.705555,SWUR
NULL,,Fazenda Nossa Senhora Aparecida Airport,Nova Ubiratã,BR-MT,BR,-12.999543,-55.213927,MT0077
NULL,,Gaelo Airport,Charqueadas,BR-RS,BR,-29.975833,-51.620277,RS0067
NULL,,Fazenda Pirangi Airport,Nova Andradina,BR-MS,BR,-22.268333,-53.433056,MS0035
NULL,,Fazenda América Airstrip,Porto dos Gaúchos,BR-MT,BR,-11.542272,-56.521434,MT0447
NULL,,Base Aeroverde Airport,Rio Verde,BR-GO,BR,-17.741666,-50.968612,GO0152
NULL,,Fazenda Ranchinho do Guaporé Airport,Pontes e Lacerda,BR-MT,BR,-15.698689,-59.925463,MT0633
NULL,,Celeiro 2 Airport,Gilbués,BR-PI,BR,-9.400432,-45.129098,PI0013
NULL,,Ninho do Bacurau,Bom Jesus da Lapa,BR-BA,BR,-13.248888,-43.496667,BA0070
NULL,,Guatambu São Paulo Airport,São Paulo,BR-SP,BR,-23.621055,-48.510232,SP0170
NULL,,Fazenda Retiro do Bom Fim Airport,Ipiaçu,BR-MG,BR,-18.681382,-49.987223,MG0090
NULL,,Fazenda Sagarana Airport,Correntina,BR-BA,BR,-13.752462,-46.16238,SWYU
NULL,,Fazenda Brusque Airport,São Félix do Xingu,BR-PA,BR,-9.286519,-51.752391,SWYQ
NULL,,Fazenda Carrapato Airport,Itapipoca,BR-CE,BR,-3.511518,-39.643354,SWYL
NULL,,Fazenda Rancho Alegre I Airport,Vila Bela da Santíssima Trindade,BR-MT,BR,-16.255972,-59.716035,SWYC
NULL,,Fazenda Santa Terezinha I,Santa Terezinha,BR-MT,BR,-10.361881,-50.610394,MT0147
NULL,,Fazenda Chapada Grande Airport,Regeneração,BR-PI,BR,-6.348867,-42.474947,PI0026
NULL,,Fazenda Bela Vista Airport,Novo Horizonte do Sul,BR-MS,BR,-22.617232,-53.580533,MS0200
NULL,,Fazenda Dois Irmãos Airport,Naviraí,BR-MS,BR,-22.792222,-54.179444,SNDI
NULL,,Fazenda Guadiana Airport,Martinópolis,BR-SP,BR,-22.074271,-51.038782,SP0178
NULL,,Fazenda Valença Airport,Rio Negro,BR-MS,BR,-19.411443,-55.173784,MS0028
NULL,,Fazenda Santana Airport,Riachão das Neves,BR-BA,BR,-11.667513,-45.727424,BA0072
NULL,,Adecoagro Airport,Angélica,BR-MS,BR,-22.039121,-53.846011,MS0029
NULL,,Usina Santa Luzia Airport,Nova Alvorada do Sul,BR-MS,BR,-21.552911,-54.23414,MS0030
NULL,,Fazenda São José Airport,Porto Murtinho,BR-MS,BR,-21.332724,-56.910956,MS0031
NULL,,Fazenda Mucambo Airport,Baldim,BR-MG,BR,-19.290439,-43.889987,MG0081
NULL,,Fazenda Gaivota Airport,Paranatinga,BR-MT,BR,-14.0125,-53.466667,MT0036
NULL,,A2 Aviação Agrícola Ltda Airport,Alta Floresta,BR-MT,BR,-10.068612,-55.995278,MT0099
NULL,,Jeová Gomes Airport,Limoeiro do Norte,BR-CE,BR,-5.193456,-38.144054,CE0014
NULL,,Fazenda Ouro Branco Airport,Porto dos Gaúchos,BR-MT,BR,-12.017777,-56.413611,MT0037
NULL,,Ajarani 2 Airstrip,Iracema,BR-RR,BR,1.887366,-62.018592,RR0002
NULL,,MGX Florestal Airport,Ninheira,BR-MG,BR,-15.499887,-41.565833,MG0083
NULL,,Fazenda Diamante Airport,Baixa Grande do Ribeiro,BR-PI,BR,-9.058762,-45.504167,PI0014
NULL,,Fazenda São João do Pirajá Airstrip,Currais,BR-PI,BR,-8.99928,-44.591333,PI0015
NULL,,Fazenda Locks Airport,Nova Maringá,BR-MT,BR,-12.798737,-57.129145,SNNL
NULL,,Clube CÉU Airport,Rio de Janeiro,BR-RJ,BR,-22.96126,-43.659414,RJ0020
NULL,,Fazenda Poças Airport,Santo Antônio do Leverger,BR-MT,BR,-16.161389,-56.007778,SWXS
NULL,,Pista Fogoió,Itaituba,BR-PA,BR,-5.359444,-57.520007,PA0089
NULL,,Simão Sarkis Simão Airport,Três Marias,BR-MG,BR,-18.308846,-45.29456,SIBO
NULL,,Tenoar Airport,Chapadão do Sul,BR-MS,BR,-18.748165,-52.686835,MS0049
NULL,,Fazenda Reserva Airstrip,Ribas do Rio Pardo,BR-MS,BR,-21.511361,-53.196792,MS0050
NULL,,Centro Brasileiro de Aviação Agrícola Experimental e Recreativo (CBAAER) Airport,Brasília,BR-DF,BR,-15.773333,-47.702816,DF0021
NULL,,Condomínio Fly Vila Resort Airport,Guapé,BR-MG,BR,-20.761307,-45.986143,MG0190
NULL,,JN Resort Airport,Sete Lagoas,BR-MG,BR,-19.430741,-44.304789,MG0084
NULL,,Fazenda São José Airport,São Gabriel,BR-RS,BR,-29.951531,-54.148725,RS0056
NULL,,Geraldo Alvino Covre Airport,Pinheiros,BR-ES,BR,-18.463066,-40.17637,ES0010
NULL,,J Lem Airport,Luís Eduardo Magalhães,BR-BA,BR,-12.125186,-45.771057,BA0139
NULL,,Fazenda Serra Azul Airport,Rosário Oeste,BR-MT,BR,-14.62657,-55.649945,MT0038
NULL,,Fazenda Barra Grande Airport,Confresa,BR-MT,BR,-10.138273,-51.994144,MT0039
NULL,,Fazenda Pato Branco Airport,São Gabriel do Oeste,BR-MS,BR,-19.31996,-54.520702,MS0036
NULL,,Muraro Airport,Itupeva,BR-SP,BR,-23.185832,-47.060518,SP0120
NULL,,Fazenda Tropical Airport,Brasilândia,BR-MS,BR,-20.970556,-52.522778,MS0411
NULL,,Fazenda DIMEP Airport,Itatinga,BR-SP,BR,-23.138611,-48.495278,SP0122
NULL,,Fazenda Furnas Airport,Chapada dos Guimarães,BR-MT,BR,-14.986382,-55.210278,MT0048
NULL,,Fazenda Guanabara Airport,Rio Negro,BR-MS,BR,-19.51719,-55.231771,MS0042
NULL,,Fazenda Três Lagoas Airport,Itapecerica,BR-MG,BR,-20.405833,-44.997778,MG0184
NULL,,Fazenda Vale Verde Airport,Vista Alegre do Abunã,BR-RO,BR,-9.621389,-65.770278,RO0048
NULL,,Fazenda Santa Lydia Airstrip,Diamante do Norte,BR-PR,BR,-22.633037,-52.808518,PR0084
NULL,,Fazenda São Miguel Airport,Campo Verde,BR-MT,BR,-15.35926,-54.979972,MT0297
NULL,,Comandante Jorge Mello Airport,Bom Jesus da Lapa,BR-BA,BR,-13.196667,-43.635556,BA0160
NULL,,Fazenda Colorado Airport,Aruanã,BR-GO,BR,-14.981989,-50.849584,GO0040
NULL,,Santa Maria Airport,Barão de Melgaço,BR-MT,BR,-17.130347,-56.39312,MT0300
NULL,,Fazenda Nova Fartura Airport,Planalto da Serra,BR-MT,BR,-14.440319,-54.767387,MT0301
NULL,,Antônio Covre Airport,Itabela,BR-BA,BR,-16.734146,-39.43033,BA0243
NULL,,Fazenda Nossa Senhora Medianeira Airport,Naviraí,BR-MS,BR,-22.916353,-53.973374,MS0221
NULL,,Vila Nova Airport,Joinville,BR-SC,BR,-26.305918,-48.934853,SC0035
NULL,,Cabanha Umbú Airport,Barra do Quaraí,BR-RS,BR,-29.980556,-57.271111,RS0086
NULL,,Estancia Irmãos Martins Airport,Tupã,BR-SP,BR,-22.005324,-50.49046,SP0231
NULL,,Vale da Providência Airport,Rodolândia,BR-MT,BR,-10.559263,-61.433012,MT0262
NULL,,Usina Vale do Tijuco Airport,Uberaba,BR-MG,BR,-19.384722,-48.274167,MG0160
NULL,,Fazenda Uval Airport,Corumbá,BR-MS,BR,-17.305104,-56.498042,MS0224
NULL,,Fazenda Palmeira Airport,Alto Taquari,BR-MT,BR,-17.926765,-53.220476,MT0263
NULL,,Fazenda Aerovilas Airport,Divinópolis,BR-MG,BR,-20.242657,-44.806349,MG0292
NULL,,Fazenda São João Airport,Pontes e Lacerda,BR-MT,BR,-15.245652,-59.352935,MT0240
NULL,,Fazenda Centrino Airport,Cabixi,BR-RO,BR,-13.576111,-60.802778,RO0021
NULL,,Fazenda Cedro Airport,Campo Grande,BR-MS,BR,-20.761963,-54.447852,MS0201
NULL,,Condomínio Aeronáutico Aeroagro Airport,Sorriso,BR-MT,BR,-12.594051,-55.697996,MT0279
NULL,,Fazenda Liberdade Airport,Querência,BR-MT,BR,-12.069342,-52.825872,MT0640
NULL,,Stratus Ale Airport,Natal,BR-RN,BR,-5.738476,-35.218407,RN0010
NULL,,Fazenda Arizona,Formosa do Rio Preto,BR-BA,BR,-11.180094,-45.938674,BA0150
NULL,,Fazenda Balada Airstrip,João Pinheiro,BR-MG,BR,-17.375833,-45.95,MG0177
NULL,,Fazenda Brusque Airport,Fazenda Brusque,BR-MT,BR,-10.150683,-52.286279,MT0281
NULL,,Belo Horizonte Airport,Araçás,BR-BA,BR,-12.163333,-38.293333,BA0185
NULL,,Fazenda Progresso Airport,Paragominas,BR-PA,BR,-3.373164,-47.42426,PA0050
NULL,,Fazenda Ventania Airport,Campos de Júlio,BR-MT,BR,-13.146056,-59.096114,MT0034
NULL,,Fazenda Ponte Serrada Airport,Campo Novo do Parecis,BR-MT,BR,-13.885715,-57.868329,MT0049
NULL,,Fazenda Monte Dourado Airport,São Félix do Xingu,BR-PA,BR,-6.223943,-51.756718,PA0035
NULL,,Fazenda Turazzi Airport,Pontes e Lacerda,BR-MT,BR,-15.155663,-59.310886,MT0052
NULL,,Fazenda Candelária Airport,Vila Bela da Santíssima Trindade,BR-MT,BR,-16.112453,-60.014395,MT0054
NULL,,Fazenda Floresta Airport,Santo Antônio da Barra,BR-GO,BR,-17.598061,-50.694442,GO0043
NULL,,Fazenda Santa Clara Airport,Castanheira,BR-MT,BR,-10.653375,-58.602591,MT0056
NULL,,Fazenda Santo Antônio Airport,Barreiras,BR-BA,BR,-11.708202,-45.985349,BA0076
NULL,,Fazenda Palmares 2 Airport,Barreiras,BR-BA,BR,-11.656275,-46.052505,BA0077
NULL,,Fazenda Andorinha Airport,Estrela do Norte,BR-GO,BR,-13.781944,-49.088611,GO0044
NULL,,Fazenda Retiro Velho Airport,Porto Murtinho,BR-MS,BR,-21.449769,-57.826467,MS0048
NULL,,Sítio Ouro Preto Airport,Vassouras,BR-RJ,BR,-22.251257,-43.399781,RJ0018
NULL,,Fazenda Vó Zita do Rio Vermelho Airport,Corumbá,BR-MS,BR,-19.615035,-56.88113,MS0051
NULL,,Ipiranga Airport,Alto Taquari,BR-MT,BR,-17.746047,-53.355196,MT0059
NULL,,Fazenda Alice Airport,Sambaíba,BR-MA,BR,-7.62694,-45.693068,MA0016
NULL,,Executivo Airport,Cascavel,BR-PR,BR,-24.871085,-53.46509,PR0039
NULL,,Fazenda Tamanduá Airport,Brasnorte,BR-MT,BR,-13.14,-57.576667,
NULL,,Fazenda Triunfo Airport,Vila Bela da Santíssima Trindade,BR-MT,BR,-16.132092,-59.897897,MT0063
NULL,,Fazenda Miragem Airport,Sapezal,BR-MT,BR,-13.609167,-58.525555,MT0064
NULL,,Fazenda Fortaleza Airport,Santa Filomena,BR-PI,BR,-8.870885,-45.561229,PI0017
NULL,,Vale do Curuá Airport,Novo Progresso,BR-PA,BR,-7.038713,-55.393581,PA0036
NULL,,Santa Rosa Airport,Pacaraima,BR-RR,BR,4.24349,-61.158593,RR0019
NULL,,Itaboraí Airport,Itaboraí,BR-RJ,BR,-22.712506,-42.84233,RJ0019
NULL,,Fazenda Sucuri Airport,Machadinho d'Oeste,BR-RO,BR,-9.191392,-61.770878,RO0010
NULL,,Fazenda São Pedro Airport,Nova Andradina,BR-MS,BR,-21.794693,-53.474602,MS0057
NULL,,Clube Voart Airport,Araguaína,BR-TO,BR,-7.284167,-48.130556,TO0015
NULL,,Fazenda Cabeceira Verde Airport,Campos Lindos,BR-TO,BR,-8.155351,-46.737958,TO0016
NULL,,Vitalli Airport,Avanhandava,BR-SP,BR,-21.519974,-49.999379,SP0156
NULL,,Vitalli Airport,Parelhas,BR-RN,BR,-6.639812,-36.653894,RN0006
NULL,,Palmeiras Airport,Corumbá,BR-MS,BR,-18.934444,-57.049444,MS0415
NULL,,SAPAN Airport,Pacaraima,BR-RR,BR,4.574167,-60.739722,RR0022
NULL,,Fazenda Santa Maria Airport,São Desidério,BR-BA,BR,-13.059219,-45.133013,BA0080
NULL,,Fazenda São Sebastião Airport,Campo Novo do Parecis,BR-MT,BR,-13.330714,-58.041757,MT0071
NULL,,Clube de Voo Fazenda Novo Horizonte Airport,Itu,BR-SP,BR,-23.173337,-47.41136,SP0283
NULL,,Fazenda São Judas Tadeu Airport,Comodoro,BR-MT,BR,-13.598056,-59.950556,MT0416
NULL,,Fazenda Porto Ciriaco Airport,Aquidauana,BR-MS,BR,-19.697111,-56.28251,MS0025
NULL,,Fazenda Vista Alegre Airport,Novo Horizonte do Sul,BR-MS,BR,-22.597778,-53.691479,MS0046
NULL,,Jonis Pereco Airport,Buritizeiro,BR-MG,BR,-17.591322,-45.050057,MG0088
NULL,,Fazenda Lagoa Vermelha Airport,Guiratinga,BR-MT,BR,-16.235051,-53.41453,MT0075
NULL,,Serra Branca Agrícola Airport,Uruçuí,BR-PI,BR,-8.011944,-44.721111,PI0019
NULL,,São José Airport,Campo Verde,BR-MT,BR,-15.234316,-54.751954,MT0816
NULL,,Fazenda Tapiraguaia Airport,Santa Terezinha,BR-MT,BR,-10.542347,-50.560027,MT0236
NULL,,Fazenda São Geraldo Airport,Caseara,BR-TO,BR,-9.573737,-49.718342,TO0035
NULL,,Fazenda Centro Oeste Airport,Nova Maringá,BR-MT,BR,-13.410128,-57.156867,MT0282
NULL,,Fazenda Santa Terezinha Airport,Santa Rita do Trivelato,BR-MT,BR,-13.67169,-55.533357,MT0086
NULL,,Ecides Fires Airport,São Sebastião do Passé,BR-BA,BR,-12.51833,-38.501036,BA0152
NULL,,Fazenda Nova Fronteira Airport,Barreiras do Piauí,BR-PI,BR,-10.318907,-45.980425,PI0035
SSDO,DOU,Dourados Airport,Dourados,Mato-Grosso-do-Sul,BR,-22.2019,-54.9266,BA0155
SBVC,VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,Bahia,BR,-14.90783,-40.91467,BA0005
NULL,,Fazenda São João Airport,Alcinópolis,BR-MS,BR,-17.936111,-53.904722,MS0341
NULL,,Fazenda Savannah Airport,Cocos,BR-BA,BR,-14.699316,-45.829951,BA0167
NULL,,Fazenda Sucuri Airport,Rio Brilhante,BR-MS,BR,-21.695564,-54.76868,MS0343
NULL,,Valeu Boi Leilões Airport,Rio Maria,BR-PA,BR,-7.301528,-50.032116,PA0133
NULL,,COOPA-DF Airport,Brasília,BR-DF,BR,-16.014444,-47.558056,DF0008
NULL,,Fazenda Guará Airport,Jaborandi,BR-BA,BR,-14.639722,-45.804722,BA0081
NULL,,Luiz Aragão Airport,Tianguá,BR-CE,BR,-3.74,-41.023333,CE0024
NULL,,Fazenda Reunidas Sococo Airport,Santa Isabel do Pará,BR-PA,BR,-1.224084,-48.041476,PA0057
NULL,,Fazenda Ouro Verde Airport,Unaí,BR-MG,BR,-16.594886,-47.291674,MG0124
NULL,,Fazenda Centúria Vitória Airport,Formosa do Rio Preto,BR-BA,BR,-11.227551,-46.036963,BA0186
NULL,,Fazenda Relu Airport,Gaúcha do Norte,BR-MT,BR,-13.626667,-53.264722,MT0489
NULL,,Maria Magalhães Airport,Porto União,BR-SC,BR,-26.25119,-51.013137,SC0191
NULL,,Sitio Cajuapara Airport,Itinga do Maranhão,BR-MA,BR,-4.56463,-47.544895,MA0017
NULL,,Fazenda São Diego Airport,Formosa do Rio Preto,BR-BA,BR,-10.628026,-45.742818,BA0082
NULL,,Fazenda Vô Chico Airport,Jales,BR-SP,BR,-20.31226,-50.612413,SP1264
NULL,,Franciscus Airport,Divinópolis do Tocantins,BR-TO,BR,-9.499722,-49.629167,TO0056
NULL,,Jorge de Barros Carvalho Airport,Salto Grande,BR-SP,BR,-22.8875,-49.891389,SP1270
NULL,,Pousada Juruena Airstrip,Nova Bandeirantes,BR-MT,BR,-9.369167,-58.541389,MT0603
NULL,,Toca Airport,Santo Antônio de Goiás,BR-GO,BR,-16.4625,-49.228333,GO0183
NULL,,Fazenda Cachoeira Alta Airport,Paranatinga,BR-MT,BR,-12.939784,-54.284715,MT0574
NULL,,Fazenda Vale Airport,Tapurah,BR-MT,BR,-12.429516,-56.196698,MT0285
NULL,,Alegria Alcolumbre Airport,Macapá,BR-AP,BR,0.840789,-50.652101,AP0010
NULL,,Fazenda Requinte Airport,São Desidério,BR-BA,BR,-12.811941,-46.140404,BA0156
NULL,,Sementes Guerra Airport,Renascença,BR-PR,BR,-26.289928,-52.937149,PR0073
NULL,,Fazenda Eldorado da Formosa Airport,Corumbá,BR-MS,BR,-17.908177,-56.565148,MS0267
NULL,,Fazenda Montani Airport,Baixa Grande do Ribeiro,BR-PI,BR,-8.023637,-44.893809,PI0036
NULL,,Fazenda Canoa Quebrada Airport,Grajaú,BR-MA,BR,-5.941306,-46.254738,MA0046
NULL,,Fazenda Vale dos Sonhos Airport,Palestina de Goiás,BR-GO,BR,-16.787734,-51.442479,GO0116
NULL,,Fazenda Sossego Airport,Rosana,BR-SP,BR,-22.354727,-52.674356,SP0247
NULL,,Fazenda Pensamento Airport,Corumbá,BR-MS,BR,-20.130726,-57.653611,MS0164
NULL,,Fazenda Bela Vista Airport,Indiara,BR-GO,BR,-17.153917,-50.014445,GO0117
NULL,,Fazenda Centúria Austrália Airport,Formosa do Rio Preto,BR-BA,BR,-11.358406,-46.166274,BA0173
NULL,,Fazenda Califórnia Airport,São Félix do Xingu,BR-PA,BR,-9.740699,-51.497209,PA0137
