"id","aircraftModel","category","price","quoteDate","leg_Passenger_number_PAX","leg_Departure_Date","leg_Arrival_Date","leg_Departure_Airport","leg_Arrival_Airport"
"1567","Learjet 45XR","Super light jet","21523","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1573","Challenger 850","Heavy jet","48225","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1574","Challenger 300","Super midsize jet","29480","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1576","Phenom 300E","Super light jet","23720","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1577","Challenger 601","Heavy jet","29731","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1578","Citation Excel","Midsize jet","26950","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1579","Citation X","Super midsize jet","30000","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1580","Hawker 850XP","Midsize jet","32000","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1581","Citation XLS","Midsize jet","31250","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1583","Falcon 2000","Heavy jet","37527","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1584","Challenger 604","Heavy jet","34600","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1585","Phenom 300","Super light jet","27281","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1586","Premier I","Light jet","20940","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1587","Learjet 40XR","Super light jet","19400","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1588","Premier I","Light jet","24537","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1589","Learjet 60","Midsize jet","17980","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1590","Nextant 400XTi","Light jet","21000","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1591","Citation Excel","Midsize jet","29651","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1592","Learjet 45","Super light jet","30000","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1593","Challenger 604","Heavy jet","34460","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1594","Falcon 900B","Heavy jet","49570","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1601","Pilatus PC24","Super light jet","22600","2024-08-02 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1609","Phenom 300","Super light jet","26950","2024-08-03 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"1613","Hawker 400XP","Light jet","19162","2024-08-03 00:00:00.000","1","2024-09-05","2024-09-05","KPAE","KDVT"
"2735","Challenger 300","Super midsize jet","23670","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2736","Citation Excel","Midsize jet","24500","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2737","Phenom 300","Super light jet","24830","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2738","Falcon 20","Midsize jet","22483","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2739","Westwind II","Midsize jet","19780","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2741","Falcon 900B","Heavy jet","30406","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2742","Citation Excel","Midsize jet","23385","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2743","Citation Excel, N475CW","Midsize jet","23385","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2747","Phenom 300E","Super light jet","21856","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2754","Citation VI","Midsize jet","26300","2024-08-15 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2763","Praetor 500","Super midsize jet","64692","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2771","Hawker 1000","Super midsize jet","61300","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2772","Gulfstream GIV","Heavy jet","52500","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2773","Global Express XRS","Ultra long range","86340","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2775","Global Express","Ultra long range","85000","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2796","Challenger 604","Heavy jet","41320","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2845","Hawker 850XP","Midsize jet","23950","2024-08-16 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2854","Citation X","Super midsize jet","39200","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"2859","Citation XLS","Midsize jet","23501","2024-08-16 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"2875","Challenger 604","Heavy jet","39997","2024-08-16 00:00:00.000","3","2024-09-05","2024-09-05","KFOK","KSBA"
"3131","Citation Bravo","Light jet","17994","2024-08-20 00:00:00.000","6","2024-09-05","2024-09-05","KPWK","KEFD"
"3238","Citation XLS","Midsize jet","17975","2024-08-20 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3240","Learjet 40XR","Super light jet","15425","2024-08-20 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3241","Learjet 45XR","Super light jet","13537","2024-08-20 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3247","Learjet 45XR","Super light jet","10625","2024-08-20 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3260","Citation Sovereign","Super midsize jet","23775","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3261","Challenger 601","Heavy jet","20743","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3275","Citation X","Super midsize jet","23099","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3276","Citation X","Super midsize jet","19700","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3277","Ultra Long Range","Ultra long range","30000","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3278","Falcon 50","Super midsize jet","23135","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3288","Gulfstream GIV","Heavy jet","23775","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3290","Challenger 850","Heavy jet","28375","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3292","Challenger 604","Heavy jet","26000","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3293","Gulfstream G200","Super midsize jet","22000","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3295","Gulfstream G200","Super midsize jet","20154","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3297","Citation X","Super midsize jet","18722","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3300","Citation Sovereign","Super midsize jet","20400","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3301","Citation X","Super midsize jet","21200","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3324","Challenger 604","Heavy jet","28310","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3330","Learjet 60","Midsize jet","14000","2024-08-21 00:00:00.000","2","2024-09-05",,"KMRY","KSDL"
"3347","Challenger 350","Super midsize jet","22462","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3348","Citation X","Super midsize jet","18520","2024-08-21 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"3920","Learjet 31A","Light jet","13715","2024-09-04 00:00:00.000","1","2024-09-05","2024-09-06","KBLM","KDAB"
"3926","Hawker 800XP","Midsize jet","18000","2024-09-04 00:00:00.000","2","2024-09-05","2024-09-05","KPIE","KTEB"
"3927","Citation VII","Midsize jet","23205","2024-09-04 00:00:00.000","2","2024-09-05","2024-09-05","KPIE","KTEB"
"3931","Citation X","Super midsize jet","21000","2024-09-04 00:00:00.000","1","2024-09-05","2024-09-05","KBLM","KDAB"
"3934","Beechjet 400A","Light jet","15000","2024-09-04 00:00:00.000","1","2024-09-05","2024-09-06","KBLM","KDAB"
"3991","Beechjet 400A","Light jet","17505","2024-09-04 00:00:00.000","1","2024-09-05","2024-09-06","KBLM","KDAB"
"3994","Gulfstream GIVSP","Heavy jet","31116","2024-09-04 00:00:00.000","2","2024-09-05","2024-09-06","KMRY","KSDL"
"4014","Pilatus PC24","Super light jet","14400","2024-09-04 00:00:00.000","2","2024-09-05","2024-09-05","KMRY","KSDL"
"4017","Citation CJ2","Light jet","14411","2024-09-04 00:00:00.000","2","2024-09-05","2024-09-05","KMRY","KSDL"
"4018","Premier I","Light jet","11186","2024-09-05 00:00:00.000","2","2024-09-05","2024-09-05","KMRY","KSDL"
"4027","King Air C90","Turbo prop","4400","2024-09-05 00:00:00.000","5","2024-09-05","2024-09-05","MYNN","KOPF"
"4028","Learjet 31A","Light jet","8500","2024-09-05 00:00:00.000","5","2024-09-05","2024-09-05","MYNN","KOPF"
"4036","Pilatus PC12/47E (NG)","Turbo prop","4847","2024-09-05 00:00:00.000","5","2024-09-05","2024-09-05","MYNN","KOPF"
"4037","King Air 90","Turbo prop","4250","2024-09-05 00:00:00.000","5","2024-09-05","2024-09-05","MYNN","KOPF"
"3459","Cirrus SR 22","Piston","4961","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3460","King Air B200","Turbo prop","4600","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3461","Piper Aerostar 600","Piston","6950","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3465","Pilatus PC12 NGX","Turbo prop","6970","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3472","Pilatus PC 12/45","Turbo prop","4250","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3474","Pilatus PC12 NGX","Turbo prop","5463","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3475","Cessna 208B Grand Caravan","Turbo prop","6500","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3481","King Air B200","Turbo prop","4600","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KORH"
"3483","King Air 350","Turbo prop","6974","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3485","Pilatus PC12/47E (NG)","Turbo prop","3994","2024-08-28 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KORH"
"3510","Beech Baron 58","Turbo prop","4443","2024-08-29 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KORH"
"3511","Beech Baron 58","Turbo prop","4796","2024-08-29 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3545","Kodiak 100","Turbo prop","7258","2024-08-29 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KBED"
"3627","Cirrus SR 22","Piston","4394","2024-08-30 00:00:00.000","2","2024-09-05","2024-09-05","KTEB","KORH"
"3663","Vision Jet","Entry level jet (VLJ)","10274","2024-08-30 00:00:00.000","1","2024-09-05","2024-09-05","KILM","KLGA"
"3664","Learjet 60","Midsize jet","12500","2024-08-30 00:00:00.000","1","2024-09-05","2024-09-05","KILM","KLGA"
"3665","King Air B200","Turbo prop","8500","2024-08-30 00:00:00.000","1","2024-09-05","2024-09-05","KILM","KLGA"
"3671","Citation Latitude","Super midsize jet","36000","2024-08-30 00:00:00.000","2","2024-09-05","2024-09-05","KJAC","KMYR"
"3672","King Air 200","Turbo prop","12480","2024-08-30 00:00:00.000","1","2024-09-05","2024-09-05","KILM","KLGA"
"3673","Citation X","Super midsize jet","35500","2024-08-30 00:00:00.000","2","2024-09-05","2024-09-05","KJAC","KMYR"
"3674","Challenger 300","Super midsize jet","40771","2024-08-30 00:00:00.000","2","2024-09-05","2024-09-05","KJAC","KMYR"
"3676","Challenger 604","Heavy jet","39510","2024-08-30 00:00:00.000","2","2024-09-05","2024-09-05","KJAC","KMYR"
"3685","Falcon 50","Super midsize jet","29000","2024-08-31 00:00:00.000","2","2024-09-05","2024-09-05","KJAC","KMYR"
"3750","Citation CJ2","Light jet","22366","2024-09-01 00:00:00.000","2","2024-09-05","2024-09-05","EGKB","LTFE"
"3751","Citation III","Midsize jet","26553","2024-09-01 00:00:00.000","2","2024-09-05","2024-09-05","EGKB","LTFE"
"3752","Phenom 300","Super light jet","27560","2024-09-01 00:00:00.000","2","2024-09-05","2024-09-05","EGKB","LTFE"
"3756","Falcon 50","Super midsize jet","43354","2024-09-01 00:00:00.000","2","2024-09-05","2024-09-05","EGKB","LTFE"
"3757","Phenom 300E","Super light jet","25758","2024-09-01 00:00:00.000","2","2024-09-05","2024-09-05","EGKB","LTFE"
"3758","Citation XLS","Midsize jet","25758","2024-09-01 00:00:00.000","2","2024-09-05","2024-09-05","EGKB","LTFE"
"3762","King Air 200","Turbo prop","11525","2024-09-01 00:00:00.000","1","2024-09-05","2024-09-05","KILM","KLGA"
"3766","ERJ135 VIP","Airliner","64000","2024-09-01 00:00:00.000","16","2024-09-05","2024-09-05","KCLE","KLAX"
"3693","Pilatus PC12 NGX","Turbo prop","3994","2024-09-02 00:00:00.000","5","2024-09-06","2024-09-06","KHPN","KACY"
"3695","Cessna CE208 Caravan","Turbo prop","4200","2024-09-02 00:00:00.000","5","2024-09-06","2024-09-06","KHPN","KACY"
"3697","Citation CJ2+","Light jet","23038","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3698","Learjet 31A","Light jet","25790","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3699","Hawker 800XP","Midsize jet","26300","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3700","Citation CJ3","Light jet","20970","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3701","Citation Ultra","Light jet","25726.5","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3702","Citation CJ3+","Light jet","19542","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3704","Hawker 800XP","Midsize jet","21282","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3705","Learjet 45","Super light jet","13850","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3707","Challenger 604","Heavy jet","24000","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3709","Sabreliner 65","Midsize jet","25780","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3712","Hawker 850XP","Midsize jet","41349","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"3771","Pilatus PC 12/45","Turbo prop","4250","2024-09-01 00:00:00.000","5","2024-09-06","2024-09-06","KHPN","KACY"
"3772","King Air B200","Turbo prop","5400","2024-09-01 00:00:00.000","5","2024-09-06","2024-09-06","KHPN","KACY"
"3773","King Air B200","Turbo prop","5113","2024-09-01 00:00:00.000","5","2024-09-06","2024-09-06","KHPN","KACY"
"3774","King Air 350","Turbo prop","5917","2024-09-01 00:00:00.000","5","2024-09-06","2024-09-06","KHPN","KACY"
"3830","Pilatus PC12/47","Turbo prop","13100","2024-09-06 00:00:00.000","3","2024-09-06","2024-09-07","KMEM","KARB"
"3854","Piper Aerostar 600","Piston","6700","2024-09-06 00:00:00.000","3","2024-09-06","2024-09-07","KMEM","KARB"
"3864","Learjet 31A","Light jet","14251","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-07","KTPA","KCMH"
"3885","Beechjet 400A","Light jet","19221","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3886","Citation CJ2+","Light jet","16496","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3887","Learjet 31A","Light jet","14056","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3888","Beechjet 400A","Light jet","21326","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3890","Citation Bravo","Light jet","21700","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3892","Citation Ultra","Light jet","14788","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3899","Gulfstream GIV","Heavy jet","127800","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-07","KBOS","SBGL"
"3900","Gulfstream GV","Ultra long range","187500","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-07","KBED","SBGL"
"3921","Hawker 800XP","Midsize jet","15500","2024-09-04 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"3966","Nextant 400XTi","Light jet","12630","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"3967","Citation CJ3","Light jet","16000","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"3970","Falcon 2000","Heavy jet","28000","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"3972","Learjet 55","Midsize jet","14950","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"3973","Hawker 800XP","Midsize jet","31000","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"3974","Nextant 400XTi","Light jet","16050","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"3975","Citation CJ3","Light jet","22566","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"3977","Citation X","Super midsize jet","24500","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"3979","Nextant 400XTi","Light jet","14950","2024-09-04 00:00:00.000","2","2024-09-06","2024-09-06","KTEB","KPBI"
"3980","Learjet 60","Midsize jet","22000","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"3981","Challenger 300","Super midsize jet","39310","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"3984","Citation Encore+","Light jet","14700","2024-09-04 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"3986","Falcon 50 EX","Super midsize jet","19000","2024-09-04 00:00:00.000","2","2024-09-06","2024-09-06","KTEB","KPBI"
"3989","Hawker 800XP","Midsize jet","14000","2024-09-04 00:00:00.000","2","2024-09-06","2024-09-06","KTEB","KPBI"
"3997","Hawker 800XP","Midsize jet","23599","2024-09-04 00:00:00.000","5","2024-09-06",,"KMCI","KVNY"
"3998","King Air 200","Turbo prop","15133","2024-09-04 00:00:00.000","2","2024-09-06","2024-09-06","KTEB","KPBI"
"4044","Citation V","Light jet","8056","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEIB"
"4045","Citation CJ2+","Light jet","9805","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEIB"
"4046","Citation Mustang","Entry level jet (VLJ)","10176","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEIB"
"4048","Diamond DA62","Piston","9010","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEIB"
"4054","Citation V","Light jet","7102","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEVC"
"4057","Citation XLS+","Midsize jet","13545.74","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEIB"
"4069","Citation V","Light jet","8056","2024-09-05 00:00:00.000","4","2024-09-06","2024-09-06","LEMD","LEIB"
"4092","Pilatus PC12 NGX","Turbo prop","4847","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","MYNN","KFLL"
"4104","King Air 90","Turbo prop","4840","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","MYNN","KFLL"
"4106","King Air C90B","Turbo prop","4450","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","MYNN","KFLL"
"4124","Beechjet 400A","Light jet","5500","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","MYNN","KFLL"
"4150","Learjet 60","Midsize jet","85000","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","KJAX","KPDK"
"4151","Learjet 60","Midsize jet","8500","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","KJAX","KPDK"
"4152","Vision Jet","Entry level jet (VLJ)","8100","2024-09-05 00:00:00.000","2","2024-09-06","2024-09-06","KJAX","KPDK"
"3661","Hawker 800 SP","Midsize jet","18500","2024-08-30 00:00:00.000","2","2024-09-06","2024-09-06","KVNY","MMSD"
"3662","Hawker 800XP","Midsize jet","17000","2024-08-30 00:00:00.000","2","2024-09-06","2024-09-06","KVNY","MMSD"
"1221","Pilatus PC 12/45","Turbo prop","4974","2024-08-02 00:00:00.000","2","2024-09-06","2024-09-06","KBUR","KAVX"
"1245","Diamond DA62","Piston","5640","2024-08-02 00:00:00.000","2","2024-09-06","2024-09-06","KBUR","KAVX"
"1246","TBM 700","Turbo prop","4950","2024-08-02 00:00:00.000","2","2024-09-06","2024-09-06","KBUR","KAVX"
"14473","2003 Citation Bravo","Light jet","21988","2024-08-27 00:00:00.000",,"2024-09-06","2024-09-06","KHOU","KTEB"
"14554","MID SIZE JET","Midsize jet","21420","2024-09-02 00:00:00.000","3","2024-09-06","2024-09-06","KEYW","CYYZ"
"14603","Light Jet","Light jet","13640","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"14615","Light Jet","Light jet","21925","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23234","Pilatus PC-12","Turbo prop","14854.25","2024-09-06 00:00:00.000","8","2024-09-06","2024-09-06","KTPA","KCMH"
"23236","Beechcraft Hawker 800XP","Midsize jet","21500","2024-09-06 00:00:00.000","1","2024-09-06",NULL,"KTPA","KCMH"
"23238","CL64","Unknown","20635","2024-09-06 00:00:00.000","0","2024-09-06","2024-09-06","KTPA","KCMH"
"23239","Cessna Citation Ultra","Light jet","11955","2024-09-06 00:00:00.000","1","2024-09-06","2024-09-06","KTPA","KCMH"
"23276","Citation CJ","Entry level jet (VLJ)","15986.25","2024-09-03 00:00:00.000","1","2024-09-06","2024-09-06","KTPA","KBUF"
"23295","Nextant 400XTi","Light jet","16055","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23297","Mid Size Jet","Midsize jet","15638","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23299","Light Jet","Light jet","13640","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23301","Cessna Citation Ultra","Light jet","15995","2024-09-06 00:00:00.000",NULL,"2024-09-06","2024-09-06","KTPA","KBUF"
"23303","Cessna Citation CJ2+","Light jet","16496","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23305","Beechcraft Beechjet 400A","Light jet","19221","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23307","Beechcraft Beechjet 400","Light jet","21326","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23309","N79CJ Falcon 10","Super light jet","15700","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23310","Falcon 10","Super light jet","15700","2024-09-03 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23311","Cessna Citation Ultra","Light jet","14788","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23315","Beechcraft Hawker 800XP","Midsize jet","14340","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23324","Gulfstream G-IV","Heavy jet","127800","2024-09-06 00:00:00.000","4","2024-09-06","2024-09-07","KBOS","SBGL"
"23355","Learjet 60","Midsize jet","21300","2024-09-04 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23445","Beechcraft Hawker 800XP","Midsize jet","15500","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTPA","KBUF"
"23465","Nextant 400XTi","Light jet","13880","2024-09-06 00:00:00.000","1","2024-09-06","2024-09-06","KTEB","KSUA"
"23471","Cessna Citation Excel (N29ZR)","Midsize jet","26017","2024-09-06 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"23475","Beechcraft Hawker 800XP","Midsize jet","16000","2024-09-06 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"23477","Light Jet","Light jet","11115","2024-09-06 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"23479","Nextant 400XTi","Light jet","12630","2024-09-06 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"23480","Nextant 400XTi","Light jet","14950","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTEB","KPBI"
"23485","Nextant 400XTi","Light jet","11750","2024-09-06 00:00:00.000","4","2024-09-06","2024-09-06","KTEB","KPDK"
"23487","Beechcraft Hawker 800XP","Midsize jet","31000","2024-09-06 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23488","Nextant 400XTi","Light jet","16050","2024-09-06 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23491","Piaggio Avanti II","Light jet","21750","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMKC","KVNY"
"23493","Cessna Citation CJ3","Light jet","22566","2024-09-06 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23495","Premier I","Light jet","20826.67","2024-09-04 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23499","Cessna Citation X","Super midsize jet","24500","2024-09-06 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23505","Light Jet","Light jet","21925","2024-09-06 00:00:00.000","5","2024-09-06","2024-09-06","KMCI","KVNY"
"23511","Light Jet","Light jet","14060","2024-09-06 00:00:00.000","1","2024-09-06",NULL,"KTEB","KSUA"
"23513","Mid Size Jet","Midsize jet","16119","2024-09-06 00:00:00.000","1","2024-09-06",NULL,"KTEB","KSUA"
"23519","Light Jet","Light jet","17184","2024-09-06 00:00:00.000","2","2024-09-06","2024-09-06","KTEB","KPBI"
"23524","Nextant 400XTi","Light jet","14715","2024-09-06 00:00:00.000","1","2024-09-06","2024-09-06","KTEB","KSUA"
