"id","aircraftModel","category","price","quoteDate","leg_Passenger_number_PAX","leg_Departure_Date","leg_Arrival_Date","leg_Departure_Airport","leg_Arrival_Airport"
"18155","CESSNA 510 Citation Mustang","Entry level jet (VLJ)","14628","2024-01-08 00:00:00.000","2","2024-01-08","2024-01-08","LFTH","LEIB"
"15308","Beechjet 400A","Light jet","41900","2024-01-11 00:00:00.000","4","2024-01-11",NULL,"MROC","SPJC"
"26362","Phenom 300","Super light jet","22154","2024-01-11 00:00:00.000","4","2024-01-11","2024-01-11","LEMG","LOWW"
"33846","Nextant 400XTi","Light jet","17490","2024-01-12 00:00:00.000","4","2024-01-12",NULL,"LEMG","EGLF"
"22303","Beechjet 400A","Light jet","10918","2024-03-09 00:00:00.000","2","2024-03-09","2024-03-09","LIML","LOWW"
"22534","Learjet 60XR","Midsize jet","13780","2024-03-09 00:00:00.000","2","2024-03-09","2024-03-09","LIML","LOWW"
"19171","Cessna Mustang","Unknown","13356","2024-04-08 00:00:00.000","2","2024-04-08","2024-04-08","EHAM","ENAL"
"18969","Hawker 800XPi","Midsize jet","46640","2024-03-08 00:00:00.000","2","2024-04-08","2024-04-08","DGAA","GMMN"
"17878","Cessna Citation XLS+","Midsize jet","17861","2024-04-12 00:00:00.000","4","2024-04-12","2024-04-12","LIMC","EGKB"
"30247","Learjet 60","Midsize jet","11380","2024-05-11 00:00:00.000","6","2024-05-25","2024-05-25","SADF","SANE"
"19340","Citation CJ3","Light jet","17278","2024-06-08 00:00:00.000","3","2024-06-08","2024-06-08","LBSF","LSGG"
"23621","Beechjet 400A","Light jet","10706","2024-06-09 00:00:00.000","4","2024-06-09","2024-06-09","LEMD","LEIB"
"23623","HondaJet","Entry level jet (VLJ)","9540","2024-05-09 00:00:00.000","4","2024-06-09","2024-06-09","LEMD","LEIB"
"23624","HondaJet","Entry level jet (VLJ)","9540","2024-06-09 00:00:00.000","4","2024-06-09","2024-06-09","LEMD","LEIB"
"32210","Phenom 300","Super light jet","10600","2024-06-12 00:00:00.000","2","2024-06-12","2024-06-12","LSGG","LFPB"
"1443","Phenom 100","Entry level jet (VLJ)","11250","2024-07-07 00:00:00.000","1","2024-07-07","2024-07-07","KMVY","KBUY"
"1114","Gulfstream G550","Ultra long range","57801","2024-07-07 00:00:00.000","11","2024-07-07","2024-07-07","MMUN","KDAL"
"19933","Gulfstream G-V","Ultra long range","79500","2024-07-08 00:00:00.000","6","2024-07-08","2024-07-09","KTEB","LIRA"
"23","Beechjet 400","Light jet","11500","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-17","KRVS","KAEX"
"27","Citation II","Light jet","9700","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-17","KRVS","KAEX"
"28","Pilatus PC12/47","Turbo prop","10200","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-17","KRVS","KAEX"
"29","King Air 90","Turbo prop","7300","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-17","KRVS","KAEX"
"16190","Learjet 60","Midsize jet","18900","2024-07-16 00:00:00.000","3","2024-07-16","2024-07-16","KCGI","KMKC"
"16240","Beechcraft Beechjet 400","Light jet","11500","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-16","KRVS","KAEX"
"16273","Piaggio Avanti II","Light jet","8050","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-16","KRVS","KAEX"
"16275","Cessna Citation X","Super midsize jet","19750","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-16","KRVS","KAEX"
"16279","King Air C90","Turbo prop","11774.64","2024-07-16 00:00:00.000","1","2024-07-16",NULL,"KRVS","KAEX"
"16287","King Air 200","Turbo prop","12380","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-16","KRVS","KAEX"
"16288","Citation II","Light jet","15939.4","2024-07-16 00:00:00.000","1","2024-07-16","2024-07-16","KRVS","KAEX"
"16211","Cessna Citation XLS","Midsize jet","12970","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"16213","Midsize Jet","Midsize jet","9500","2024-07-17 00:00:00.000","2","2024-07-17",NULL,"KCGF","KTEB"
"16216","Learjet 45XR","Super light jet","13900","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"16220","Cessna Citation X","Super midsize jet","14900","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"16232","Cessna Citation M2","Entry level jet (VLJ)","14000","2024-07-17 00:00:00.000","1","2024-07-17","2024-07-17","ESNN","KFTW"
"16238","Beechcraft Premier I","Light jet","15260","2024-07-17 00:00:00.000","6","2024-07-17","2024-07-17","ESNN","KFTW"
"16251","Learjet 60","Midsize jet","17335","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"16265","Light Jet","Light jet","17624","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","KSDL","KFTW"
"16271","Cessna Citation X","Super midsize jet","20870","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","ESNN","KFTW"
"16278","Nextant 400XTi","Light jet","12410","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","KSDL","KFTW"
"16285","Beechcraft Hawker 900XP","Midsize jet","16325","2024-07-17 00:00:00.000","TBD","2024-07-17","2024-07-17","ESNN","KFTW"
"16149","Beechcraft Hawker 800XP","Midsize jet","12199","2024-07-17 00:00:00.000","4","2024-07-17","2024-07-17","KORF","KRKD"
"16153","Bombardier Lear 60","Light jet","18537","2024-07-17 00:00:00.000","4","2024-07-17","2024-07-17","KORF","KRKD"
"16187","CESSNA 510 Citation Mustang","Entry level jet (VLJ)","10610.6","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","LFPB","LFMN"
"16203","Cessna Citation Bravo","Light jet","10755","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"16209","Light Jet","Light jet","8500","2024-07-17 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"13840","Beechjet 400A","Light jet","10950","2024-07-16 00:00:00.000","4","2024-07-17","2024-07-17","KORF","KRKD"
"13841","Beechjet 400A","Light jet","10950","2024-07-16 00:00:00.000","4","2024-07-17","2024-07-17","KORF","KRKD"
"13845","PC12NGX","Turbo prop","10840","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KRAP","KMSO"
"1","Hawker 800XP","Midsize jet","12199","2024-07-16 00:00:00.000","4","2024-07-17","2024-07-17","KORF","KRKD"
"10","Citation Bravo","Light jet","10755","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"12","Citation Excel","Midsize jet","14500","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"13","Citation Bravo","Light jet","11995","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"20","Learjet 55","Midsize jet","11800","2024-07-16 00:00:00.000","2","2024-07-17","2024-07-17","KCGF","KTEB"
"2","Falcon 900B","Heavy jet","47545","2024-07-16 00:00:00.000","11","2024-07-18","2024-07-18","KRIL","KIAD"
"21","Phenom 300","Super light jet","12750","2024-07-16 00:00:00.000","2","2024-07-18","2024-07-18","KCGF","KTEB"
"24","Beechjet 400","Light jet","13950","2024-07-16 00:00:00.000","2","2024-07-18","2024-07-18","KSDL","KFTW"
"25","Beechjet 400A","Light jet","14975","2024-07-16 00:00:00.000","2","2024-07-18","2024-07-18","KSDL","KFTW"
"26","Citation V","Light jet","13900","2024-07-16 00:00:00.000","2","2024-07-18","2024-07-18","KSDL","KFTW"
"32","Citation CJ2","Light jet","23718","2024-07-16 00:00:00.000","2","2024-07-18","2024-07-18","KSDL","KFTW"
"16151","Dassault Falcon 900B","Heavy jet","47545","2024-07-18 00:00:00.000","11","2024-07-18","2024-07-18","KRIL","KIAD"
"16253","Piaggio Avanti II","Light jet","12500","2024-07-16 00:00:00.000","2","2024-07-18","2024-07-18","KSDL","KFTW"
"16259","Mid Size Jet","Midsize jet","15950","2024-07-18 00:00:00.000","2","2024-07-18","2024-07-18","KSDL","KFTW"
"16263","Beechcraft Beechjet 400","Light jet","13950","2024-07-18 00:00:00.000","2","2024-07-18","2024-07-18","ESNN","KFTW"
"16267","Beechcraft Beechjet 400A","Light jet","14975","2024-07-18 00:00:00.000","2","2024-07-18","2024-07-18","ESNN","KFTW"
"16257","Citation CJ2","Light jet","16950","2024-07-16 00:00:00.000","2","2024-07-19","2024-07-19","KSDL","KDFW"
"16299","Beechcraft King Air 350","Turbo prop","19500","2024-07-19 00:00:00.000","2","2024-07-19","2024-07-19","ESNN","KFTW"
"13866","Light Jet","Light jet","9900","2024-07-16 00:00:00.000","2","2024-07-19","2024-07-19","KPLR","KOPF"
"13844","Piper Aztec","Unknown","1400","2024-07-16 00:00:00.000","1","2024-07-20",NULL,"MYNN","MYEH"
"16188","Mid Size Jet","Midsize jet","27587","2024-07-20 00:00:00.000","3","2024-07-20","2024-07-20","KTEB","KSAT"
"3","Cessna 414A","Piston","10540","2024-07-16 00:00:00.000","2","2024-07-21","2024-07-21","KAVL","KPBI"
"6","Learjet 70","Super light jet","12049","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"7","Beechjet 400A","Light jet","9161","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"8","Pilatus PC12/47E (NG)","Turbo prop","7843","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"9","King Air 350","Turbo prop","8083","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"11","Citation Encore","Light jet","7985","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"14","Pilatus PC12 NGX","Turbo prop","8850","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16186","Light Jet","Light jet","9985","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16194","Beechcraft Hawker 400XP","Light jet","9161","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16198","Pilatus PC-12","Turbo prop","7843","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16201","Beechcraft King Air 350","Turbo prop","8083","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16205","Embraer Phenom 100","Entry level jet (VLJ)","6733","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16207","Cessna Citation Encore","Light jet","7985","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16226","Cessna Citation Bravo","Light jet","8250","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16249","Cessna Citation Ultra","Light jet","9478","2024-07-22 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16252","Light Jet","Light jet","8579","2024-07-22 00:00:00.000","1","2024-07-22","2024-07-22","KBBG","KCVG"
"16280","Midsize Jet","Midsize jet","9718","2024-07-22 00:00:00.000","1","2024-07-22",NULL,"KBBG","KCVG"
"13862","LIGHT JET","Light jet","9985","2024-07-16 00:00:00.000","5","2024-07-22","2024-07-22","KVNY","KSAN"
"16158","Beechcraft King Air 350","Turbo prop","22171.88","2024-07-16 00:00:00.000","30","2024-07-24","2024-07-24","KMKC","KPGA"
"16242","Phenom 300","Super light jet","8607.73","2024-07-16 00:00:00.000","2","2024-07-25","2024-07-25","MMAN","KSAT"
"17988","Gulfstream G550","Ultra long range","65180","2024-07-26 00:00:00.000","18","2024-07-26","2024-07-26","KHOU","MMPR"
"17992","Hawker 800","Midsize jet","18000","2024-07-26 00:00:00.000","4","2024-07-26","2024-07-26","KHOU","MMPR"
"17993","Hawker 800","Midsize jet","18000","2024-07-26 00:00:00.000","4","2024-07-26","2024-07-26","KHOU","MMPR"
"980","Hawker 800A","Midsize jet","21000","2024-07-26 00:00:00.000","4","2024-07-26","2024-07-27","KHOU","MMPR"
"982","Citation CJ3+","Light jet","9376","2024-07-26 00:00:00.000","2","2024-07-27","2024-07-27","KPWK","KCIU"
"994","King Air C90","Turbo prop","5000","2024-07-26 00:00:00.000","2","2024-07-27","2024-07-28","KMCO","KOPF"
"996","Pilatus PC 12/45","Turbo prop","4900","2024-07-26 00:00:00.000","2","2024-07-27","2024-07-28","KMCO","KOPF"
"997","Vision Jet","Entry level jet (VLJ)","3213","2024-07-26 00:00:00.000","2","2024-07-27","2024-07-27","KMCO","KOPF"
"999","Pilatus PC12/47E (NG)","Turbo prop","4919","2024-07-26 00:00:00.000","2","2024-07-27","2024-07-27","KMCO","KOPF"
"1009","Sabreliner 65","Midsize jet","9209","2024-07-26 00:00:00.000","2","2024-07-27","2024-07-28","KMCO","KOPF"
"1022","Citation X","Super midsize jet","30000","2024-07-27 00:00:00.000","4","2024-07-27","2024-07-27","KSJC","KIAD"
"34","Pilatus PC 12/45","Turbo prop","9500","2024-07-16 00:00:00.000","2","2024-07-27","2024-07-27","KBTV","CYQA"
"35","Phenom 300","Super light jet","13000","2024-07-16 00:00:00.000","2","2024-07-27","2024-07-27","KBTV","CYQA"
"37","King Air B200","Turbo prop","7950","2024-07-16 00:00:00.000","2","2024-07-27","2024-07-27","KBTV","CYQA"
"38","Piper Aerostar 600","Piston","5900","2024-07-17 00:00:00.000","2","2024-07-27","2024-07-27","KBTV","CYQA"
"40","Pilatus PC12/47E (NG)","Turbo prop","13884","2024-07-17 00:00:00.000","2","2024-07-27","2024-07-27","KBTV","CYQA"
"17979","Light jet","Light jet","18745.83","2024-07-26 00:00:00.000","4","2024-07-27","2024-07-27","KHOU","MMPR"
"17990","Falcon 100","Super light jet","23400","2024-07-26 00:00:00.000","4","2024-07-27","2024-07-27","KHOU","MMPR"
"18021","Cirrus Vision Jet SF50","Entry level jet (VLJ)","3213","2024-07-27 00:00:00.000","2","2024-07-27","2024-07-27","KMCO","KOPF"
"18025","Sabreliner 65","Midsize jet","9209","2024-07-27 00:00:00.000","2","2024-07-27","2024-07-27","KMCO","KOPF"
"18040","Cessna Citation X","Super midsize jet","30000","2024-07-27 00:00:00.000","4","2024-07-27","2024-07-27","KSJC","KIAD"
"18043","Cessna Citation X","Super midsize jet","30000","2024-07-27 00:00:00.000","4","2024-07-27","2024-07-27","KOAK","KIAD"
"16297","Pilatus PC-12 NG","Turbo prop","13884","2024-07-27 00:00:00.000","2","2024-07-27","2024-07-27","KBTV","CYQA"
"18031","Premier IA","Light jet","8480","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","LFMN","LIEO"
"18033","DA-50","Piston","45000","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","KTEB","KAUS"
"18071","Pilatus PC-12","Turbo prop","10800","2024-07-28 00:00:00.000","7","2024-07-28","2024-07-28","KSFO","S05"
"18075","Citation X","Super midsize jet","24500","2024-07-28 00:00:00.000","7","2024-07-28","2024-07-28","KSFO","KOTH"
"16160","Pilatus PC-12 NG","Turbo prop","13576","2024-07-28 00:00:00.000","2","2024-07-28","2024-07-28","CYCG","KSFO"
"4","Pilatus PC12/47E (NG)","Turbo prop","13540","2024-07-16 00:00:00.000","2","2024-07-28","2024-07-28","CYCG","KSFO"
"983","Learjet 60","Midsize jet","24912","2024-07-26 00:00:00.000","2","2024-07-28","2024-07-28","WBGG","WMSA"
"1010","Learjet 31A","Light jet","12674","2024-07-26 00:00:00.000","2","2024-07-28","2024-07-28","KOXC","KLEX"
"1012","Citation X","Super midsize jet","27000","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","KTEB","KAUS"
"1017","Citation Mustang","Entry level jet (VLJ)","7144.400000000001","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","LFMN","LIEO"
"1018","AVIATOR TP600","Turbo prop","5459","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","LFMN","LIEO"
"1019","Citation Mustang","Entry level jet (VLJ)","8851","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","LFMN","LIEO"
"1021","Diamond DA62","Piston","7208","2024-07-27 00:00:00.000","4","2024-07-28","2024-07-28","LFMN","LIEO"
"1033","Phenom 300","Super light jet","39500","2024-07-28 00:00:00.000","3","2024-07-28","2024-07-28","KVNY","KPWK"
"1045","Ultra Long Range","Ultra long range","42000","2024-07-28 00:00:00.000","3","2024-07-28","2024-07-28","KVNY","KPWK"
"1046","Citation Sovereign+","Super midsize jet","48056","2024-07-28 00:00:00.000","3","2024-07-28","2024-07-29","KVNY","KPWK"
"13858","Light Jet","Light jet","8693","2024-07-16 00:00:00.000","2","2024-07-28","2024-07-28","KIPT","KROA"
"14053","Falcon 10","Super light jet","17554.81","2024-07-28 00:00:00.000","2","2024-07-28","2024-07-28","KPHX","KFCM"
"14054","Honda Jet N211PJ","Entry level jet (VLJ)","16822","2024-07-28 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"14066","Honda Jet N211PJ","Entry level jet (VLJ)","16822","2024-07-29 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"14067","Honda Jet N211PJ","Entry level jet (VLJ)","16822","2024-07-29 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"18047","Premier I","Light jet","15505","2024-07-28 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"18049","Pilatus PC-12 NG","Turbo prop","13500","2024-07-29 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"18051","Eclipse 500","Entry level jet (VLJ)","14830","2024-07-29 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"18053","Embraer Praetor 500","Super midsize jet","21672","2024-07-29 00:00:00.000","8","2024-07-29","2024-07-29","KVNY","KBZN"
"18128","CESSNA 510 Citation Mustang","Entry level jet (VLJ)","10441","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","LEBL","LFMN"
"18142","Cessna Citation X","Super midsize jet","20806","2024-07-29 00:00:00.000","8","2024-07-29","2024-07-29","KTEX","KTUL"
"18148","Eclipse 500","Entry level jet (VLJ)","14255","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","KTEX","KTUL"
"18150","Beechcraft King Air B200","Turbo prop","11485","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","KTEX","KTUL"
"18151","Embraer Praetor 500","Super midsize jet","29080","2024-07-29 00:00:00.000","8","2024-07-29","2024-07-29","KTEX","KTUL"
"18153","Citation II","Light jet","16779","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","KTEX","KTUL"
"18284","Pilatus PC-12","Turbo prop","13990","2024-07-29 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"1024","TBM 700","Turbo prop","12600","2024-07-28 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"1025","Pilatus PC12/47E (NG)","Turbo prop","13500","2024-07-28 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"1032","Learjet 35A","Light jet","8692","2024-07-28 00:00:00.000","2","2024-07-29","2024-07-29","LGAV","LWOH"
"1042","Pilatus PC12/47E (NG)","Turbo prop","9275","2024-07-28 00:00:00.000","2","2024-07-29","2024-07-29","LGAV","LWOH"
"1044","Premier I","Light jet","10494","2024-07-28 00:00:00.000","2","2024-07-29","2024-07-29","LGAV","LWOH"
"1053","Learjet 35A","Light jet","8692","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","LGAV","LWOH"
"1093","Eclipse 500","Entry level jet (VLJ)","14255","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","KTEX","KTUL"
"1094","King Air B200","Turbo prop","11485","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","KTEX","KTUL"
"1095","Fairchild Merlin IIIC","Turbo prop","12675","2024-07-29 00:00:00.000","2","2024-07-29","2024-07-29","KTEX","KTUL"
"1169","Pilatus PC12/47","Turbo prop","13990","2024-07-28 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"1171","King Air B200","Turbo prop","14937","2024-07-28 00:00:00.000","1","2024-07-29","2024-07-29","KVNY","KBZN"
"1011","Beechjet 400A","Light jet","14950","2024-07-27 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"1015","Citation V","Light jet","11700","2024-07-27 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"1016","Learjet 60","Midsize jet","12900","2024-07-27 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"1029","Challenger 300","Super midsize jet","59416","2024-07-28 00:00:00.000","4","2024-07-30","2024-07-30","KFMY","KSUN"
"1076","Citation Excel","Midsize jet","33514","2024-07-29 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"1081","King Air 260","Turbo prop","12932","2024-07-29 00:00:00.000","2","2024-07-30","2024-07-30","LEBL","LFTZ"
"1082","Pilatus PC12 NGX","Turbo prop","8374","2024-07-29 00:00:00.000","2","2024-07-30","2024-07-30","LEBL","LFTZ"
"1083","Pilatus PC12/47E (NG)","Turbo prop","11130","2024-07-29 00:00:00.000","2","2024-07-30","2024-07-30","LEBL","LFTZ"
"1084","Nextant 400XTi","Light jet","28461","2024-07-29 00:00:00.000","3","2024-07-30",,"LEIB","EGPH"
"1085","Citation II","Light jet","24327","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1086","Citation XLS+","Midsize jet","25652","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1087","Citation CJ2","Light jet","20140","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1091","Hawker 850XP","Midsize jet","33496","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1111","Citation III","Midsize jet","24062","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1112","Citation CJ3","Light jet","25864","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1116","Citation CJ3+","Light jet","24327","2024-07-29 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1138","Pilatus PC12 NGX","Turbo prop","7632","2024-07-29 00:00:00.000","1","2024-07-30","2024-07-30","LFTZ","LSGS"
"1147","Cessna CE208 Caravan","Turbo prop","3076","2024-07-29 00:00:00.000","1","2024-07-30","2024-07-30","KMTP","KWST"
"1148","King Air B200","Turbo prop","5600","2024-07-29 00:00:00.000","1","2024-07-30","2024-07-30","KMTP","KWST"
"1150","Citation CJ1","Entry level jet (VLJ)","9646","2024-07-29 00:00:00.000","1","2024-07-30","2024-07-30","LFTZ","LSGS"
"1151","Pilatus PC12 NGX","Turbo prop","4069","2024-07-29 00:00:00.000","1","2024-07-30","2024-07-30","KMTP","KWST"
"1158","Cessna 208B Grand Caravan","Turbo prop","4000","2024-07-29 00:00:00.000","1","2024-07-30","2024-07-30","KMTP","KWST"
"1174","Citation CJ2","Light jet","19928","2024-07-30 00:00:00.000","3","2024-07-30","2024-07-30","LEIB","EGPH"
"1258","Global Express","Ultra long range","16000","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-30","MMSL","KSDL"
"1260","Learjet 45XR","Super light jet","21558","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-30","MMSL","KSDL"
"1261","Hawker 800 SP","Midsize jet","16500","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-30","MMSL","KSDL"
"1264","Citation XLS","Midsize jet","28708","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-30","MMSL","KSDL"
"1293","Hawker 800 SP","Midsize jet","19000","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-30","MMSL","KSDL"
"1300","Citation CJ3","Light jet","21116","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-31","MMSL","KSDL"
"14051","Beechcraft Beechjet 400A","Light jet","14950","2024-07-27 00:00:00.000",NULL,"2024-07-30",NULL,"KPDK","KDAL"
"14052","Beechcraft Beechjet 400A","Light jet","14950","2024-07-27 00:00:00.000",,"2024-07-30",NULL,"KPDK","KDAL"
"14099","MID SIZE JET","Midsize jet","32000","2024-07-30 00:00:00.000","3","2024-07-30","2024-07-30","KFLL","MPTO"
"18029","Citation II","Light jet","15107.55","2024-07-27 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"18036","Citation V","Light jet","13575.85","2024-07-27 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"18037","Citation V","Light jet","13575.85","2024-07-30 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"18126","Cessna Citation Excel","Midsize jet","33514","2024-07-30 00:00:00.000","2","2024-07-30","2024-07-30","KPDK","KDAL"
"18138","Pilatus PC-12/47E (NG)","Turbo prop","6731","2024-07-29 00:00:00.000","2","2024-07-30","2024-07-30","LEBL","LFTZ"
"18140","CESSNA 510 Citation Mustang","Entry level jet (VLJ)","7314","2024-07-29 00:00:00.000","2","2024-07-30","2024-07-30","LEBL","LFTH"
"18248","Cessna 208 Caravan","Turbo prop","3076","2024-07-30 00:00:00.000","1","2024-07-30","2024-07-30","KMTP","KWST"
"18429","Learjet 60","Midsize jet","36871","2024-07-30 00:00:00.000",,"2024-07-30","2024-07-30","KFLL","MPTO"
"18460","Bombardier Lear 45XR","Light jet","21648","2024-07-30 00:00:00.000","5","2024-07-30","2024-07-30","MMSL","ESNN"
"18468","Embraer Legacy 500","Super midsize jet","44423","2024-07-30 00:00:00.000","3","2024-07-30","2024-07-30","KFLL","MPTO"
"18472","Beechcraft Hawker 800XP","Midsize jet","26500","2024-07-30 00:00:00.000","3","2024-07-30","2024-07-30","KFXE","MPTO"
"18474","Cessna Citation Encore","Light jet","31700","2024-07-30 00:00:00.000","8","2024-07-30","2024-07-30","KFLL","MPTO"
"18497","Mid Size Jet","Midsize jet","32000","2024-07-30 00:00:00.000","3","2024-07-30",NULL,"KFLL","MPTO"
"18503","Gulfstream G280","Super midsize jet","17880","2024-07-30 00:00:00.000",NULL,"2024-07-30","2024-07-30","KFXE","KMYR"
"18653","Gulfstream G280","Super midsize jet","37280","2024-07-30 00:00:00.000",NULL,"2024-07-30","2024-07-30","KPIE","KTEB"
"18718","Falcon 100","Super light jet","14200","2024-07-30 00:00:00.000","4","2024-07-30","2024-07-30","KDAL","KGSO"
"18723","Citation VII","Midsize jet","24479.17","2024-07-30 00:00:00.000","4","2024-07-30","2024-07-30","KDFW","KGSO"
"18725","Citation II","Light jet","21598.2","2024-07-30 00:00:00.000","4","2024-07-30","2024-07-31","KDFW","KGSO"
"18432","Embraer Phenom 300E","Super light jet","14530","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18444","N79CJ Falcon 10","Super light jet","12300","2024-07-30 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18446","Cessna Citation Bravo","Light jet","13873","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18448","Bombardier Lear 70","Light jet","14500","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18450","Cessna Citation Bravo","Light jet","13500","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18452","Beechcraft King Air 200","Turbo prop","13726","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18454","Cessna Citation CJ2","Light jet","17380","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18458","Nextant 400XTi","Light jet","11640","2024-07-31 00:00:00.000","5","2024-07-31","2024-07-31","KJFK","KMYR"
"18462","Light Jet","Light jet","14834","2024-07-31 00:00:00.000","5","2024-07-31",NULL,"KJFK","KMYR"
