id,aircraftModel,category,price,quoteDate,leg_Passenger_number_PAX,leg_Departure_Date,leg_Arrival_Date,leg_Departure_Airport,leg_Arrival_Airport,month,day_of_week,route,days_until_departure,is_holiday,season,trip_duration,is_weekend,departure_hour,is_peak_hour
22070,PHENOM 300,Super light jet,22805.0,2024-08-20,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,69,False,fall,0.0,False,0,False
341,Gulfstream GV,Ultra long range,26933.0,2024-10-16,2,2024-10-28,,KTEB,KOPF,10,0,KTEB - KOPF,12,False,fall,,False,0,False
350,Citation Sovereign,Super midsize jet,33000.0,2024-10-16,2,2024-10-28,2024-10-28,KTEB,KDAL,10,0,KTEB - KDAL,12,False,fall,0.0,False,0,False
356,Gulfstream G550,Ultra long range,59750.0,2024-10-16,2,2024-10-28,,KTEB,KDAL,10,0,KTEB - KDAL,12,False,fall,,False,0,False
359,Citation X,Super midsize jet,23995.0,2024-10-16,2,2024-10-28,2024-10-28,KTEB,KOPF,10,0,KTEB - KOPF,12,False,fall,0.0,False,0,False
481,Learjet 60,Midsize jet,23060.0,2024-10-19,3,2024-10-28,,KMEM,MMDO,10,0,KMEM - MMDO,9,False,fall,,False,0,False
482,Learjet 35A,Light jet,22700.0,2024-10-19,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,9,False,fall,0.0,False,0,False
486,Hawker 800A,Midsize jet,31808.0,2024-10-19,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,9,False,fall,0.0,False,0,False
495,Challenger 604,Heavy jet,51140.0,2024-10-19,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,9,False,fall,0.0,False,0,False
501,Beechjet 400A,Light jet,16700.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
502,Nextant 400XTi,Light jet,17960.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
503,Beechjet 400A,Light jet,15550.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
504,Eclipse 500,Entry level jet (VLJ),16000.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
505,Pilatus PC12/47E (NG),Turbo prop,13149.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
506,Pilatus PC12/47E (NG),Turbo prop,13797.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
507,Pilatus PC12,Turbo prop,14727.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
508,Pilatus PC 12,Turbo prop,14727.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
509,Sabreliner 65,Midsize jet,14907.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
510,Learjet 60,Midsize jet,16390.0,2024-10-19,1,2024-10-28,,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,,False,0,False
511,Vision Jet,Entry level jet (VLJ),14198.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
512,Citation CJ1,Entry level jet (VLJ),17140.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
523,King Air 200,Turbo prop,12760.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
524,King Air C90B,Turbo prop,12500.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
525,King Air C90A,Turbo prop,13955.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
526,Phenom 300E,Super light jet,15685.0,2024-10-19,1,2024-10-28,2024-10-29,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,1.0,False,0,False
527,Vision Jet,Entry level jet (VLJ),15706.0,2024-10-19,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,9,False,fall,0.0,False,0,False
562,Citation Excel,Midsize jet,33500.0,2024-10-20,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,8,False,fall,0.0,False,0,False
564,Phenom 300E,Super light jet,33245.0,2024-10-20,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,8,False,fall,0.0,False,0,False
575,Citation X,Super midsize jet,33000.0,2024-10-20,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,8,False,fall,0.0,False,0,False
576,Falcon 50,Super midsize jet,41600.0,2024-10-20,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,8,False,fall,0.0,False,0,False
716,Learjet 60,Midsize jet,22620.0,2024-10-20,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,8,False,fall,0.0,False,0,False
722,Citation Mustang,Entry level jet (VLJ),17181.0,2024-10-20,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,8,False,fall,0.0,False,0,False
726,Citation X,Super midsize jet,29600.0,2024-10-21,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,7,False,fall,0.0,False,0,False
727,Gulfstream G200,Super midsize jet,28980.0,2024-10-21,2,2024-10-28,,KTOL,KDVT,10,0,KTOL - KDVT,7,False,fall,,False,0,False
763,Learjet 31A,Light jet,16615.0,2024-10-23,1,2024-10-28,2024-10-28,KHTS,KPBI,10,0,KHTS - KPBI,5,False,fall,0.0,False,0,False
800,Learjet 40,Super light jet,33694.0,2024-10-21,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,7,False,fall,0.0,False,0,False
844,Learjet 35A,Light jet,14222.0,2024-10-21,4,2024-10-28,2024-10-28,KPWM,KTVC,10,0,KPWM - KTVC,7,False,fall,0.0,False,0,False
845,TURBO SARATOGA SP,Turbo prop,10500.0,2024-10-21,4,2024-10-28,2024-10-28,KPWM,KTVC,10,0,KPWM - KTVC,7,False,fall,0.0,False,0,False
848,King Air 200,Turbo prop,14767.0,2024-10-21,4,2024-10-28,2024-10-28,KPWM,KTVC,10,0,KPWM - KTVC,7,False,fall,0.0,False,0,False
885,Gulfstream GIVSP,Heavy jet,61125.0,2024-10-22,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,6,False,fall,0.0,False,0,False
889,Hawker 800XP,Midsize jet,38000.0,2024-10-22,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,6,False,fall,0.0,False,0,False
890,Challenger 300,Super midsize jet,44340.0,2024-10-22,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,6,False,fall,0.0,False,0,False
892,Phenom 300E,Super light jet,33310.0,2024-10-22,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,6,False,fall,0.0,False,0,False
939,Falcon 20F5,Midsize jet,19491.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
940,Citation Bravo,Light jet,15967.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
954,Hawker 800XP Fleet,Midsize jet,14000.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
955,Citation Ultra,Light jet,13568.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
958,Beechjet 400A,Light jet,15100.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
960,Citation CJ3,Light jet,16667.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
962,Learjet 45,Super light jet,27200.0,2024-10-22,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,6,False,fall,0.0,False,0,False
3249,Citation Encore,Light jet,20828.0,2024-08-20,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,69,False,fall,0.0,False,0,False
3250,Nextant 400XTi,Light jet,18300.0,2024-08-20,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,69,False,fall,0.0,False,0,False
3251,Citation Ultra,Light jet,19319.0,2024-08-20,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,69,False,fall,0.0,False,0,False
3252,Citation Excel,Midsize jet,30000.0,2024-08-20,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,69,False,fall,0.0,False,0,False
3253,Citation SII,Light jet,18702.0,2024-08-20,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,69,False,fall,0.0,False,0,False
3263,Nextant 400XTi,Light jet,18500.0,2024-08-21,2,2024-10-28,2024-10-28,KFSD,KTEB,10,0,KFSD - KTEB,68,False,fall,0.0,False,0,False
27017,Cessna Citation Bravo,Light jet,18544.0,2024-10-28,4,2024-10-28,2024-10-28,KBEH,KRSW,10,0,KBEH - KRSW,0,False,fall,0.0,False,0,False
27025,Light Jet,Light jet,15820.0,2024-10-28,4,2024-10-28,,KBEH,KRSW,10,0,KBEH - KRSW,0,False,fall,,False,0,False
27051,Cirrus SR22,Piston,5200.0,2024-10-28,2,2024-10-28,2024-10-28,KFDY,KOGB,10,0,KFDY - KOGB,0,False,fall,0.0,False,0,False
27102,Baron - G58,Piston,6178.5,2024-10-02,2,2024-10-28,2024-10-28,KFDY,KOGB,10,0,KFDY - KOGB,26,False,fall,0.0,False,0,False
27174,Light Jet,Light jet,18400.0,2024-10-28,2,2024-10-28,,KMKE,KOPF,10,0,KMKE - KOPF,0,False,fall,,False,0,False
27176,Cessna Citation Bravo,Light jet,18995.0,2024-10-28,2,2024-10-28,2024-10-28,KMKE,KOPF,10,0,KMKE - KOPF,0,False,fall,0.0,False,0,False
27180,Nextant 400XTi,Light jet,17015.0,2024-10-28,2,2024-10-28,2024-10-28,KMKE,KOPF,10,0,KMKE - KOPF,0,False,fall,0.0,False,0,False
27184,Premier I,Light jet,23920.0,2024-10-02,2,2024-10-28,2024-10-28,KMKE,KOPF,10,0,KMKE - KOPF,26,False,fall,0.0,False,0,False
27189,CE-680,Unknown,24185.26,2024-10-02,,2024-10-28,,KMKE,KOPF,10,0,KMKE - KOPF,26,False,fall,,False,0,False
27308,Light Jet,Light jet,18500.0,2024-10-28,4,2024-10-28,,KBEH,KRSW,10,0,KBEH - KRSW,0,False,fall,,False,0,False
27360,Cessna Citation Bravo,Light jet,18695.0,2024-10-28,2,2024-10-28,2024-10-28,KFOK,KPBI,10,0,KFOK - KPBI,0,False,fall,0.0,False,0,False
27543,Nextant 400XTi,Light jet,25240.0,2024-10-28,4,2024-10-28,2024-10-28,KBEH,KRSW,10,0,KBEH - KRSW,0,False,fall,0.0,False,0,False
28613,Light Jet,Light jet,16650.0,2024-10-28,2,2024-10-28,,KBEH,KRSW,10,0,KBEH - KRSW,0,False,fall,,False,0,False
16814,Gulfstream V,Unknown,26933.0,2024-10-16,16,2024-10-28,2024-10-28,KTEB,KOPF,10,0,KTEB - KOPF,12,False,fall,0.0,False,0,False
16841,Cessna Citation Sovereign,Super midsize jet,33000.0,2024-10-28,2,2024-10-28,2024-10-28,KTEB,KDAL,10,0,KTEB - KDAL,0,False,fall,0.0,False,0,False
16848,Super Mid Jet,Super midsize jet,28000.0,2024-10-28,2,2024-10-28,2024-10-28,KTEB,KDAL,10,0,KTEB - KDAL,0,False,fall,0.0,False,0,False
16854,Cessna Citation X,Super midsize jet,23995.0,2024-10-28,2,2024-10-28,2024-10-28,KTEB,KOPF,10,0,KTEB - KOPF,0,False,fall,0.0,False,0,False
17115,Bombardier Challenger 604,Heavy jet,51140.0,2024-10-28,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,0,False,fall,0.0,False,0,False
17197,Embraer Phenom 300,Super light jet,33245.0,2024-10-28,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,0,False,fall,0.0,False,0,False
17204,Mid Size Jet,Midsize jet,24000.0,2024-10-28,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,0,False,fall,0.0,False,0,False
17210,Cessna Citation X,Super midsize jet,33000.0,2024-10-28,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,0,False,fall,0.0,False,0,False
17214,Dassault Falcon 50,Super midsize jet,41600.0,2024-10-28,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,0,False,fall,0.0,False,0,False
16435,Piaggio Avanti II,Light jet,15850.0,2024-10-14,4,2024-10-28,2024-10-28,KBTR,KPWK,10,0,KBTR - KPWK,14,False,fall,0.0,False,0,False
16605,Gulfstream G-V,Ultra long range,135000.0,2024-10-28,3,2024-10-28,2024-10-29,UUBI,LFLY,10,0,UUBI - LFLY,0,False,fall,1.0,False,0,False
17528,PHENOM 300,Super light jet,30795.0,2024-10-20,0,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,8,False,fall,0.0,False,0,False
17536,Cessna Citation X,Super midsize jet,29600.0,2024-10-28,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,0,False,fall,0.0,False,0,False
17616,Bombardier Lear 60,Light jet,26390.0,2024-10-28,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,0,False,fall,0.0,False,0,False
17693,Citation III,Midsize jet,33599.5,2024-10-21,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,7,False,fall,0.0,False,0,False
17799,Learjet 60,Midsize jet,37400.0,2024-10-21,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,7,False,fall,0.0,False,0,False
17803,Bombardier Learjet 60,Midsize jet,26390.0,2024-10-21,2,2024-10-28,2024-10-28,KTOL,KDVT,10,0,KTOL - KDVT,7,False,fall,0.0,False,0,False
17842,Mid Size Jet,Midsize jet,14373.0,2024-10-28,4,2024-10-28,2024-10-28,KPWM,KTVC,10,0,KPWM - KTVC,0,False,fall,0.0,False,0,False
17846,Light Jet,Light jet,15100.0,2024-10-28,4,2024-10-28,2024-10-28,KPWM,KTVC,10,0,KPWM - KTVC,0,False,fall,0.0,False,0,False
17858,Learjet 60,Midsize jet,34800.0,2024-10-22,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,6,False,fall,0.0,False,0,False
17867,Mid Size Jet,Midsize jet,38000.0,2024-10-28,3,2024-10-28,,KMEM,MMDO,10,0,KMEM - MMDO,0,False,fall,,False,0,False
17869,Beechcraft Hawker 800XP,Midsize jet,38000.0,2024-10-28,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,0,False,fall,0.0,False,0,False
17874,Bombardier Challenger 300,Super midsize jet,44340.0,2024-10-28,3,2024-10-28,2024-10-28,KMEM,MMDO,10,0,KMEM - MMDO,0,False,fall,0.0,False,0,False
17900,Piaggio Avanti II,Light jet,25750.0,2024-10-22,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,6,False,fall,0.0,False,0,False
17928,Cessna Citation Ultra,Light jet,13568.0,2024-10-28,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,0,False,fall,0.0,False,0,False
17934,Cessna Citation CJ3,Light jet,16667.0,2024-10-28,3,2024-10-28,2024-10-28,KTPA,KBUF,10,0,KTPA - KBUF,0,False,fall,0.0,False,0,False
14914,Light Jet,Light jet,18400.0,2024-10-02,2,2024-10-28,2024-10-28,KMKE,KOPF,10,0,KMKE - KOPF,26,False,fall,0.0,False,0,False
14757,Lear60,Light jet,35900.0,2024-09-16,,2024-10-29,,TXKF,KCLT,10,1,TXKF - KCLT,43,False,fall,,False,0,False
17716,Mid Size Jet,Midsize jet,18000.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,0,False,fall,0.0,False,0,False
17718,Light Jet,Light jet,21422.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,0,False,fall,0.0,False,0,False
17773,Cessna Citation XLS,Midsize jet,20700.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,0,False,fall,0.0,False,0,False
17785,PHENOM 300,Super light jet,22970.0,2024-10-21,1,2024-10-29,2024-10-29,KDAL,FSIA,10,1,KDAL - FSIA,8,False,fall,0.0,False,0,False
17815,Beechcraft Hawker 800XP,Midsize jet,21495.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KSRQ,10,1,KTEB - KSRQ,0,False,fall,0.0,False,0,False
17817,Beechcraft Hawker 800A,Midsize jet,25000.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KSRQ,10,1,KTEB - KSRQ,0,False,fall,0.0,False,0,False
17829,Cessna Citation X,Super midsize jet,26895.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,0,False,fall,0.0,False,0,False
17831,Nextant 400XTi,Light jet,14300.0,2024-10-29,2,2024-10-29,2024-10-29,KTEB,KSRQ,10,1,KTEB - KSRQ,0,False,fall,0.0,False,0,False
762,Beechjet 400A,Light jet,18750.0,2024-10-23,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,6,False,fall,0.0,False,0,False
831,Learjet 55,Midsize jet,17500.0,2024-10-21,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,8,False,fall,0.0,False,0,False
843,Learjet 45,Super light jet,23310.0,2024-10-21,1,2024-10-29,2024-10-30,KDAL,KSEZ,10,1,KDAL - KSEZ,8,False,fall,1.0,False,0,False
871,Citation X,Super midsize jet,26895.0,2024-10-21,2,2024-10-29,2024-10-29,KTEB,KBCT,10,1,KTEB - KBCT,8,False,fall,0.0,False,0,False
239,King Air B200,Turbo prop,12500.0,2024-10-15,3,2024-10-29,2024-10-29,KMIA,MDPP,10,1,KMIA - MDPP,14,False,fall,0.0,False,0,False
23102,Cessna Citation CJ2,Light jet,16226.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23104,Beechcraft King Air 200,Turbo prop,13974.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23111,Pilatus PC-12,Turbo prop,14851.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23115,Cessna Citation CJ3+,Light jet,15500.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23117,Piaggio Avanti II,Light jet,15350.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23119,Premier IA,Light jet,13645.0,2024-09-03,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,56,False,fall,0.0,False,0,False
23121,Beechcraft Premier I (N92SH),Light jet,14520.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23145,Pilatus PC-12,Turbo prop,13800.0,2024-10-29,5,2024-10-29,2024-10-29,KRKS,KTUS,10,1,KRKS - KTUS,0,False,fall,0.0,False,0,False
23213,Pilatus PC-12,Turbo prop,12167.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23939,Cessna Citation X,Super midsize jet,36000.0,2024-10-29,4,2024-10-29,2024-10-29,TXKF,KCLT,10,1,TXKF - KCLT,0,False,fall,0.0,False,0,False
24015,Embraer Legacy 500,Super midsize jet,41183.0,2024-10-29,5,2024-10-29,2024-10-29,ADTL,KCLT,10,1,ADTL - KCLT,0,False,fall,0.0,False,0,False
24016,Embraer Legacy 500,Super midsize jet,41183.0,2024-10-29,5,2024-10-29,2024-10-29,TXKF,KCLT,10,1,TXKF - KCLT,0,False,fall,0.0,False,0,False
24075,Bombardier Lear 60XR,Light jet,31950.0,2024-10-29,4,2024-10-29,2024-10-29,TXKF,KCLT,10,1,TXKF - KCLT,0,False,fall,0.0,False,0,False
23551,Pilatus PC-12,Turbo prop,12500.0,2024-10-29,3,2024-10-29,2024-10-29,KHDN,KVGT,10,1,KHDN - KVGT,0,False,fall,0.0,False,0,False
23583,Honda HondaJet Elite,Entry level jet (VLJ),18131.0,2024-10-29,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23585,Pilatus PC-12 NG,Turbo prop,10200.0,2024-10-29,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23587,Eclipse 500,Entry level jet (VLJ),11145.0,2024-10-29,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23589,Cessna Citation XLS,Midsize jet,19883.0,2024-10-29,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23629,Pilatus PC-12,Turbo prop,13806.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23642,Beechcraft Hawker 800XP,Midsize jet,24119.0,2024-10-29,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23660,Falcon 10,Super light jet,12500.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
23662,Piaggio Avanti II,Light jet,15063.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23668,Pilatus PC-12 NG,Turbo prop,10200.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23672,Beechcraft King Air B200,Turbo prop,14502.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23712,Cessna Citation CJ1,Entry level jet (VLJ),12764.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23721,Beechcraft King Air B200,Turbo prop,13708.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
23735,Eclipse 500,Entry level jet (VLJ),11145.0,2024-10-29,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,0,False,fall,0.0,False,0,False
3995,Pilatus PC12/47,Turbo prop,12500.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4005,Citation CJ 4,Light jet,12800.0,2024-09-04,3,2024-10-29,,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,,False,0,False
4006,HondaJet,Entry level jet (VLJ),18131.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4007,Learjet 60,Midsize jet,14250.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4008,Pilatus PC12/47E (NG),Turbo prop,10200.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4009,Phenom 100,Entry level jet (VLJ),13750.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4010,Fairchild Merlin IIIC,Turbo prop,12900.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4011,Eclipse 500,Entry level jet (VLJ),11145.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4012,Citation XLS,Midsize jet,19883.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4013,King Air 200,Turbo prop,11550.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4015,Citation CJ2,Light jet,18789.0,2024-09-04,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,55,False,fall,0.0,False,0,False
4060,Fairchild Merlin III B,Turbo prop,12950.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4061,Pilatus PC12/47,Turbo prop,13806.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4068,Hawker 800XP,Midsize jet,24119.0,2024-09-05,3,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4088,Pilatus PC12/47E (NG),Turbo prop,10200.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4089,Phenom 100,Entry level jet (VLJ),13250.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4090,Piaggio Avanti II,Light jet,15063.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4094,Piper Meridian,Turbo prop,10250.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4095,King Air 200,Turbo prop,11550.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4102,Citation CJ3+,Light jet,11950.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4114,Citation CJ1,Entry level jet (VLJ),12764.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
4125,Eclipse 500,Entry level jet (VLJ),11145.0,2024-09-05,2,2024-10-29,2024-10-29,KHDN,KLAS,10,1,KHDN - KLAS,54,False,fall,0.0,False,0,False
