id,aircraftModel,category,price,quoteDate,leg_Passenger_number_PAX,leg_Departure_Date,leg_Arrival_Date,leg_Departure_Airport,leg_Arrival_Airport,month,day_of_week,route,days_until_departure,is_holiday,season,trip_duration,is_weekend,departure_hour,is_peak_hour
18155,CESSNA 510 Citation Mustang,Entry level jet (VLJ),14628.0,2024-01-08,2,2024-01-08,2024-01-08,LFTH,LEIB,1,0,LFTH - LEIB,0,False,winter,0.0,False,0,False
15308,Beechjet 400A,Light jet,41900.0,2024-01-11,4,2024-01-11,,MROC,SPJC,1,3,MROC - SPJC,0,False,winter,,False,0,False
26362,Phenom 300,Super light jet,22154.0,2024-01-11,4,2024-01-11,2024-01-11,LEMG,LOWW,1,3,LEMG - LOWW,0,False,winter,0.0,False,0,False
33846,Nextant 400XTi,Light jet,17490.0,2024-01-12,4,2024-01-12,,LEMG,EGLF,1,4,LEMG - EGLF,0,False,winter,,False,0,False
22303,Beechjet 400A,Light jet,10918.0,2024-03-09,2,2024-03-09,2024-03-09,LIML,LOWW,3,5,LIML - LOWW,0,False,spring,0.0,True,0,False
22534,Learjet 60XR,Midsize jet,13780.0,2024-03-09,2,2024-03-09,2024-03-09,LIML,LOWW,3,5,LIML - LOWW,0,False,spring,0.0,True,0,False
19171,Cessna Mustang,Unknown,13356.0,2024-04-08,2,2024-04-08,2024-04-08,EHAM,ENAL,4,0,EHAM - ENAL,0,False,spring,0.0,False,0,False
18969,Hawker 800XPi,Midsize jet,46640.0,2024-03-08,2,2024-04-08,2024-04-08,DGAA,GMMN,4,0,DGAA - GMMN,31,False,spring,0.0,False,0,False
17878,Cessna Citation XLS+,Midsize jet,17861.0,2024-04-12,4,2024-04-12,2024-04-12,LIMC,EGKB,4,4,LIMC - EGKB,0,False,spring,0.0,False,0,False
30247,Learjet 60,Midsize jet,11380.0,2024-05-11,6,2024-05-25,2024-05-25,SADF,SANE,5,5,SADF - SANE,14,False,spring,0.0,True,0,False
19340,Citation CJ3,Light jet,17278.0,2024-06-08,3,2024-06-08,2024-06-08,LBSF,LSGG,6,5,LBSF - LSGG,0,False,summer,0.0,True,0,False
23621,Beechjet 400A,Light jet,10706.0,2024-06-09,4,2024-06-09,2024-06-09,LEMD,LEIB,6,6,LEMD - LEIB,0,False,summer,0.0,True,0,False
23623,HondaJet,Entry level jet (VLJ),9540.0,2024-05-09,4,2024-06-09,2024-06-09,LEMD,LEIB,6,6,LEMD - LEIB,31,False,summer,0.0,True,0,False
23624,HondaJet,Entry level jet (VLJ),9540.0,2024-06-09,4,2024-06-09,2024-06-09,LEMD,LEIB,6,6,LEMD - LEIB,0,False,summer,0.0,True,0,False
32210,Phenom 300,Super light jet,10600.0,2024-06-12,2,2024-06-12,2024-06-12,LSGG,LFPB,6,2,LSGG - LFPB,0,False,summer,0.0,False,0,False
1443,Phenom 100,Entry level jet (VLJ),11250.0,2024-07-07,1,2024-07-07,2024-07-07,KMVY,KBUY,7,6,KMVY - KBUY,0,False,summer,0.0,True,0,False
1114,Gulfstream G550,Ultra long range,57801.0,2024-07-07,11,2024-07-07,2024-07-07,MMUN,KDAL,7,6,MMUN - KDAL,0,False,summer,0.0,True,0,False
19933,Gulfstream G-V,Ultra long range,79500.0,2024-07-08,6,2024-07-08,2024-07-09,KTEB,LIRA,7,0,KTEB - LIRA,0,False,summer,1.0,False,0,False
23,Beechjet 400,Light jet,11500.0,2024-07-16,1,2024-07-16,2024-07-17,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,1.0,False,0,False
27,Citation II,Light jet,9700.0,2024-07-16,1,2024-07-16,2024-07-17,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,1.0,False,0,False
28,Pilatus PC12/47,Turbo prop,10200.0,2024-07-16,1,2024-07-16,2024-07-17,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,1.0,False,0,False
29,King Air 90,Turbo prop,7300.0,2024-07-16,1,2024-07-16,2024-07-17,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,1.0,False,0,False
16190,Learjet 60,Midsize jet,18900.0,2024-07-16,3,2024-07-16,2024-07-16,KCGI,KMKC,7,1,KCGI - KMKC,0,False,summer,0.0,False,0,False
16240,Beechcraft Beechjet 400,Light jet,11500.0,2024-07-16,1,2024-07-16,2024-07-16,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,0.0,False,0,False
16273,Piaggio Avanti II,Light jet,8050.0,2024-07-16,1,2024-07-16,2024-07-16,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,0.0,False,0,False
16275,Cessna Citation X,Super midsize jet,19750.0,2024-07-16,1,2024-07-16,2024-07-16,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,0.0,False,0,False
16279,King Air C90,Turbo prop,11774.64,2024-07-16,1,2024-07-16,,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,,False,0,False
16287,King Air 200,Turbo prop,12380.0,2024-07-16,1,2024-07-16,2024-07-16,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,0.0,False,0,False
16288,Citation II,Light jet,15939.4,2024-07-16,1,2024-07-16,2024-07-16,KRVS,KAEX,7,1,KRVS - KAEX,0,False,summer,0.0,False,0,False
16211,Cessna Citation XLS,Midsize jet,12970.0,2024-07-17,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,0,False,summer,0.0,False,0,False
16213,Midsize Jet,Midsize jet,9500.0,2024-07-17,2,2024-07-17,,KCGF,KTEB,7,2,KCGF - KTEB,0,False,summer,,False,0,False
16216,Learjet 45XR,Super light jet,13900.0,2024-07-16,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,1,False,summer,0.0,False,0,False
16220,Cessna Citation X,Super midsize jet,14900.0,2024-07-17,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,0,False,summer,0.0,False,0,False
16232,Cessna Citation M2,Entry level jet (VLJ),14000.0,2024-07-17,1,2024-07-17,2024-07-17,ESNN,KFTW,7,2,ESNN - KFTW,0,False,summer,0.0,False,0,False
16238,Beechcraft Premier I,Light jet,15260.0,2024-07-17,6,2024-07-17,2024-07-17,ESNN,KFTW,7,2,ESNN - KFTW,0,False,summer,0.0,False,0,False
16251,Learjet 60,Midsize jet,17335.0,2024-07-16,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,1,False,summer,0.0,False,0,False
16265,Light Jet,Light jet,17624.0,2024-07-17,2,2024-07-17,2024-07-17,KSDL,KFTW,7,2,KSDL - KFTW,0,False,summer,0.0,False,0,False
16271,Cessna Citation X,Super midsize jet,20870.0,2024-07-17,2,2024-07-17,2024-07-17,ESNN,KFTW,7,2,ESNN - KFTW,0,False,summer,0.0,False,0,False
16278,Nextant 400XTi,Light jet,12410.0,2024-07-17,2,2024-07-17,2024-07-17,KSDL,KFTW,7,2,KSDL - KFTW,0,False,summer,0.0,False,0,False
16285,Beechcraft Hawker 900XP,Midsize jet,16325.0,2024-07-17,TBD,2024-07-17,2024-07-17,ESNN,KFTW,7,2,ESNN - KFTW,0,False,summer,0.0,False,0,False
16149,Beechcraft Hawker 800XP,Midsize jet,12199.0,2024-07-17,4,2024-07-17,2024-07-17,KORF,KRKD,7,2,KORF - KRKD,0,False,summer,0.0,False,0,False
16153,Bombardier Lear 60,Light jet,18537.0,2024-07-17,4,2024-07-17,2024-07-17,KORF,KRKD,7,2,KORF - KRKD,0,False,summer,0.0,False,0,False
16187,CESSNA 510 Citation Mustang,Entry level jet (VLJ),10610.6,2024-07-16,2,2024-07-17,2024-07-17,LFPB,LFMN,7,2,LFPB - LFMN,1,False,summer,0.0,False,0,False
16203,Cessna Citation Bravo,Light jet,10755.0,2024-07-17,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,0,False,summer,0.0,False,0,False
16209,Light Jet,Light jet,8500.0,2024-07-17,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,0,False,summer,0.0,False,0,False
13840,Beechjet 400A,Light jet,10950.0,2024-07-16,4,2024-07-17,2024-07-17,KORF,KRKD,7,2,KORF - KRKD,1,False,summer,0.0,False,0,False
13841,Beechjet 400A,Light jet,10950.0,2024-07-16,4,2024-07-17,2024-07-17,KORF,KRKD,7,2,KORF - KRKD,1,False,summer,0.0,False,0,False
13845,PC12NGX,Turbo prop,10840.0,2024-07-16,2,2024-07-17,2024-07-17,KRAP,KMSO,7,2,KRAP - KMSO,1,False,summer,0.0,False,0,False
1,Hawker 800XP,Midsize jet,12199.0,2024-07-16,4,2024-07-17,2024-07-17,KORF,KRKD,7,2,KORF - KRKD,1,False,summer,0.0,False,0,False
10,Citation Bravo,Light jet,10755.0,2024-07-16,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,1,False,summer,0.0,False,0,False
12,Citation Excel,Midsize jet,14500.0,2024-07-16,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,1,False,summer,0.0,False,0,False
13,Citation Bravo,Light jet,11995.0,2024-07-16,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,1,False,summer,0.0,False,0,False
20,Learjet 55,Midsize jet,11800.0,2024-07-16,2,2024-07-17,2024-07-17,KCGF,KTEB,7,2,KCGF - KTEB,1,False,summer,0.0,False,0,False
2,Falcon 900B,Heavy jet,47545.0,2024-07-16,11,2024-07-18,2024-07-18,KRIL,KIAD,7,3,KRIL - KIAD,2,False,summer,0.0,False,0,False
21,Phenom 300,Super light jet,12750.0,2024-07-16,2,2024-07-18,2024-07-18,KCGF,KTEB,7,3,KCGF - KTEB,2,False,summer,0.0,False,0,False
24,Beechjet 400,Light jet,13950.0,2024-07-16,2,2024-07-18,2024-07-18,KSDL,KFTW,7,3,KSDL - KFTW,2,False,summer,0.0,False,0,False
25,Beechjet 400A,Light jet,14975.0,2024-07-16,2,2024-07-18,2024-07-18,KSDL,KFTW,7,3,KSDL - KFTW,2,False,summer,0.0,False,0,False
26,Citation V,Light jet,13900.0,2024-07-16,2,2024-07-18,2024-07-18,KSDL,KFTW,7,3,KSDL - KFTW,2,False,summer,0.0,False,0,False
32,Citation CJ2,Light jet,23718.0,2024-07-16,2,2024-07-18,2024-07-18,KSDL,KFTW,7,3,KSDL - KFTW,2,False,summer,0.0,False,0,False
16151,Dassault Falcon 900B,Heavy jet,47545.0,2024-07-18,11,2024-07-18,2024-07-18,KRIL,KIAD,7,3,KRIL - KIAD,0,False,summer,0.0,False,0,False
16253,Piaggio Avanti II,Light jet,12500.0,2024-07-16,2,2024-07-18,2024-07-18,KSDL,KFTW,7,3,KSDL - KFTW,2,False,summer,0.0,False,0,False
16259,Mid Size Jet,Midsize jet,15950.0,2024-07-18,2,2024-07-18,2024-07-18,KSDL,KFTW,7,3,KSDL - KFTW,0,False,summer,0.0,False,0,False
16263,Beechcraft Beechjet 400,Light jet,13950.0,2024-07-18,2,2024-07-18,2024-07-18,ESNN,KFTW,7,3,ESNN - KFTW,0,False,summer,0.0,False,0,False
16267,Beechcraft Beechjet 400A,Light jet,14975.0,2024-07-18,2,2024-07-18,2024-07-18,ESNN,KFTW,7,3,ESNN - KFTW,0,False,summer,0.0,False,0,False
16257,Citation CJ2,Light jet,16950.0,2024-07-16,2,2024-07-19,2024-07-19,KSDL,KDFW,7,4,KSDL - KDFW,3,False,summer,0.0,False,0,False
16299,Beechcraft King Air 350,Turbo prop,19500.0,2024-07-19,2,2024-07-19,2024-07-19,ESNN,KFTW,7,4,ESNN - KFTW,0,False,summer,0.0,False,0,False
13866,Light Jet,Light jet,9900.0,2024-07-16,2,2024-07-19,2024-07-19,KPLR,KOPF,7,4,KPLR - KOPF,3,False,summer,0.0,False,0,False
13844,Piper Aztec,Unknown,1400.0,2024-07-16,1,2024-07-20,,MYNN,MYEH,7,5,MYNN - MYEH,4,False,summer,,True,0,False
16188,Mid Size Jet,Midsize jet,27587.0,2024-07-20,3,2024-07-20,2024-07-20,KTEB,KSAT,7,5,KTEB - KSAT,0,False,summer,0.0,True,0,False
3,Cessna 414A,Piston,10540.0,2024-07-16,2,2024-07-21,2024-07-21,KAVL,KPBI,7,6,KAVL - KPBI,5,False,summer,0.0,True,0,False
6,Learjet 70,Super light jet,12049.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
7,Beechjet 400A,Light jet,9161.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
8,Pilatus PC12/47E (NG),Turbo prop,7843.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
9,King Air 350,Turbo prop,8083.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
11,Citation Encore,Light jet,7985.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
14,Pilatus PC12 NGX,Turbo prop,8850.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
16186,Light Jet,Light jet,9985.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16194,Beechcraft Hawker 400XP,Light jet,9161.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16198,Pilatus PC-12,Turbo prop,7843.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16201,Beechcraft King Air 350,Turbo prop,8083.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16205,Embraer Phenom 100,Entry level jet (VLJ),6733.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16207,Cessna Citation Encore,Light jet,7985.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16226,Cessna Citation Bravo,Light jet,8250.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16249,Cessna Citation Ultra,Light jet,9478.0,2024-07-22,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,0,False,summer,0.0,False,0,False
16252,Light Jet,Light jet,8579.0,2024-07-22,1,2024-07-22,2024-07-22,KBBG,KCVG,7,0,KBBG - KCVG,0,False,summer,0.0,False,0,False
16280,Midsize Jet,Midsize jet,9718.0,2024-07-22,1,2024-07-22,,KBBG,KCVG,7,0,KBBG - KCVG,0,False,summer,,False,0,False
13862,LIGHT JET,Light jet,9985.0,2024-07-16,5,2024-07-22,2024-07-22,KVNY,KSAN,7,0,KVNY - KSAN,6,False,summer,0.0,False,0,False
16158,Beechcraft King Air 350,Turbo prop,22171.88,2024-07-16,30,2024-07-24,2024-07-24,KMKC,KPGA,7,2,KMKC - KPGA,8,False,summer,0.0,False,0,False
16242,Phenom 300,Super light jet,8607.73,2024-07-16,2,2024-07-25,2024-07-25,MMAN,KSAT,7,3,MMAN - KSAT,9,False,summer,0.0,False,0,False
17988,Gulfstream G550,Ultra long range,65180.0,2024-07-26,18,2024-07-26,2024-07-26,KHOU,MMPR,7,4,KHOU - MMPR,0,False,summer,0.0,False,0,False
17992,Hawker 800,Midsize jet,18000.0,2024-07-26,4,2024-07-26,2024-07-26,KHOU,MMPR,7,4,KHOU - MMPR,0,False,summer,0.0,False,0,False
17993,Hawker 800,Midsize jet,18000.0,2024-07-26,4,2024-07-26,2024-07-26,KHOU,MMPR,7,4,KHOU - MMPR,0,False,summer,0.0,False,0,False
980,Hawker 800A,Midsize jet,21000.0,2024-07-26,4,2024-07-26,2024-07-27,KHOU,MMPR,7,4,KHOU - MMPR,0,False,summer,1.0,False,0,False
982,Citation CJ3+,Light jet,9376.0,2024-07-26,2,2024-07-27,2024-07-27,KPWK,KCIU,7,5,KPWK - KCIU,1,False,summer,0.0,True,0,False
994,King Air C90,Turbo prop,5000.0,2024-07-26,2,2024-07-27,2024-07-28,KMCO,KOPF,7,5,KMCO - KOPF,1,False,summer,1.0,True,0,False
996,Pilatus PC 12/45,Turbo prop,4900.0,2024-07-26,2,2024-07-27,2024-07-28,KMCO,KOPF,7,5,KMCO - KOPF,1,False,summer,1.0,True,0,False
997,Vision Jet,Entry level jet (VLJ),3213.0,2024-07-26,2,2024-07-27,2024-07-27,KMCO,KOPF,7,5,KMCO - KOPF,1,False,summer,0.0,True,0,False
999,Pilatus PC12/47E (NG),Turbo prop,4919.0,2024-07-26,2,2024-07-27,2024-07-27,KMCO,KOPF,7,5,KMCO - KOPF,1,False,summer,0.0,True,0,False
1009,Sabreliner 65,Midsize jet,9209.0,2024-07-26,2,2024-07-27,2024-07-28,KMCO,KOPF,7,5,KMCO - KOPF,1,False,summer,1.0,True,0,False
1022,Citation X,Super midsize jet,30000.0,2024-07-27,4,2024-07-27,2024-07-27,KSJC,KIAD,7,5,KSJC - KIAD,0,False,summer,0.0,True,0,False
34,Pilatus PC 12/45,Turbo prop,9500.0,2024-07-16,2,2024-07-27,2024-07-27,KBTV,CYQA,7,5,KBTV - CYQA,11,False,summer,0.0,True,0,False
35,Phenom 300,Super light jet,13000.0,2024-07-16,2,2024-07-27,2024-07-27,KBTV,CYQA,7,5,KBTV - CYQA,11,False,summer,0.0,True,0,False
37,King Air B200,Turbo prop,7950.0,2024-07-16,2,2024-07-27,2024-07-27,KBTV,CYQA,7,5,KBTV - CYQA,11,False,summer,0.0,True,0,False
38,Piper Aerostar 600,Piston,5900.0,2024-07-17,2,2024-07-27,2024-07-27,KBTV,CYQA,7,5,KBTV - CYQA,10,False,summer,0.0,True,0,False
40,Pilatus PC12/47E (NG),Turbo prop,13884.0,2024-07-17,2,2024-07-27,2024-07-27,KBTV,CYQA,7,5,KBTV - CYQA,10,False,summer,0.0,True,0,False
17979,Light jet,Light jet,18745.83,2024-07-26,4,2024-07-27,2024-07-27,KHOU,MMPR,7,5,KHOU - MMPR,1,False,summer,0.0,True,0,False
17990,Falcon 100,Super light jet,23400.0,2024-07-26,4,2024-07-27,2024-07-27,KHOU,MMPR,7,5,KHOU - MMPR,1,False,summer,0.0,True,0,False
18021,Cirrus Vision Jet SF50,Entry level jet (VLJ),3213.0,2024-07-27,2,2024-07-27,2024-07-27,KMCO,KOPF,7,5,KMCO - KOPF,0,False,summer,0.0,True,0,False
18025,Sabreliner 65,Midsize jet,9209.0,2024-07-27,2,2024-07-27,2024-07-27,KMCO,KOPF,7,5,KMCO - KOPF,0,False,summer,0.0,True,0,False
18040,Cessna Citation X,Super midsize jet,30000.0,2024-07-27,4,2024-07-27,2024-07-27,KSJC,KIAD,7,5,KSJC - KIAD,0,False,summer,0.0,True,0,False
18043,Cessna Citation X,Super midsize jet,30000.0,2024-07-27,4,2024-07-27,2024-07-27,KOAK,KIAD,7,5,KOAK - KIAD,0,False,summer,0.0,True,0,False
16297,Pilatus PC-12 NG,Turbo prop,13884.0,2024-07-27,2,2024-07-27,2024-07-27,KBTV,CYQA,7,5,KBTV - CYQA,0,False,summer,0.0,True,0,False
18031,Premier IA,Light jet,8480.0,2024-07-27,4,2024-07-28,2024-07-28,LFMN,LIEO,7,6,LFMN - LIEO,1,False,summer,0.0,True,0,False
18033,DA-50,Piston,45000.0,2024-07-27,4,2024-07-28,2024-07-28,KTEB,KAUS,7,6,KTEB - KAUS,1,False,summer,0.0,True,0,False
18071,Pilatus PC-12,Turbo prop,10800.0,2024-07-28,7,2024-07-28,2024-07-28,KSFO,S05,7,6,KSFO - S05,0,False,summer,0.0,True,0,False
18075,Citation X,Super midsize jet,24500.0,2024-07-28,7,2024-07-28,2024-07-28,KSFO,KOTH,7,6,KSFO - KOTH,0,False,summer,0.0,True,0,False
16160,Pilatus PC-12 NG,Turbo prop,13576.0,2024-07-28,2,2024-07-28,2024-07-28,CYCG,KSFO,7,6,CYCG - KSFO,0,False,summer,0.0,True,0,False
4,Pilatus PC12/47E (NG),Turbo prop,13540.0,2024-07-16,2,2024-07-28,2024-07-28,CYCG,KSFO,7,6,CYCG - KSFO,12,False,summer,0.0,True,0,False
983,Learjet 60,Midsize jet,24912.0,2024-07-26,2,2024-07-28,2024-07-28,WBGG,WMSA,7,6,WBGG - WMSA,2,False,summer,0.0,True,0,False
1010,Learjet 31A,Light jet,12674.0,2024-07-26,2,2024-07-28,2024-07-28,KOXC,KLEX,7,6,KOXC - KLEX,2,False,summer,0.0,True,0,False
1012,Citation X,Super midsize jet,27000.0,2024-07-27,4,2024-07-28,2024-07-28,KTEB,KAUS,7,6,KTEB - KAUS,1,False,summer,0.0,True,0,False
1017,Citation Mustang,Entry level jet (VLJ),7144.400000000001,2024-07-27,4,2024-07-28,2024-07-28,LFMN,LIEO,7,6,LFMN - LIEO,1,False,summer,0.0,True,0,False
1018,AVIATOR TP600,Turbo prop,5459.0,2024-07-27,4,2024-07-28,2024-07-28,LFMN,LIEO,7,6,LFMN - LIEO,1,False,summer,0.0,True,0,False
1019,Citation Mustang,Entry level jet (VLJ),8851.0,2024-07-27,4,2024-07-28,2024-07-28,LFMN,LIEO,7,6,LFMN - LIEO,1,False,summer,0.0,True,0,False
1021,Diamond DA62,Piston,7208.0,2024-07-27,4,2024-07-28,2024-07-28,LFMN,LIEO,7,6,LFMN - LIEO,1,False,summer,0.0,True,0,False
1033,Phenom 300,Super light jet,39500.0,2024-07-28,3,2024-07-28,2024-07-28,KVNY,KPWK,7,6,KVNY - KPWK,0,False,summer,0.0,True,0,False
1045,Ultra Long Range,Ultra long range,42000.0,2024-07-28,3,2024-07-28,2024-07-28,KVNY,KPWK,7,6,KVNY - KPWK,0,False,summer,0.0,True,0,False
1046,Citation Sovereign+,Super midsize jet,48056.0,2024-07-28,3,2024-07-28,2024-07-29,KVNY,KPWK,7,6,KVNY - KPWK,0,False,summer,1.0,True,0,False
13858,Light Jet,Light jet,8693.0,2024-07-16,2,2024-07-28,2024-07-28,KIPT,KROA,7,6,KIPT - KROA,12,False,summer,0.0,True,0,False
14053,Falcon 10,Super light jet,17554.81,2024-07-28,2,2024-07-28,2024-07-28,KPHX,KFCM,7,6,KPHX - KFCM,0,False,summer,0.0,True,0,False
14054,Honda Jet N211PJ,Entry level jet (VLJ),16822.0,2024-07-28,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,1,False,summer,0.0,False,0,False
14066,Honda Jet N211PJ,Entry level jet (VLJ),16822.0,2024-07-29,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,0,False,summer,0.0,False,0,False
14067,Honda Jet N211PJ,Entry level jet (VLJ),16822.0,2024-07-29,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,0,False,summer,0.0,False,0,False
18047,Premier I,Light jet,15505.0,2024-07-28,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,1,False,summer,0.0,False,0,False
18049,Pilatus PC-12 NG,Turbo prop,13500.0,2024-07-29,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,0,False,summer,0.0,False,0,False
18051,Eclipse 500,Entry level jet (VLJ),14830.0,2024-07-29,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,0,False,summer,0.0,False,0,False
18053,Embraer Praetor 500,Super midsize jet,21672.0,2024-07-29,8,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,0,False,summer,0.0,False,0,False
18128,CESSNA 510 Citation Mustang,Entry level jet (VLJ),10441.0,2024-07-29,2,2024-07-29,2024-07-29,LEBL,LFMN,7,0,LEBL - LFMN,0,False,summer,0.0,False,0,False
18142,Cessna Citation X,Super midsize jet,20806.0,2024-07-29,8,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
18148,Eclipse 500,Entry level jet (VLJ),14255.0,2024-07-29,2,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
18150,Beechcraft King Air B200,Turbo prop,11485.0,2024-07-29,2,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
18151,Embraer Praetor 500,Super midsize jet,29080.0,2024-07-29,8,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
18153,Citation II,Light jet,16779.0,2024-07-29,2,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
18284,Pilatus PC-12,Turbo prop,13990.0,2024-07-29,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,0,False,summer,0.0,False,0,False
1024,TBM 700,Turbo prop,12600.0,2024-07-28,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,1,False,summer,0.0,False,0,False
1025,Pilatus PC12/47E (NG),Turbo prop,13500.0,2024-07-28,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,1,False,summer,0.0,False,0,False
1032,Learjet 35A,Light jet,8692.0,2024-07-28,2,2024-07-29,2024-07-29,LGAV,LWOH,7,0,LGAV - LWOH,1,False,summer,0.0,False,0,False
1042,Pilatus PC12/47E (NG),Turbo prop,9275.0,2024-07-28,2,2024-07-29,2024-07-29,LGAV,LWOH,7,0,LGAV - LWOH,1,False,summer,0.0,False,0,False
1044,Premier I,Light jet,10494.0,2024-07-28,2,2024-07-29,2024-07-29,LGAV,LWOH,7,0,LGAV - LWOH,1,False,summer,0.0,False,0,False
1053,Learjet 35A,Light jet,8692.0,2024-07-29,2,2024-07-29,2024-07-29,LGAV,LWOH,7,0,LGAV - LWOH,0,False,summer,0.0,False,0,False
1093,Eclipse 500,Entry level jet (VLJ),14255.0,2024-07-29,2,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
1094,King Air B200,Turbo prop,11485.0,2024-07-29,2,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
1095,Fairchild Merlin IIIC,Turbo prop,12675.0,2024-07-29,2,2024-07-29,2024-07-29,KTEX,KTUL,7,0,KTEX - KTUL,0,False,summer,0.0,False,0,False
1169,Pilatus PC12/47,Turbo prop,13990.0,2024-07-28,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,1,False,summer,0.0,False,0,False
1171,King Air B200,Turbo prop,14937.0,2024-07-28,1,2024-07-29,2024-07-29,KVNY,KBZN,7,0,KVNY - KBZN,1,False,summer,0.0,False,0,False
1011,Beechjet 400A,Light jet,14950.0,2024-07-27,2,2024-07-30,2024-07-30,KPDK,KDAL,7,1,KPDK - KDAL,3,False,summer,0.0,False,0,False
1015,Citation V,Light jet,11700.0,2024-07-27,2,2024-07-30,2024-07-30,KPDK,KDAL,7,1,KPDK - KDAL,3,False,summer,0.0,False,0,False
1016,Learjet 60,Midsize jet,12900.0,2024-07-27,2,2024-07-30,2024-07-30,KPDK,KDAL,7,1,KPDK - KDAL,3,False,summer,0.0,False,0,False
